"current_id","duplicate_group_size","candidate_type","source_origin","preferred_source_subset","effective_rgb","effective_name","modlu_source_id","orijinal_source_id","primary_status","rgb_resolution_status","source_id_conflict_status","notes"
"9831","2","single_source","modlu","modlu_kalan","51,99,143","Oropioi","9831","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9831","2","single_source","orijinal","orijinal_dogu","35,63,207","b_sizhou_siqiong","","9831","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9832","2","single_source","modlu","modlu_kalan","93,103,17","Kimmerikon","9832","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9832","2","single_source","orijinal","orijinal_dogu","91,26,255","b_sizhou_ningyi","","9832","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9833","2","single_source","modlu","modlu_kalan","135,105,144","Sougdaia","9833","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9833","2","single_source","orijinal","orijinal_dogu","183,144,214","b_jinzhou_luyang","","9833","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9834","2","single_source","modlu","modlu_kalan","177,109,17","Alouston","9834","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9834","2","single_source","orijinal","orijinal_dogu","134,17,229","b_jinzhou_weiyang","","9834","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9835","2","single_source","modlu","modlu_kalan","16,48,144","Mangup","9835","","rgb_conflict","recolor_to_new_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9835","2","single_source","orijinal","orijinal_dogu","209,219,168","b_jinzhou_changfeng","","9835","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9836","2","single_source","modlu","modlu_kalan","16,48,176","Yamboli","9836","","rgb_conflict","recolor_to_new_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9836","2","single_source","orijinal","orijinal_dogu","218,174,157","b_xizhou_daxiang","","9836","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9837","2","single_source","modlu","modlu_kalan","93,117,146","Yalta","9837","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9837","2","single_source","orijinal","orijinal_dogu","51,54,8","Lingnan_Guishunzhou_Jingxi","","9837","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9838","2","single_source","modlu","modlu_kalan","135,121,21","BataCrim","9838","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9838","2","single_source","orijinal","orijinal_dogu","93,57,136","Lingnan_Guishunzhou_Napo","","9838","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9839","2","single_source","modlu","modlu_kalan","177,123,147","Kraslava","9839","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9839","2","single_source","orijinal","orijinal_dogu","135,60,9","Lingnan_Taiping_Taiping","","9839","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9840","2","single_source","modlu","modlu_kalan","9,127,21","Tauragnai","9840","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9840","2","single_source","orijinal","orijinal_dogu","12,40,240","Lingnan_Taiping_Chongzuo","","9840","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9841","2","single_source","modlu","modlu_kalan","51,129,148","Svencionys","9841","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9841","2","single_source","orijinal","orijinal_dogu","101,52,123","b_xizhou_santing","","9841","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9842","2","single_source","modlu","modlu_kalan","93,132,21","Lepiel","9842","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9842","2","single_source","orijinal","orijinal_dogu","247,168,190","Lingnan_Taiping_Xialeizhen","","9842","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9843","2","single_source","modlu","modlu_kalan","135,135,149","Dzisna","9843","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9843","2","single_source","orijinal","orijinal_dogu","51,69,138","Lingnan_Siming_Siming","","9843","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9844","2","single_source","modlu","modlu_kalan","177,138,23","Capcir","9844","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9844","2","single_source","orijinal","orijinal_dogu","93,72,11","Lingnan_Siming_Longzhou","","9844","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9845","2","single_source","modlu","modlu_kalan","9,141,150","Castellnou","9845","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9845","2","single_source","orijinal","orijinal_dogu","135,75,139","Lingnan_Siming_Silingzhou","","9845","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9846","2","single_source","modlu","modlu_kalan","51,144,23","Ashmyany","9846","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9846","2","single_source","orijinal","orijinal_dogu","9,9,65","Taiwan_Chiayi","","9846","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9847","2","single_source","modlu","modlu_kalan","93,147,151","Halshany","9847","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9847","2","single_source","orijinal","orijinal_dogu","51,12,193","Taiwan_Changhua","","9847","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9848","2","single_source","modlu","modlu_kalan","135,150,25","Iwye","9848","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9848","2","single_source","orijinal","orijinal_dogu","93,15,66","Taiwan_Kaohsiung","","9848","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9849","2","single_source","modlu","modlu_kalan","177,153,152","Deltuva","9849","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9849","2","single_source","orijinal","orijinal_dogu","135,18,194","Taiwan_Pingtung","","9849","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9850","2","single_source","modlu","modlu_kalan","9,156,25","Giedraiciai","9850","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9850","2","single_source","orijinal","orijinal_dogu","177,21,67","Taiwan_Miaoli","","9850","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9851","2","single_source","modlu","modlu_kalan","51,159,153","Medininkai","9851","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9851","2","single_source","orijinal","orijinal_dogu","9,24,195","Taiwan_Taipei","","9851","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9852","2","single_source","modlu","modlu_kalan","93,162,26","Salcininkai","9852","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9852","2","single_source","orijinal","orijinal_dogu","175,13,74","b_chenzhou_yuanling","","9852","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9856","2","single_source","modlu","modlu_kalan","51,174,29","Mirbel","9856","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9856","2","single_source","orijinal","orijinal_dogu","51,174,28","Goryeo_Tamna_Tamna","","9856","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9857","2","single_source","modlu","modlu_kalan","93,177,156","Budslav","9857","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9857","2","single_source","orijinal","orijinal_dogu","160,252,63","b_chenzhou_luxi","","9857","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9859","2","single_source","modlu","modlu_kalan","16,48,208","Byblos","9859","","rgb_conflict","recolor_to_new_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9859","2","single_source","orijinal","orijinal_dogu","177,198,32","Goryeo_Donggye_Samcheok","","9859","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9860","2","single_source","modlu","modlu_kalan","9,186,31","Darom","9860","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9860","2","single_source","orijinal","orijinal_dogu","177,183,157","Goryeo_Donggye_Ingnyeong","","9860","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9861","2","single_source","modlu","modlu_kalan","16,48,240","Gibelin","9861","","rgb_conflict","recolor_to_new_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9861","2","single_source","orijinal","orijinal_dogu","9,186,30","Goryeo_Donggye_Ganseong","","9861","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9862","2","single_source","modlu","modlu_kalan","16,80,16","Ibelin","9862","","rgb_conflict","recolor_to_new_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9862","2","single_source","orijinal","orijinal_dogu","51,189,158","Goryeo_Donggye_Goseong","","9862","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9863","2","single_source","modlu","modlu_kalan","16,80,48","Qula","9863","","rgb_conflict","recolor_to_new_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9863","2","single_source","orijinal","orijinal_dogu","93,192,31","Goryeo_Donggye_Tongcheon","","9863","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9864","2","single_source","modlu","modlu_kalan","16,80,80","JerLod","9864","","rgb_conflict","recolor_to_new_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9864","2","single_source","orijinal","orijinal_dogu","135,195,159","Goryeo_Donggye_Heupgok","","9864","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9868","2","single_source","modlu","modlu_kalan","16,80,112","TowerDavid","9868","","rgb_conflict","recolor_to_new_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9868","2","single_source","orijinal","orijinal_dogu","94,108,151","Goryeo_Donggye_Yeju","","9868","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9869","2","single_source","modlu","modlu_kalan","16,80,144","Bethlehem","9869","","rgb_conflict","recolor_to_new_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9869","2","single_source","orijinal","orijinal_dogu","52,105,23","Goryeo_Donggye_Ulleung","","9869","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9870","2","single_source","modlu","modlu_kalan","16,80,176","Belfort","9870","","rgb_conflict","recolor_to_new_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9870","2","single_source","orijinal","orijinal_dogu","135,210,34","Goryeo_Gyoju_Inje","","9870","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9871","2","single_source","modlu","modlu_kalan","51,7,163","MontfortFort","9871","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9871","2","single_source","orijinal","orijinal_dogu","177,30,167","Goryeo_Gyoju_Girin","","9871","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9872","2","single_source","modlu","modlu_kalan","16,80,208","Bikfaiya","9872","","rgb_conflict","recolor_to_new_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9872","2","single_source","orijinal","orijinal_dogu","177,0,162","Goryeo_Gyoju_Yanggu","","9872","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9873","2","single_source","modlu","modlu_kalan","135,13,164","Batroun","9873","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9873","2","single_source","orijinal","orijinal_dogu","9,3,35","Goryeo_Gyoju_Gyoju","","9873","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9874","2","single_source","modlu","modlu_kalan","16,80,240","Amioun","9874","","rgb_conflict","recolor_to_new_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9874","2","single_source","orijinal","orijinal_dogu","51,6,163","Goryeo_Gyoju_Geumseong","","9874","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9875","2","single_source","modlu","modlu_kalan","9,19,165","Baniyassyria","9875","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9875","2","single_source","orijinal","orijinal_dogu","93,9,36","Goryeo_Gyoju_Nangcheon","","9875","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9876","2","single_source","modlu","modlu_kalan","51,21,39","Sahyun","9876","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9876","2","single_source","orijinal","orijinal_dogu","51,21,38","Goryeo_Gyoju_Pyeonggang","","9876","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9877","2","single_source","modlu","modlu_kalan","93,25,166","Stavrovouni","9877","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9877","2","single_source","orijinal","orijinal_dogu","93,24,166","Goryeo_Gyoju_Icheon","","9877","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9878","2","single_source","modlu","modlu_kalan","16,112,16","Kantara","9878","","rgb_conflict","recolor_to_new_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9878","2","single_source","orijinal","orijinal_dogu","93,39,41","Goryeo_Gyoju_Anhyeop","","9878","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9879","2","single_source","modlu","modlu_kalan","177,31,167","SalamisCyprus","9879","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9879","2","single_source","orijinal","orijinal_dogu","9,33,40","Goryeo_Gyoju_Dongju","","9879","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9880","2","single_source","modlu","modlu_kalan","9,33,41","ZikhAlania","9880","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9880","2","single_source","orijinal","orijinal_dogu","135,12,164","Goryeo_Gyoju_Chunju","","9880","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9881","2","single_source","modlu","modlu_kalan","51,37,168","Lentekhi","9881","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9881","2","single_source","orijinal","orijinal_dogu","135,27,39","Goryeo_Gyoju_Hoengcheon","","9881","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9882","2","single_source","modlu","modlu_kalan","16,112,48","Martvili","9882","","rgb_conflict","recolor_to_new_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9882","2","single_source","orijinal","orijinal_dogu","177,15,37","Goryeo_Gyoju_Hongcheon","","9882","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9883","2","single_source","modlu","modlu_kalan","135,43,169","Bukistsikhe","9883","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9883","2","single_source","orijinal","orijinal_dogu","135,42,169","Goryeo_Bukgye_Yeongwon","","9883","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9884","2","single_source","modlu","modlu_kalan","177,45,43","Skhalta","9884","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9884","2","single_source","orijinal","orijinal_dogu","177,45,42","Goryeo_Bukgye_Muju","","9884","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9885","2","single_source","modlu","modlu_kalan","9,49,170","Ozurgeti","9885","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9885","2","single_source","orijinal","orijinal_dogu","9,48,170","Goryeo_Bukgye_Deokju","","9885","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9887","2","single_source","modlu","modlu_kalan","93,55,171","Parekhi","9887","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9887","2","single_source","orijinal","orijinal_dogu","9,63,45","Goryeo_Bukgye_Jangjeong","","9887","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9888","2","single_source","modlu","modlu_kalan","135,57,45","Khakhuli","9888","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9888","2","single_source","orijinal","orijinal_dogu","51,66,173","Goryeo_Bukgye_Sakju","","9888","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9889","2","single_source","modlu","modlu_kalan","177,61,172","Kola","9889","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9889","2","single_source","orijinal","orijinal_dogu","93,69,46","Goryeo_Bukgye_Uiju","","9889","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9890","2","single_source","modlu","modlu_kalan","16,112,80","Akhalkalaki","9890","","rgb_conflict","recolor_to_new_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9890","2","single_source","orijinal","orijinal_dogu","177,75,47","Goryeo_Bukgye_Cheolju","","9890","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9891","2","single_source","modlu","modlu_kalan","51,67,173","Khertvisi","9891","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9891","2","single_source","orijinal","orijinal_dogu","9,78,175","Goryeo_Bukgye_Gwiju","","9891","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9892","2","single_source","modlu","modlu_kalan","93,69,47","Kldekari","9892","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9892","2","single_source","orijinal","orijinal_dogu","51,81,48","Goryeo_Bukgye_Seonju","","9892","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9893","2","single_source","modlu","modlu_kalan","135,73,174","Zarzma","9893","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9893","2","single_source","orijinal","orijinal_dogu","93,84,176","Goryeo_Bukgye_Gaju","","9893","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9894","2","single_source","modlu","modlu_kalan","16,112,112","Odzrakhe","9894","","rgb_conflict","recolor_to_new_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9894","2","single_source","orijinal","orijinal_dogu","135,87,49","Goryeo_Bukgye_Taeju","","9894","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9895","2","single_source","modlu","modlu_kalan","9,79,175","Atskuri","9895","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9895","2","single_source","orijinal","orijinal_dogu","177,90,177","Goryeo_Bukgye_Sukju","","9895","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9896","2","single_source","modlu","modlu_kalan","51,81,49","Tori","9896","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9896","2","single_source","orijinal","orijinal_dogu","135,57,44","Goryeo_Bukgye_Wiju","","9896","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9897","2","single_source","modlu","modlu_kalan","93,85,176","Tsikhegoji","9897","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9897","2","single_source","orijinal","orijinal_dogu","93,99,51","Goryeo_Bukgye_Samhwa","","9897","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9898","2","single_source","modlu","modlu_kalan","16,112,144","Keselo","9898","","rgb_conflict","recolor_to_new_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9898","2","single_source","orijinal","orijinal_dogu","135,102,179","Goryeo_Bukgye_Yonggang","","9898","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9899","2","single_source","modlu","modlu_kalan","177,91,177","Sioni","9899","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9899","2","single_source","orijinal","orijinal_dogu","9,108,180","Goryeo_Bukgye_Seogyeong","","9899","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9900","2","single_source","modlu","modlu_kalan","9,93,51","DavitGar","9900","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9900","2","single_source","orijinal","orijinal_dogu","51,96,178","Goryeo_Bukgye_Tonghae","","9900","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9901","2","single_source","modlu","modlu_kalan","51,97,178","Bodbe","9901","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9901","2","single_source","orijinal","orijinal_dogu","51,111,53","Goryeo_Bukgye_Jaju","","9901","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9902","2","single_source","modlu","modlu_kalan","16,112,176","Kaghankatuyk","9902","","rgb_conflict","recolor_to_new_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9902","2","single_source","orijinal","orijinal_dogu","93,114,181","Goryeo_Bukgye_Seongju","","9902","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9903","2","single_source","modlu","modlu_kalan","135,103,179","Sabaran","9903","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9903","2","single_source","orijinal","orijinal_dogu","135,117,54","Goryeo_Bukgye_Yangam","","9903","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9904","2","single_source","modlu","modlu_kalan","177,105,53","Shikhlar","9904","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9904","2","single_source","orijinal","orijinal_dogu","9,93,50","Goryeo_Bukgye_Isan","","9904","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9905","2","single_source","modlu","modlu_kalan","9,109,180","Khachen","9905","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9905","2","single_source","orijinal","orijinal_dogu","177,120,182","Goryeo_Gaeseong_Tosan","","9905","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9906","2","single_source","modlu","modlu_kalan","16,112,208","Vararakn","9906","","rgb_conflict","recolor_to_new_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9906","2","single_source","orijinal","orijinal_dogu","51,126,183","Goryeo_Gaeseong_Jeongju","","9906","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9907","2","single_source","modlu","modlu_kalan","93,115,181","Amaras","9907","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9907","2","single_source","orijinal","orijinal_dogu","93,129,56","Goryeo_Gaeseong_Chuiljeon","","9907","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9908","2","single_source","modlu","modlu_kalan","135,117,55","Baghaberd","9908","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9908","2","single_source","orijinal","orijinal_dogu","16,144,16","Goryeo_Seohae_Tosan","","9908","rgb_conflict","recolor_to_new_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9909","2","single_source","modlu","modlu_kalan","177,121,182","Vanevan","9909","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9909","2","single_source","orijinal","orijinal_dogu","9,138,185","Goryeo_Seohae_Suan","","9909","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9910","2","single_source","modlu","modlu_kalan","9,123,55","Hrasekaberd","9910","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9910","2","single_source","orijinal","orijinal_dogu","51,156,188","Goryeo_Seohae_Sineun","","9910","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9911","2","single_source","modlu","modlu_kalan","51,127,183","Jermuk","9911","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9911","2","single_source","orijinal","orijinal_dogu","51,141,58","Goryeo_Seohae_Gokju","","9911","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9912","2","single_source","modlu","modlu_kalan","16,112,240","TatevMon","9912","","rgb_conflict","recolor_to_new_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9912","2","single_source","orijinal","orijinal_dogu","93,144,186","Goryeo_Seohae_Hwangju","","9912","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9913","2","single_source","modlu","modlu_kalan","135,132,184","Artashat","9913","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9913","2","single_source","orijinal","orijinal_dogu","135,147,59","Goryeo_Seohae_Anak","","9913","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9914","2","single_source","modlu","modlu_kalan","177,135,57","Mahkanaberd","9914","","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9914","2","single_source","orijinal","orijinal_dogu","177,150,187","Goryeo_Seohae_Bongju","","9914","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9915","2","single_source","modlu","modlu_kalan","16,144,48","Haghpat","9915","","rgb_conflict","recolor_to_new_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9915","2","single_source","orijinal","orijinal_dogu","9,153,60","Goryeo_Seohae_Dongju","","9915","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9916","2","single_source","modlu","modlu_kalan","51,141,59","Geghard","9916","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9916","2","single_source","orijinal","orijinal_dogu","135,162,189","Goryeo_Seohae_Pungju","","9916","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
