"final_new_id","placeholder_rgb","x","y","overwritten_rgb","overwritten_final_new_id","overwritten_name","overwritten_row_type","overwritten_source_origin"
"13510","208,176,176","9211","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13511","208,176,208","9210","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13512","208,176,240","9209","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13513","208,208,16","9208","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13514","208,208,48","9207","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13515","208,208,80","9206","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13516","208,208,112","9205","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13517","208,208,144","9204","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13518","208,208,176","9203","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13519","208,208,208","9202","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13520","208,208,240","9201","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13521","208,240,16","9200","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13522","208,240,48","9199","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13523","208,240,80","9198","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13524","208,240,112","9197","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13525","208,240,144","9196","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13526","208,240,176","9195","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13527","208,240,208","9194","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13528","208,240,240","9193","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13529","240,16,16","9192","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13530","240,16,48","9191","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13531","240,16,80","9190","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13532","240,16,112","9189","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13533","240,16,144","9188","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13534","240,16,176","9187","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13535","240,16,208","9186","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13536","240,16,240","9185","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13537","240,48,16","9184","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13538","240,48,48","9183","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13539","240,48,80","9182","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13540","240,48,112","9181","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13541","240,48,144","9180","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13542","240,48,176","9179","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13543","240,48,208","9178","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13544","240,48,240","9215","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13545","240,80,16","9214","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13546","240,80,48","9213","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13547","240,80,80","9212","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13548","240,80,112","9211","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13549","240,80,144","9210","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13550","240,80,176","9209","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13551","240,80,208","9208","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13552","240,80,240","9207","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13553","240,112,16","9206","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13554","240,112,48","9205","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13555","240,112,80","9204","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13556","240,112,112","9203","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13557","240,112,144","9202","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13558","240,112,176","9201","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13559","240,112,208","9200","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13560","240,112,240","9199","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13561","240,144,16","9198","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13562","240,144,48","9197","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13563","240,144,80","9196","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13564","240,144,112","9195","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13565","240,144,144","9194","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13566","240,144,176","9193","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13567","240,144,208","9192","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13568","240,144,240","9191","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13569","240,176,16","9190","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13570","240,176,48","9189","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13571","240,176,80","9188","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13572","240,176,112","9187","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13573","240,176,144","9186","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13574","240,176,176","9185","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13575","240,176,208","9184","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13576","240,176,240","9183","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13577","240,208,16","9182","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13578","240,208,48","9181","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13579","240,208,80","9180","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13580","240,208,112","9179","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13581","240,208,144","9178","4598","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13582","240,208,176","9215","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13583","240,208,208","9214","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13584","240,208,240","9213","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13585","240,240,16","9212","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13586","240,240,48","9211","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13587","240,240,80","9210","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13588","240,240,112","9209","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13589","240,240,144","9208","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13590","240,240,176","9207","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13591","240,240,208","9206","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13592","240,240,240","9205","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13593","1,1,1","9204","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13594","1,1,2","9203","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13595","1,1,3","9202","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13596","1,1,4","9201","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13597","1,1,5","9200","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13598","1,1,6","9199","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13599","1,1,7","9198","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13600","1,1,8","9197","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13601","1,1,9","9196","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13602","1,1,10","9195","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13603","1,1,11","9194","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13604","1,1,12","9193","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13605","1,1,13","9192","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13606","1,1,14","9191","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13607","1,1,15","9190","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13608","1,1,16","9189","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13609","1,1,17","9188","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13610","1,1,18","9187","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13611","1,1,19","9186","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13612","1,1,20","9185","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13613","1,1,21","9184","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13614","1,1,22","9183","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13615","1,1,23","9182","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13616","1,1,24","9181","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13617","1,1,25","9180","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13618","1,1,26","9179","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13619","1,1,27","9178","4597","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13620","1,1,28","9215","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13621","1,1,29","9214","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13622","1,1,30","9213","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13623","1,1,31","9212","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13624","1,1,32","9211","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13625","1,1,33","9210","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13626","1,1,34","9209","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13627","1,1,35","9208","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13628","1,1,36","9207","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13629","1,1,37","9206","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13630","1,1,38","9205","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13631","1,1,39","9204","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13632","1,1,40","9203","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13633","1,1,41","9202","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13634","1,1,42","9201","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13635","1,1,43","9200","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13636","1,1,44","9199","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13637","1,1,45","9198","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13638","1,1,46","9197","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13639","1,1,47","9196","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13640","1,1,48","9195","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13641","1,1,49","9194","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13642","1,1,50","9193","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13643","1,1,51","9192","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13644","1,1,52","9191","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13645","1,1,53","9190","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13646","1,1,54","9189","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13647","1,1,55","9188","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13648","1,1,56","9187","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13649","1,1,57","9186","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13650","1,1,58","9185","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13651","1,1,59","9184","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13652","1,1,60","9183","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13653","1,1,61","9182","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13654","1,1,62","9181","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13655","1,1,63","9180","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13656","1,1,64","9179","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13657","1,1,65","9178","4596","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13658","1,1,66","9215","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13659","1,1,67","9214","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13660","1,1,68","9213","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13661","1,1,69","9212","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13662","1,1,70","9211","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13663","1,1,71","9210","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13664","1,1,72","9209","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13665","1,1,73","9208","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13666","1,1,74","9207","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13667","1,1,75","9206","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13668","1,1,76","9205","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13669","1,1,77","9204","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13670","1,1,78","9203","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13671","1,1,79","9202","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13672","1,1,80","9201","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13673","1,1,81","9200","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13674","1,1,82","9199","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13675","1,1,83","9198","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13676","1,1,84","9197","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13677","1,1,85","9196","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13678","1,1,86","9195","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13679","1,1,87","9194","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13680","1,1,88","9193","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13681","1,1,89","9192","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13682","1,1,90","9191","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13683","1,1,91","9190","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13684","1,1,92","9189","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13685","1,1,93","9188","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13686","1,1,94","9187","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13687","1,1,95","9186","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13688","1,1,96","9185","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13689","1,1,97","9184","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13690","1,1,98","9183","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13691","1,1,99","9182","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13692","1,1,100","9181","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13693","1,1,101","9180","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13694","1,1,102","9179","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13695","1,1,103","9178","4595","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13696","1,1,104","9215","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13697","1,1,105","9214","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13698","1,1,106","9213","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13699","1,1,107","9212","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13700","1,1,108","9211","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13701","1,1,109","9210","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13702","1,1,110","9209","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13703","1,1,111","9208","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13704","1,1,112","9207","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13705","1,1,113","9206","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13706","1,1,114","9205","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13707","1,1,115","9204","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13708","1,1,116","9203","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13709","1,1,117","9202","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13710","1,1,118","9201","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13711","1,1,119","9200","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13712","1,1,120","9199","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13713","1,1,121","9198","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13714","1,1,122","9197","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13715","1,1,123","9196","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13716","1,1,124","9195","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13717","1,1,125","9194","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13718","1,1,126","9193","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13719","1,1,127","9192","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13720","1,1,128","9191","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13721","1,1,129","9190","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13722","1,1,130","9189","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13723","1,1,131","9188","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13724","1,1,132","9187","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13725","1,1,133","9186","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13726","1,1,134","9185","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13727","1,1,135","9184","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13728","1,1,136","9183","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13729","1,1,137","9182","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13730","1,1,138","9181","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13731","1,1,139","9180","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13732","1,1,140","9179","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13733","1,1,141","9178","4594","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13734","1,1,142","9215","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13735","1,1,143","9214","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13736","1,1,144","9213","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13737","1,1,145","9212","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13738","1,1,146","9211","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13739","1,1,147","9210","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13740","1,1,148","9209","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13741","1,1,149","9208","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13742","1,1,150","9207","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13743","1,1,151","9206","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13744","1,1,152","9205","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13745","1,1,153","9204","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13746","1,1,154","9203","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13747","1,1,155","9202","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13748","1,1,156","9201","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13749","1,1,157","9200","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13750","1,1,158","9199","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13751","1,1,159","9198","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13752","1,1,160","9197","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13753","1,1,161","9196","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13754","1,1,162","9195","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13755","1,1,163","9194","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13756","1,1,164","9193","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13757","1,1,165","9192","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13758","1,1,166","9191","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13759","1,1,167","9190","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13760","1,1,168","9189","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13761","1,1,169","9188","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13762","1,1,170","9187","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13763","1,1,171","9186","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13764","1,1,172","9185","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13765","1,1,173","9184","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13766","1,1,174","9183","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13767","1,1,175","9182","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13768","1,1,176","9181","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13769","1,1,177","9180","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13770","1,1,178","9179","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13771","1,1,179","9178","4593","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13772","1,1,180","9215","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13773","1,1,181","9214","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13774","1,1,182","9213","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13775","1,1,183","9212","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13776","1,1,184","9211","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13777","1,1,185","9210","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13778","1,1,186","9209","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13779","1,1,187","9208","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13780","1,1,188","9207","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13781","1,1,189","9206","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13782","1,1,190","9205","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13783","1,1,191","9204","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13784","1,1,192","9203","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13785","1,1,193","9202","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13786","1,1,194","9201","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13787","1,1,195","9200","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13788","1,1,196","9199","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13789","1,1,197","9198","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13790","1,1,198","9197","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13791","1,1,199","9196","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13792","1,1,200","9195","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13793","1,1,201","9194","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13794","1,1,202","9193","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13795","1,1,203","9192","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13796","1,1,204","9191","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13797","1,1,205","9190","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13798","1,1,206","9189","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13799","1,1,207","9188","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13800","1,1,208","9187","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13801","1,1,209","9186","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13802","1,1,210","9185","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13803","1,1,211","9184","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13804","1,1,212","9183","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13805","1,1,213","9182","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13806","1,1,214","9181","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13807","1,1,215","9180","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13808","1,1,216","9179","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13809","1,1,217","9178","4592","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13810","1,1,218","9215","4591","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13811","1,1,219","9214","4591","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13812","1,1,220","9213","4591","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13813","1,1,221","9212","4591","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13814","1,1,222","9211","4591","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13815","1,1,223","9210","4591","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13816","1,1,224","9209","4591","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13817","1,1,225","9208","4591","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13818","1,1,226","9207","4591","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
