"candidate_type","source_origin","preferred_source_subset","current_id","effective_rgb","effective_name","modlu_source_id","modlu_source_rgb","modlu_source_name","orijinal_source_id","orijinal_source_rgb","orijinal_source_name","primary_status","rgb_resolution_status","source_id_conflict_status","final_new_id","final_id_status","notes"
"single_source","modlu","modlu_kalan","592","84,72,96","Saratov","592","84,72,96","Saratov","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","593","126,75,224","Khopyor","593","126,75,224","Khopyor","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","594","168,78,97","Kazarki","594","168,78,97","Kazarki","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","595","0,81,225","Sarysyn","595","0,81,225","Sarysyn","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","596","42,84,98","Tana","596","42,84,98","Tana","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","597","84,87,226","Azov","597","84,87,226","Azov","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","598","126,90,99","Tmutarakan","598","126,90,99","Tmutarakan","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","599","168,93,227","Yaseni","599","168,93,227","Yaseni","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","600","0,96,0","Nicopsia","600","0,96,0","Nicopsia","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","601","42,99,128","Kutaisi","601","42,99,128","Kutaisi","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","602","84,102,1","Tasqala","602","84,102,1","Tasqala","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","603","126,105,129","Cabarda","603","126,105,129","Cabarda","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","604","168,108,2","Khazaran","604","168,108,2","Khazaran","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","605","0,111,130","Beksima","605","0,111,130","Beksima","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","606","42,114,3","Petigoria","606","42,114,3","Petigoria","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","607","84,117,131","Sarkel","607","84,117,131","Sarkel","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","608","126,120,4","Ukek","608","126,120,4","Ukek","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","609","168,123,132","Samar","609","168,123,132","Samar","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","610","0,126,5","Bolghar","610","0,126,5","Bolghar","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","611","42,129,133","Kazan","611","42,129,133","Kazan","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","612","84,132,6","Kai","612","84,132,6","Kai","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","613","126,135,134","Bilyar","613","126,135,134","Bilyar","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","614","168,138,7","Ashli","614","168,138,7","Ashli","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","615","0,141,135","Ufa","615","0,141,135","Ufa","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","616","42,144,8","Pecheneg","616","42,144,8","Pecheneg","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","617","84,147,136","Uzens","617","84,147,136","Uzens","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","618","126,150,9","Atyrau","618","126,150,9","Atyrau","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","619","168,153,137","Saray","619","168,153,137","Saray","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","620","0,156,10","Itil","620","0,156,10","Itil","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","621","42,159,138","Akkityk","621","42,159,138","Akkityk","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","623","126,165,139","Kassarma","623","126,165,139","Kassarma","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","624","168,168,12","Aktau","624","168,168,12","Aktau","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","625","0,171,140","Bailjar","625","0,171,140","Bailjar","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","626","42,174,13","river_daugava","626","42,174,13","river_daugava","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","627","84,177,141","Kyzyl-Su","627","84,177,141","Kyzyl-Su","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","628","126,180,14","river_thames","628","126,180,14","river_thames","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","629","168,183,142","river_thames","629","168,183,142","river_thames","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","630","0,186,15","river_thames","630","0,186,15","river_thames","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","632","84,192,16","sea_gulf_riga","632","84,192,16","sea_gulf_riga","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","633","126,195,144","sea_gulf_bothnia","633","126,195,144","sea_gulf_bothnia","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","634","168,198,17","sea_finnish_archipelago","634","168,198,17","sea_finnish_archipelago","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","635","0,201,145","sea_baltic","635","0,201,145","sea_baltic","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","636","42,204,18","sea_coast_of_oland","636","42,204,18","sea_coast_of_oland","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","637","84,207,146","sea_coast_of_oland","637","84,207,146","sea_coast_of_oland","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","638","126,210,19","sea_coast_of_lithuania","638","126,210,19","sea_coast_of_lithuania","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","639","168,0,147","sea_baltic","639","168,0,147","sea_baltic","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","640","0,3,20","sea_baltic","640","0,3,20","sea_baltic","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","641","42,6,148","sea_gulf_gdansk","641","42,6,148","sea_gulf_gdansk","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","642","84,9,21","HUNGARIAN-MORAVIAN MOUNTAINS","642","84,9,21","HUNGARIAN-MORAVIAN MOUNTAINS","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","643","126,12,149","sea_the_sound","643","126,12,149","sea_the_sound","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","644","168,15,22","sea_sydfynskeohav","644","168,15,22","sea_sydfynskeohav","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","645","0,18,150","sea_skagerrak","645","0,18,150","sea_skagerrak","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","646","42,21,23","sea_gulf_finland","646","42,21,23","sea_gulf_finland","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","647","84,24,151","sea_white_sea","647","84,24,151","sea_white_sea","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","648","126,27,24","sea_white_sea","648","126,27,24","sea_white_sea","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","649","168,30,152","sea_white_sea","649","168,30,152","sea_white_sea","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","650","0,33,25","FINNISH IMPASSABLE 2","650","0,33,25","FINNISH IMPASSABLE 2","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","651","42,36,153","FINNISH IMPASSABLE 3","651","42,36,153","FINNISH IMPASSABLE 3","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","652","84,39,26","FINNISH IMPASSABLE 4","652","84,39,26","FINNISH IMPASSABLE 4","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","653","126,42,154","NORWEGIAN IMPASSABLE 2","653","126,42,154","NORWEGIAN IMPASSABLE 2","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","654","168,45,27","NORWEGIAN IMPASSABLE 3","654","168,45,27","NORWEGIAN IMPASSABLE 3","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","655","0,48,155","NORWEGIAN IMPASSABLE 4","655","0,48,155","NORWEGIAN IMPASSABLE 4","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","656","42,51,28","NORWEGIAN IMPASSABLE 5","656","42,51,28","NORWEGIAN IMPASSABLE 5","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","657","84,54,156","NORWEGIAN IMPASSABLE 6","657","84,54,156","NORWEGIAN IMPASSABLE 6","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","658","126,57,29","NORWEGIAN IMPASSABLE 7","658","126,57,29","NORWEGIAN IMPASSABLE 7","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","659","168,60,157","IBERIAN IMPASSABLE TERRAIN 8","659","168,60,157","IBERIAN IMPASSABLE TERRAIN 8","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","660","0,63,30","Coast of Siberia","660","0,63,30","Coast of Siberia","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","661","42,66,158","sea_northern_atlantic","661","42,66,158","sea_northern_atlantic","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","662","84,69,31","sea_coast_norway","662","84,69,31","sea_coast_norway","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","663","126,72,159","sea_coast_norway","663","126,72,159","sea_coast_norway","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","664","168,75,32","sea_coast_norway","664","168,75,32","sea_coast_norway","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","665","0,78,160","sea_coast_norway","665","0,78,160","sea_coast_norway","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","666","42,81,33","sea_coast_norway","666","42,81,33","sea_coast_norway","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","667","84,84,161","sea_coast_denmark","667","84,84,161","sea_coast_denmark","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","668","126,87,34","Shirvan","668","126,87,34","Shirvan","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","669","168,90,162","Shemakha","669","168,90,162","Shemakha","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","670","0,93,35","Gandzasar","670","0,93,35","Gandzasar","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","671","42,96,163","Kapan","671","42,96,163","Kapan","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","672","84,99,36","Dvin","672","84,99,36","Dvin","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","673","126,102,164","Nukhpata","673","126,102,164","Nukhpata","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","674","168,105,37","Derbent","674","168,105,37","Derbent","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","675","0,108,165","Kumukh","675","0,108,165","Kumukh","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","676","42,111,38","Telavi","676","42,111,38","Telavi","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","677","84,114,166","Batumi","677","84,114,166","Batumi","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","678","126,117,39","Trebizond","678","126,117,39","Trebizond","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","679","168,120,167","Gori","679","168,120,167","Gori","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","680","0,123,40","Oltisi","680","0,123,40","Oltisi","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","681","42,126,168","Ani","681","42,126,168","Ani","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","682","84,129,41","Van","682","84,129,41","Van","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","683","126,132,169","sea_limfjord","683","126,132,169","sea_limfjord","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","684","168,135,42","sea_zuiderzee","684","168,135,42","sea_zuiderzee","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","685","0,138,170","sea_zeeland","685","0,138,170","sea_zeeland","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","686","42,141,43","sea_thames_estuary","686","42,141,43","sea_thames_estuary","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","687","84,144,171","sea_coast_suffolk","687","84,144,171","sea_coast_suffolk","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","688","126,147,44","sea_the_wash","688","126,147,44","sea_the_wash","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","689","168,150,172","river_humber","689","168,150,172","river_humber","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","690","0,153,45","sea_east_english_coast","690","0,153,45","sea_east_english_coast","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","691","42,156,173","sea_north_sea","691","42,156,173","sea_north_sea","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","692","84,159,46","sea_firth_of_forth","692","84,159,46","sea_firth_of_forth","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","693","126,162,174","sea_orkney","693","126,162,174","sea_orkney","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","694","168,165,47","sea_north_sea","694","168,165,47","sea_north_sea","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","695","0,168,175","sea_atlantic","695","0,168,175","sea_atlantic","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","696","42,171,48","sea_hebrides","696","42,171,48","sea_hebrides","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","697","84,174,176","sea_atlantic","697","84,174,176","sea_atlantic","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","698","126,177,49","sea_the_minch","698","126,177,49","sea_the_minch","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","699","168,180,177","sea_firth_of_clyde","699","168,180,177","sea_firth_of_clyde","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","700","0,183,50","sea_hebrides","700","0,183,50","sea_hebrides","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","701","42,186,178","Manzikert","701","42,186,178","Manzikert","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","702","84,189,51","Tzimisca","702","84,189,51","Tzimisca","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","703","126,192,179","Martyropolis","703","126,192,179","Martyropolis","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","704","168,195,52","Theodosiopolis","704","168,195,52","Theodosiopolis","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","705","0,198,180","Cerasus","705","0,198,180","Cerasus","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","706","42,201,53","Colonea","706","42,201,53","Colonea","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","707","84,204,181","Melitene","707","84,204,181","Melitene","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","708","126,207,54","sea_irish","708","126,207,54","sea_irish","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","709","168,210,182","sea_irish","709","168,210,182","sea_irish","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","710","0,0,55","sea_irish","710","0,0,55","sea_irish","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","711","42,3,183","sea_celtic","711","42,3,183","sea_celtic","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","712","84,6,56","sea_bristol_channel","712","84,6,56","sea_bristol_channel","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","713","126,9,184","sea_irish","713","126,9,184","sea_irish","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","714","168,12,57","sea_coast_of_ailech","714","168,12,57","sea_coast_of_ailech","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","715","0,15,185","sea_galway_bay","715","0,15,185","sea_galway_bay","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","716","42,18,58","HUNGARIAN-MORAVIAN MOUNTAINS","716","42,18,58","HUNGARIAN-MORAVIAN MOUNTAINS","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","717","84,21,186","HUNGARIAN-MORAVIAN MOUNTAINS","717","84,21,186","HUNGARIAN-MORAVIAN MOUNTAINS","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","718","126,24,59","HUNGARIAN-MORAVIAN MOUNTAINS","718","126,24,59","HUNGARIAN-MORAVIAN MOUNTAINS","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","719","168,27,187","CARPATHIANS","719","168,27,187","CARPATHIANS","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","720","0,30,60","CARPATHIANS","720","0,30,60","CARPATHIANS","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","721","42,33,188","CARPATHIANS","721","42,33,188","CARPATHIANS","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","722","84,36,61","sea_dingle_bay","722","84,36,61","sea_dingle_bay","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","723","126,39,189","sea_courtmacsherry_bay","723","126,39,189","sea_courtmacsherry_bay","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","724","168,42,62","sea_celtic","724","168,42,62","sea_celtic","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","725","0,45,190","sea_english_channel","725","0,45,190","sea_english_channel","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","726","42,48,63","ÃŽles de la Manche","726","42,48,63","ÃŽles de la Manche","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","727","84,51,191","sea_english_channel","727","84,51,191","sea_english_channel","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","728","126,54,64","ÃŽles de la Manche","728","126,54,64","ÃŽles de la Manche","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","729","168,57,192","sea_english_channel","729","168,57,192","sea_english_channel","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","730","0,60,65","Eastern Sahara","730","0,60,65","Eastern Sahara","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","731","42,63,193","Central Africa","731","42,63,193","Central Africa","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","732","84,66,66","CARPATHIANS","732","84,66,66","CARPATHIANS","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","733","126,69,194","CARPATHIANS","733","126,69,194","CARPATHIANS","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","734","168,72,67","","734","168,72,67","","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate","Name is empty."
"single_source","modlu","modlu_kalan","735","0,75,195","Ablastha","735","0,75,195","Ablastha","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","736","42,78,68","Lykandos","736","42,78,68","Lykandos","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","737","84,81,196","Kaisereia","737","84,81,196","Kaisereia","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","738","126,84,69","Amisos","738","126,84,69","Amisos","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","739","168,87,197","Sinope","739","168,87,197","Sinope","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","740","0,90,70","Herakleia","740","0,90,70","Herakleia","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","741","42,93,198","Nikomedia","741","42,93,198","Nikomedia","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","742","84,96,71","Prusa","742","84,96,71","Prusa","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","743","126,99,199","Kyzikos","743","126,99,199","Kyzikos","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","744","168,102,72","Abydos","744","168,102,72","Abydos","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","745","0,105,200","Smyrna","745","0,105,200","Smyrna","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","746","42,108,73","Ephesos","746","42,108,73","Ephesos","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","747","84,111,201","Halikarnassos","747","84,111,201","Halikarnassos","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","748","126,114,74","Laodikeia","748","126,114,74","Laodikeia","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","749","168,117,202","Dorylaion","749","168,117,202","Dorylaion","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","750","0,120,75","Nikaea","750","0,120,75","Nikaea","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","751","42,123,203","Paphlagonia","751","42,123,203","Paphlagonia","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","752","84,126,76","Galatia","752","84,126,76","Galatia","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
