"final_new_id","final_name","final_rgb","preferred_source_subset","source_origin","source_old_id","source_old_name","source_file_labels","source_binding_count","source_root_title","source_kingdom","source_duchy","source_county","source_barony","source_title_path","cluster_root","cluster_subtree","live_binding_defined","live_binding_count","live_root_title_present","live_kingdom_present","live_duchy_present","live_county_present","status"
"9292","Xamqu","93,186,46","modlu_kalan","modlu","9292","Xamqu","00_landed_titles.txt","1","e_tibet","k_kham","d_qamdo","c_sog","b_xamqu","e_tibet > k_kham > d_qamdo > c_sog > b_xamqu","e_tibet","d_qamdo","False","0","True","True","True","True","ok"
"9293","Biru","135,189,174","modlu_kalan","modlu","9293","Biru","00_landed_titles.txt","1","e_tibet","k_kham","d_qamdo","c_sog","b_biru","e_tibet > k_kham > d_qamdo > c_sog > b_biru","e_tibet","d_qamdo","False","0","True","True","True","True","ok"
"9294","Sog","177,192,47","modlu_kalan","modlu","9294","Sog","00_landed_titles.txt","1","e_tibet","k_kham","d_qamdo","c_sog","b_sog","e_tibet > k_kham > d_qamdo > c_sog > b_sog","e_tibet","d_qamdo","False","0","True","True","True","True","ok"
"9296","Arxog","51,198,48","modlu_kalan","modlu","9296","Arxog","00_landed_titles.txt","1","e_tibet","k_kham","d_qamdo","c_baqen","b_arxog","e_tibet > k_kham > d_qamdo > c_baqen > b_arxog","e_tibet","d_qamdo","False","0","True","True","True","True","ok"
"9297","Baqen","93,201,176","modlu_kalan","modlu","9297","Baqen","00_landed_titles.txt","1","e_tibet","k_kham","d_qamdo","c_baqen","b_baqen","e_tibet > k_kham > d_qamdo > c_baqen > b_baqen","e_tibet","d_qamdo","False","0","True","True","True","True","ok"
"9298","Lhaxi","135,204,49","modlu_kalan","modlu","9298","Lhaxi","00_landed_titles.txt","1","e_tibet","k_kham","d_qamdo","c_baqen","b_lhaxi","e_tibet > k_kham > d_qamdo > c_baqen > b_lhaxi","e_tibet","d_qamdo","False","0","True","True","True","True","ok"
"9299","Dengqen","177,207,177","modlu_kalan","modlu","9299","Dengqen","00_landed_titles.txt","1","e_tibet","k_kham","d_qamdo","c_dengqen","b_dengqen","e_tibet > k_kham > d_qamdo > c_dengqen > b_dengqen","e_tibet","d_qamdo","False","0","True","True","True","True","ok"
"9300","Riwoqe","9,210,50","modlu_kalan","modlu","9300","Riwoqe","00_landed_titles.txt","1","e_tibet","k_kham","d_qamdo","c_qamdo","b_riwoqe","e_tibet > k_kham > d_qamdo > c_qamdo > b_riwoqe","e_tibet","d_qamdo","False","0","True","True","True","True","ok"
"9302","Qamdo","93,3,51","modlu_kalan","modlu","9302","Qamdo","00_landed_titles.txt","1","e_tibet","k_kham","d_qamdo","c_qamdo","b_qamdo","e_tibet > k_kham > d_qamdo > c_qamdo > b_qamdo","e_tibet","d_qamdo","False","0","True","True","True","True","ok"
"9303","Lhatok","135,6,179","modlu_kalan","modlu","9303","Lhatok","00_landed_titles.txt","1","e_tibet","k_kham","d_lhatok","c_lhatok","b_lhatok","e_tibet > k_kham > d_lhatok > c_lhatok > b_lhatok","e_tibet","d_lhatok","False","0","True","True","True","True","ok"
"9304","Nangqen","177,9,52","modlu_kalan","modlu","9304","Nangqen","00_landed_titles.txt","1","e_tibet","k_kham","d_nangqen","c_nangqen","b_nangqen","e_tibet > k_kham > d_nangqen > c_nangqen > b_nangqen","e_tibet","d_nangqen","False","0","True","True","True","True","ok"
"9305","Nyangla","9,12,180","modlu_kalan","modlu","9305","Nyangla","00_landed_titles.txt","1","e_tibet","k_kham","d_nangqen","c_nangqen","b_nyangla","e_tibet > k_kham > d_nangqen > c_nangqen > b_nyangla","e_tibet","d_nangqen","False","0","True","True","True","True","ok"
"9306","Gyegumdo","51,15,53","modlu_kalan","modlu","9306","Gyegumdo","00_landed_titles.txt","1","e_tibet","k_kham","d_nangqen","c_gyegumdo","b_gyegumdo","e_tibet > k_kham > d_nangqen > c_gyegumdo > b_gyegumdo","e_tibet","d_nangqen","False","0","True","True","True","True","ok"
"9307","Longbaoco","93,18,181","modlu_kalan","modlu","9307","Longbaoco","00_landed_titles.txt","1","e_tibet","k_kham","d_nangqen","c_gyegumdo","b_longbaoco","e_tibet > k_kham > d_nangqen > c_gyegumdo > b_longbaoco","e_tibet","d_nangqen","False","0","True","True","True","True","ok"
"9308","Jomda","135,21,54","modlu_kalan","modlu","9308","Jomda","00_landed_titles.txt","1","e_tibet","k_kham","d_lhatok","c_lhatok","b_jomda","e_tibet > k_kham > d_lhatok > c_lhatok > b_jomda","e_tibet","d_lhatok","False","0","True","True","True","True","ok"
"9309","Derdoin","177,24,182","modlu_kalan","modlu","9309","Derdoin","00_landed_titles.txt","1","e_tibet","k_kham","d_lhatok","c_lhatok","b_derdoin","e_tibet > k_kham > d_lhatok > c_lhatok > b_derdoin","e_tibet","d_lhatok","False","0","True","True","True","True","ok"
"9310","Bolo","9,27,55","modlu_kalan","modlu","9310","Bolo","00_landed_titles.txt","1","e_tibet","k_kham","d_lhatok","c_gonjo","b_bolo","e_tibet > k_kham > d_lhatok > c_gonjo > b_bolo","e_tibet","d_lhatok","False","0","True","True","True","True","ok"
"9311","Bumgye","51,30,183","modlu_kalan","modlu","9311","Bumgye","00_landed_titles.txt","1","e_tibet","k_kham","d_lhatok","c_gonjo","b_bumgye","e_tibet > k_kham > d_lhatok > c_gonjo > b_bumgye","e_tibet","d_lhatok","False","0","True","True","True","True","ok"
"9312","Yendum","93,33,56","modlu_kalan","modlu","9312","Yendum","00_landed_titles.txt","1","e_tibet","k_kham","d_lhatok","c_zhagyab","b_yendum","e_tibet > k_kham > d_lhatok > c_zhagyab > b_yendum","e_tibet","d_lhatok","False","0","True","True","True","True","ok"
"9313","Rongzhub","135,36,184","modlu_kalan","modlu","9313","Rongzhub","00_landed_titles.txt","1","e_tibet","k_kham","d_lhatok","c_zhagyab","b_rongzhub","e_tibet > k_kham > d_lhatok > c_zhagyab > b_rongzhub","e_tibet","d_lhatok","False","0","True","True","True","True","ok"
"9314","Markam","177,39,57","modlu_kalan","modlu","9314","Markam","00_landed_titles.txt","1","e_tibet","k_kham","d_batang","c_markam","b_markam","e_tibet > k_kham > d_batang > c_markam > b_markam","e_tibet","d_batang","False","0","True","True","True","True","ok"
"9323","Batang","135,66,189","modlu_kalan","modlu","9323","Batang","00_landed_titles.txt","1","e_tibet","k_kham","d_batang","c_batang","b_batang","e_tibet > k_kham > d_batang > c_batang > b_batang","e_tibet","d_batang","False","0","True","True","True","True","ok"
"9325","Litang","9,72,190","modlu_kalan","modlu","9325","Litang","00_landed_titles.txt","1","e_tibet","k_kham","d_litang","c_litang","b_litang","e_tibet > k_kham > d_litang > c_litang > b_litang","e_tibet","d_litang","False","0","True","True","True","True","ok"
"9326","Katok","51,75,63","modlu_kalan","modlu","9326","Katok","00_landed_titles.txt","1","e_tibet","k_kham","d_dege","c_pelyul","b_katok","e_tibet > k_kham > d_dege > c_pelyul > b_katok","e_tibet","d_dege","False","0","True","True","True","True","ok"
"9327","Nyagqu","93,78,191","modlu_kalan","modlu","9327","Nyagqu","00_landed_titles.txt","1","e_tibet","k_kham","d_litang","c_litang","b_nyagqu","e_tibet > k_kham > d_litang > c_litang > b_nyagqu","e_tibet","d_litang","False","0","True","True","True","True","ok"
"9335","Nyatsho","9,102,195","modlu_kalan","modlu","9335","Nyatsho","00_landed_titles.txt","1","e_tibet","k_gyalrong","d_chakla","c_dawu","b_nyatsho","e_tibet > k_gyalrong > d_chakla > c_dawu > b_nyatsho","e_tibet","d_chakla","False","0","True","True","True","True","ok"
"9336","Nyagrong","51,105,68","modlu_kalan","modlu","9336","Nyagrong","00_landed_titles.txt","1","e_tibet","k_kham","d_litang","c_nyagrong","b_nyagrong","e_tibet > k_kham > d_litang > c_nyagrong > b_nyagrong","e_tibet","d_litang","False","0","True","True","True","True","ok"
"9337","Draggo","93,108,196","modlu_kalan","modlu","9337","Draggo","00_landed_titles.txt","1","e_tibet","k_gyalrong","d_chakla","c_dawu","b_draggo","e_tibet > k_gyalrong > d_chakla > c_dawu > b_draggo","e_tibet","d_chakla","False","0","True","True","True","True","ok"
"9338","Niba","135,111,69","modlu_kalan","modlu","9338","Niba","00_landed_titles.txt","1","e_tibet","k_gyalrong","d_chakla","c_sertar","b_niba","e_tibet > k_gyalrong > d_chakla > c_sertar > b_niba","e_tibet","d_chakla","False","0","True","True","True","True","ok"
"9339","Jalhaxi","177,114,197","modlu_kalan","modlu","9339","Jalhaxi","00_landed_titles.txt","1","e_tibet","k_kham","d_litang","c_nyagrong","b_jalhaxi","e_tibet > k_kham > d_litang > c_nyagrong > b_jalhaxi","e_tibet","d_litang","False","0","True","True","True","True","ok"
"9340","Garze","9,117,70","modlu_kalan","modlu","9340","Garze","00_landed_titles.txt","1","e_tibet","k_kham","d_dege","c_garze","b_garze","e_tibet > k_kham > d_dege > c_garze > b_garze","e_tibet","d_dege","False","0","True","True","True","True","ok"
"9341","Larung","51,120,198","modlu_kalan","modlu","9341","Larung","00_landed_titles.txt","1","e_tibet","k_gyalrong","d_chakla","c_sertar","b_larung","e_tibet > k_gyalrong > d_chakla > c_sertar > b_larung","e_tibet","d_chakla","False","0","True","True","True","True","ok"
"9342","Sertar","93,123,71","modlu_kalan","modlu","9342","Sertar","00_landed_titles.txt","1","e_tibet","k_gyalrong","d_chakla","c_sertar","b_sertar","e_tibet > k_gyalrong > d_chakla > c_sertar > b_sertar","e_tibet","d_chakla","False","0","True","True","True","True","ok"
"9343","Dege","135,126,199","modlu_kalan","modlu","9343","Dege","00_landed_titles.txt","1","e_tibet","k_kham","d_dege","c_dege","b_dege","e_tibet > k_kham > d_dege > c_dege > b_dege","e_tibet","d_dege","False","0","True","True","True","True","ok"
"9344","Palpung","177,129,72","modlu_kalan","modlu","9344","Palpung","00_landed_titles.txt","1","e_tibet","k_kham","d_dege","c_dege","b_palpung","e_tibet > k_kham > d_dege > c_dege > b_palpung","e_tibet","d_dege","False","0","True","True","True","True","ok"
"9345","Dzogchen","9,132,200","modlu_kalan","modlu","9345","Dzogchen","00_landed_titles.txt","1","e_tibet","k_kham","d_dege","c_dege","b_dzogchen","e_tibet > k_kham > d_dege > c_dege > b_dzogchen","e_tibet","d_dege","False","0","True","True","True","True","ok"
"9346","Manigango","51,135,73","modlu_kalan","modlu","9346","Manigango","00_landed_titles.txt","1","e_tibet","k_kham","d_dege","c_pelyul","b_manigango","e_tibet > k_kham > d_dege > c_pelyul > b_manigango","e_tibet","d_dege","False","0","True","True","True","True","ok"
"9347","Axu","93,138,201","modlu_kalan","modlu","9347","Axu","00_landed_titles.txt","1","e_tibet","k_kham","d_dege","c_garze","b_axu","e_tibet > k_kham > d_dege > c_garze > b_axu","e_tibet","d_dege","False","0","True","True","True","True","ok"
"9348","Serxu","135,141,74","modlu_kalan","modlu","9348","Serxu","00_landed_titles.txt","1","e_tibet","k_kham","d_lingtsang","c_lingtsang","b_serxu","e_tibet > k_kham > d_lingtsang > c_lingtsang > b_serxu","e_tibet","d_lingtsang","False","0","True","True","True","True","ok"
"9349","Lingtsang","177,144,202","modlu_kalan","modlu","9349","Lingtsang","00_landed_titles.txt","1","e_tibet","k_kham","d_lingtsang","c_lingtsang","b_lingtsang","e_tibet > k_kham > d_lingtsang > c_lingtsang > b_lingtsang","e_tibet","d_lingtsang","False","0","True","True","True","True","ok"
"9350","Ariksar","9,147,75","modlu_kalan","modlu","9350","Ariksar","00_landed_titles.txt","1","e_tibet","k_kham","d_lingtsang","c_ariksar","b_ariksar","e_tibet > k_kham > d_lingtsang > c_ariksar > b_ariksar","e_tibet","d_lingtsang","False","0","True","True","True","True","ok"
"9351","Tromsa_Genma","51,150,203","modlu_kalan","modlu","9351","Tromsa_Genma","00_landed_titles.txt","1","e_tibet","k_kham","d_lingtsang","c_ariksar","b_tromsa_genma","e_tibet > k_kham > d_lingtsang > c_ariksar > b_tromsa_genma","e_tibet","d_lingtsang","False","0","True","True","True","True","ok"
"9352","Pelyul","93,153,76","modlu_kalan","modlu","9352","Pelyul","00_landed_titles.txt","1","e_tibet","k_kham","d_dege","c_pelyul","b_pelyul","e_tibet > k_kham > d_dege > c_pelyul > b_pelyul","e_tibet","d_dege","False","0","True","True","True","True","ok"
"9354","Nyainrong","177,159,77","modlu_kalan","modlu","9354","Nyainrong","00_landed_titles.txt","1","e_tibet","k_amdo","d_amdo","c_nyainrong","b_nyainrong","e_tibet > k_amdo > d_amdo > c_nyainrong > b_nyainrong","e_tibet","d_amdo","False","0","True","True","True","True","ok"
"9355","Amdo","9,162,205","modlu_kalan","modlu","9355","Amdo","00_landed_titles.txt","1","e_tibet","k_amdo","d_amdo","c_amdo","b_amdo","e_tibet > k_amdo > d_amdo > c_amdo > b_amdo","e_tibet","d_amdo","False","0","True","True","True","True","ok"
"9356","Gangnyi","51,165,78","modlu_kalan","modlu","9356","Gangnyi","00_landed_titles.txt","1","e_tibet","k_amdo","d_amdo","c_amdo","b_gangnyi","e_tibet > k_amdo > d_amdo > c_amdo > b_gangnyi","e_tibet","d_amdo","False","0","True","True","True","True","ok"
"9357","Sibnak_Chenchungo","93,168,206","modlu_kalan","modlu","9357","Sibnak_Chenchungo","00_landed_titles.txt","1","e_tibet","k_amdo","d_amdo","c_amdo","b_sibnak_chenchungo","e_tibet > k_amdo > d_amdo > c_amdo > b_sibnak_chenchungo","e_tibet","d_amdo","False","0","True","True","True","True","ok"
"9358","Marrong","135,171,79","modlu_kalan","modlu","9358","Marrong","00_landed_titles.txt","1","e_tibet","k_amdo","d_amdo","c_nyainrong","b_marrong","e_tibet > k_amdo > d_amdo > c_nyainrong > b_marrong","e_tibet","d_amdo","False","0","True","True","True","True","ok"
"9361","Quemoco","51,180,208","modlu_kalan","modlu","9361","Quemoco","00_landed_titles.txt","1","e_tibet","k_amdo","d_amdo","c_dangla","b_quemoco","e_tibet > k_amdo > d_amdo > c_dangla > b_quemoco","e_tibet","d_amdo","False","0","True","True","True","True","ok"
"9362","Marchu","93,183,81","modlu_kalan","modlu","9362","Marchu","00_landed_titles.txt","1","e_tibet","k_amdo","d_amdo","c_dangla","b_marchu","e_tibet > k_amdo > d_amdo > c_dangla > b_marchu","e_tibet","d_amdo","False","0","True","True","True","True","ok"
"9366","Dokecoring_Qangco","51,195,83","modlu_kalan","modlu","9366","Dokecoring_Qangco","00_landed_titles.txt","1","e_tibet","k_amdo","d_nagormo","c_garkung","b_dokecoring_qangco","e_tibet > k_amdo > d_nagormo > c_garkung > b_dokecoring_qangco","e_tibet","d_nagormo","False","0","True","True","True","True","ok"
"9368","Aqenganggyai","135,201,84","modlu_kalan","modlu","9368","Aqenganggyai","00_landed_titles.txt","1","e_tibet","k_amdo","d_amdo","c_aqenganggyai","b_aqenganggyai","e_tibet > k_amdo > d_amdo > c_aqenganggyai > b_aqenganggyai","e_tibet","d_amdo","False","0","True","True","True","True","ok"
"9369","Hohaseco","177,204,212","modlu_kalan","modlu","9369","Hohaseco","00_landed_titles.txt","1","e_tibet","k_amdo","d_nagormo","c_hohaseco","b_hohaseco","e_tibet > k_amdo > d_nagormo > c_hohaseco > b_hohaseco","e_tibet","d_nagormo","False","0","True","True","True","True","ok"
"9370","Dangla","9,207,85","modlu_kalan","modlu","9370","Dangla","00_landed_titles.txt","1","e_tibet","k_amdo","d_amdo","c_dangla","b_dangla","e_tibet > k_amdo > d_amdo > c_dangla > b_dangla","e_tibet","d_amdo","False","0","True","True","True","True","ok"
"9371","Nengyi","51,210,213","modlu_kalan","modlu","9371","Nengyi","00_landed_titles.txt","1","e_tibet","k_amdo","d_amdo","c_chumarho","b_nengyi","e_tibet > k_amdo > d_amdo > c_chumarho > b_nengyi","e_tibet","d_amdo","False","0","True","True","True","True","ok"
"9372","Drakbuk","93,0,86","modlu_kalan","modlu","9372","Drakbuk","00_landed_titles.txt","1","e_tibet","k_amdo","d_amdo","c_aqenganggyai","b_drakbuk","e_tibet > k_amdo > d_amdo > c_aqenganggyai > b_drakbuk","e_tibet","d_amdo","False","0","True","True","True","True","ok"
"9373","Chumarho","135,3,214","modlu_kalan","modlu","9373","Chumarho","00_landed_titles.txt","1","e_tibet","k_amdo","d_amdo","c_chumarho","b_chumarho","e_tibet > k_amdo > d_amdo > c_chumarho > b_chumarho","e_tibet","d_amdo","False","0","True","True","True","True","ok"
"9374","Toma","177,6,87","modlu_kalan","modlu","9374","Toma","00_landed_titles.txt","1","e_tibet","k_amdo","d_zadoi","c_trandam","b_toma","e_tibet > k_amdo > d_zadoi > c_trandam > b_toma","e_tibet","d_zadoi","False","0","True","True","True","True","ok"
"9375","Trandam","9,9,215","modlu_kalan","modlu","9375","Trandam","00_landed_titles.txt","1","e_tibet","k_amdo","d_zadoi","c_trandam","b_trandam","e_tibet > k_amdo > d_zadoi > c_trandam > b_trandam","e_tibet","d_zadoi","False","0","True","True","True","True","ok"
"9376","Damzhung","51,12,88","modlu_kalan","modlu","9376","Damzhung","00_landed_titles.txt","1","e_tibet","k_amdo","d_zadoi","c_trandam","b_damzhung","e_tibet > k_amdo > d_zadoi > c_trandam > b_damzhung","e_tibet","d_zadoi","False","0","True","True","True","True","ok"
"9377","Ato","93,15,216","modlu_kalan","modlu","9377","Ato","00_landed_titles.txt","1","e_tibet","k_amdo","d_zadoi","c_zadoi","b_ato","e_tibet > k_amdo > d_zadoi > c_zadoi > b_ato","e_tibet","d_zadoi","False","0","True","True","True","True","ok"
"9378","Qapugtang","135,18,89","modlu_kalan","modlu","9378","Qapugtang","00_landed_titles.txt","1","e_tibet","k_amdo","d_zadoi","c_zadoi","b_qapugtang","e_tibet > k_amdo > d_zadoi > c_zadoi > b_qapugtang","e_tibet","d_zadoi","False","0","True","True","True","True","ok"
"9379","Mukzhung","177,21,217","modlu_kalan","modlu","9379","Mukzhung","00_landed_titles.txt","1","e_tibet","k_amdo","d_zadoi","c_zadoi","b_mukzhung","e_tibet > k_amdo > d_zadoi > c_zadoi > b_mukzhung","e_tibet","d_zadoi","False","0","True","True","True","True","ok"
"9380","Zokya","9,24,90","modlu_kalan","modlu","9380","Zokya","00_landed_titles.txt","1","e_tibet","k_amdo","d_zadoi","c_zhidoi","b_zokya","e_tibet > k_amdo > d_zadoi > c_zhidoi > b_zokya","e_tibet","d_zadoi","False","0","True","True","True","True","ok"
"9381","Drakgur","51,27,218","modlu_kalan","modlu","9381","Drakgur","00_landed_titles.txt","1","e_tibet","k_amdo","d_zadoi","c_zhidoi","b_drakgur","e_tibet > k_amdo > d_zadoi > c_zhidoi > b_drakgur","e_tibet","d_zadoi","False","0","True","True","True","True","ok"
"9382","Gyaijepozhangge","93,30,91","modlu_kalan","modlu","9382","Gyaijepozhangge","00_landed_titles.txt","1","e_tibet","k_amdo","d_zadoi","c_zhidoi","b_gyaijepozhangge","e_tibet > k_amdo > d_zadoi > c_zhidoi > b_gyaijepozhangge","e_tibet","d_zadoi","False","0","True","True","True","True","ok"
"9383","Triwang","135,33,219","modlu_kalan","modlu","9383","Triwang","00_landed_titles.txt","1","e_tibet","k_amdo","d_qumarleb","c_chindu","b_triwang","e_tibet > k_amdo > d_qumarleb > c_chindu > b_triwang","e_tibet","d_qumarleb","False","0","True","True","True","True","ok"
"9384","Damda","177,36,92","modlu_kalan","modlu","9384","Damda","00_landed_titles.txt","1","e_tibet","k_amdo","d_qumarleb","c_chindu","b_damda","e_tibet > k_amdo > d_qumarleb > c_chindu > b_damda","e_tibet","d_qumarleb","False","0","True","True","True","True","ok"
"9385","Qumarleb","9,39,220","modlu_kalan","modlu","9385","Qumarleb","00_landed_titles.txt","1","e_tibet","k_amdo","d_qumarleb","c_qumarleb","b_qumarleb","e_tibet > k_amdo > d_qumarleb > c_qumarleb > b_qumarleb","e_tibet","d_qumarleb","False","0","True","True","True","True","ok"
"9386","Mato","51,42,93","modlu_kalan","modlu","9386","Mato","00_landed_titles.txt","1","e_tibet","k_amdo","d_qumarleb","c_qumarleb","b_mato","e_tibet > k_amdo > d_qumarleb > c_qumarleb > b_mato","e_tibet","d_qumarleb","False","0","True","True","True","True","ok"
"9387","Chikdril","93,45,221","modlu_kalan","modlu","9387","Chikdril","00_landed_titles.txt","1","e_tibet","k_amdo","d_qumarleb","c_qumarleb","b_chikdril","e_tibet > k_amdo > d_qumarleb > c_qumarleb > b_chikdril","e_tibet","d_qumarleb","False","0","True","True","True","True","ok"
"9388","Ragbangadung","135,48,94","modlu_kalan","modlu","9388","Ragbangadung","00_landed_titles.txt","1","e_tibet","k_amdo","d_nagormo","c_hohaseco","b_ragbangadung","e_tibet > k_amdo > d_nagormo > c_hohaseco > b_ragbangadung","e_tibet","d_nagormo","False","0","True","True","True","True","ok"
"9389","Ayakkum","177,51,222","modlu_kalan","modlu","9389","Ayakkum","00_landed_titles.txt","1","e_tibet","k_amdo","d_nagormo","c_kumkol","b_ayakkum","e_tibet > k_amdo > d_nagormo > c_kumkol > b_ayakkum","e_tibet","d_nagormo","False","0","True","True","True","True","ok"
"9390","Aqqikkol","9,54,95","modlu_kalan","modlu","9390","Aqqikkol","00_landed_titles.txt","1","e_tibet","k_amdo","d_nagormo","c_kumkol","b_aqqikkol","e_tibet > k_amdo > d_nagormo > c_kumkol > b_aqqikkol","e_tibet","d_nagormo","False","0","True","True","True","True","ok"
"9392","Bokalik","93,60,96","modlu_kalan","modlu","9392","Bokalik","00_landed_titles.txt","1","e_tibet","k_amdo","d_nagormo","c_mangnai","b_bokalik","e_tibet > k_amdo > d_nagormo > c_mangnai > b_bokalik","e_tibet","d_nagormo","False","0","True","True","True","True","ok"
"9393","Mangnai","135,63,224","modlu_kalan","modlu","9393","Mangnai","00_landed_titles.txt","1","e_tibet","k_amdo","d_nagormo","c_mangnai","b_mangnai","e_tibet > k_amdo > d_nagormo > c_mangnai > b_mangnai","e_tibet","d_nagormo","False","0","True","True","True","True","ok"
"9395","Lenghu","9,69,225","modlu_kalan","modlu","9395","Lenghu","00_landed_titles.txt","1","e_tibet","k_amdo","d_nagormo","c_lenghu","b_lenghu","e_tibet > k_amdo > d_nagormo > c_lenghu > b_lenghu","e_tibet","d_nagormo","False","0","True","True","True","True","ok"
"9396","Nagormo","51,72,98","modlu_kalan","modlu","9396","Nagormo","00_landed_titles.txt","1","e_tibet","k_amdo","d_nagormo","c_nagormo","b_nagormo","e_tibet > k_amdo > d_nagormo > c_nagormo > b_nagormo","e_tibet","d_nagormo","False","0","True","True","True","True","ok"
"9397","Qaidam","93,75,226","modlu_kalan","modlu","9397","Qaidam","00_landed_titles.txt","1","e_tibet","k_amdo","d_nagormo","c_lenghu","b_qaidam","e_tibet > k_amdo > d_nagormo > c_lenghu > b_qaidam","e_tibet","d_nagormo","False","0","True","True","True","True","ok"
"9398","Zhiteu","135,78,99","modlu_kalan","modlu","9398","Zhiteu","00_landed_titles.txt","1","e_tibet","k_amdo","d_nagormo","c_nagormo","b_zhiteu","e_tibet > k_amdo > d_nagormo > c_nagormo > b_zhiteu","e_tibet","d_nagormo","False","0","True","True","True","True","ok"
"9399","Derlenka","177,81,227","modlu_kalan","modlu","9399","Derlenka","00_landed_titles.txt","1","e_tibet","k_amdo","d_tuyuhun","c_ulam","b_derlenka","e_tibet > k_amdo > d_tuyuhun > c_ulam > b_derlenka","e_tibet","d_tuyuhun","False","0","True","True","True","True","ok"
"9400","Dagelhe","9,84,0","modlu_kalan","modlu","9400","Dagelhe","00_landed_titles.txt","1","e_tibet","k_amdo","d_nagormo","c_nagormo","b_dagelhe","e_tibet > k_amdo > d_nagormo > c_nagormo > b_dagelhe","e_tibet","d_nagormo","False","0","True","True","True","True","ok"
"9402","Balung","93,90,1","modlu_kalan","modlu","9402","Balung","00_landed_titles.txt","1","e_tibet","k_amdo","d_tuyuhun","c_tuulain","b_balung_dulan","e_tibet > k_amdo > d_tuyuhun > c_tuulain > b_balung_dulan","e_tibet","d_tuyuhun","False","0","True","True","True","True","ok"
"9403","Tuulain","135,93,129","modlu_kalan","modlu","9403","Tuulain","00_landed_titles.txt","1","e_tibet","k_amdo","d_tuyuhun","c_tuulain","b_tuulain","e_tibet > k_amdo > d_tuyuhun > c_tuulain > b_tuulain","e_tibet","d_tuyuhun","False","0","True","True","True","True","ok"
"9404","Ulam","177,96,2","modlu_kalan","modlu","9404","Ulam","00_landed_titles.txt","1","e_tibet","k_amdo","d_tuyuhun","c_ulam","b_ulam","e_tibet > k_amdo > d_tuyuhun > c_ulam > b_ulam","e_tibet","d_tuyuhun","False","0","True","True","True","True","ok"
"9405","Cakha","9,99,130","modlu_kalan","modlu","9405","Cakha","00_landed_titles.txt","1","e_tibet","k_amdo","d_tuyuhun","c_ulam","b_cakha","e_tibet > k_amdo > d_tuyuhun > c_ulam > b_cakha","e_tibet","d_tuyuhun","False","0","True","True","True","True","ok"
"9406","Fuqi","51,102,3","modlu_kalan","modlu","9406","Fuqi","00_landed_titles.txt","1","e_tibet","k_amdo","d_tuyuhun","c_fuqi","b_fuqi","e_tibet > k_amdo > d_tuyuhun > c_fuqi > b_fuqi","e_tibet","d_tuyuhun","False","0","True","True","True","True","ok"
"9407","Temqen","93,105,131","modlu_kalan","modlu","9407","Temqen","00_landed_titles.txt","1","e_tibet","k_amdo","d_tuyuhun","c_fuqi","b_temqen","e_tibet > k_amdo > d_tuyuhun > c_fuqi > b_temqen","e_tibet","d_tuyuhun","False","0","True","True","True","True","ok"
"9408","Ngor","135,108,4","modlu_kalan","modlu","9408","Ngor","00_landed_titles.txt","1","e_xi_xia","k_xia","d_guiyi","c_subei","b_ngor","h_china > e_xi_xia > k_xia > d_guiyi > c_subei > b_ngor","e_xi_xia","d_guiyi","True","1","True","True","True","True","ok"
"9409","Yagkeng","177,111,132","modlu_kalan","modlu","9409","Yagkeng","00_landed_titles.txt","1","e_tibet","k_amdo","d_tuyuhun","c_fuqi","b_yagkeng","e_tibet > k_amdo > d_tuyuhun > c_fuqi > b_yagkeng","e_tibet","d_tuyuhun","False","0","True","True","True","True","ok"
"9410","Gangca","9,114,5","modlu_kalan","modlu","9410","Gangca","00_landed_titles.txt","1","e_tibet","k_amdo","d_tuyuhun","c_fuqi","b_gangca","e_tibet > k_amdo > d_tuyuhun > c_fuqi > b_gangca","e_tibet","d_tuyuhun","False","0","True","True","True","True","ok"
"9411","Haeyan","51,117,133","modlu_kalan","modlu","9411","Haeyan","00_landed_titles.txt","1","e_tibet","k_amdo","d_tuyuhun","c_gerqen","b_haeyan","e_tibet > k_amdo > d_tuyuhun > c_gerqen > b_haeyan","e_tibet","d_tuyuhun","False","0","True","True","True","True","ok"
"9412","Serkok","93,120,6","modlu_kalan","modlu","9412","Serkok","00_landed_titles.txt","1","e_tibet","k_amdo","d_xining","c_datong","b_serkok","e_tibet > k_amdo > d_xining > c_datong > b_serkok","e_tibet","d_xining","False","0","True","True","True","True","ok"
"9413","Datong","135,123,134","modlu_kalan","modlu","9413","Datong","00_landed_titles.txt","1","e_tibet","k_amdo","d_xining","c_datong","b_datong","e_tibet > k_amdo > d_xining > c_datong > b_datong","e_tibet","d_xining","False","0","True","True","True","True","ok"
"9414","Tongkor","177,126,7","modlu_kalan","modlu","9414","Tongkor","00_landed_titles.txt","1","e_tibet","k_amdo","d_xining","c_xining","b_tongkor","e_tibet > k_amdo > d_xining > c_xining > b_tongkor","e_tibet","d_xining","False","0","True","True","True","True","ok"
"9415","Gonlung","9,129,135","modlu_kalan","modlu","9415","Gonlung","00_landed_titles.txt","1","e_yongliang","k_longxi_china","d_shanzhou","c_shanzhou","b_gonglung","h_china > e_yongliang > k_longxi_china > d_shanzhou > c_shanzhou > b_gonglung","e_yongliang","d_shanzhou","False","0","True","False","False","True","ok"
