source_province_id,source_province_name,source_root_title,source_kingdom,source_duchy,source_county,source_barony,target_province_id,target_province_name,target_root_title,target_kingdom,target_duchy,target_county,target_barony,classification,status,apply_to_history,promotion_hint,target_kind,source_history_exists,confidence,overlap_score,target_coverage,target_source_count_all,target_best_source_id,target_best_overlap_score,target_overlap_gap,notes,top_candidates
11329,,h_china,k_dali,d_tuodong,c_lu_khuon,b_tang_dian,11487,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.615095,0.924855,0.187793,,,,,auto: best_target_shared_by_multiple_sources,1:11487:0.9249:0.1878 | 2:10872:0.0607:0.0154 | 3:10873:0.0145:0.0027
12468,,h_china,k_shu_china,d_xichuan_china,c_pengzhou_china,b_pengzhou_china,12284,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.615080,0.564444,0.601896,,,,,auto: best_target_shared_by_multiple_sources,1:12284:0.5644:0.6019 | 2:12285:0.2200:0.2444 | 3:12286:0.1289:0.1086 | 4:12453:0.0867:0.0762
13802,,e_japan,k_yamato,d_kinai,c_omi,b_enryakuji,12592,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.615075,1.000000,0.017057,,,,,auto: best_target_shared_by_multiple_sources,1:12592:1.0000:0.0171
12817,,h_china,k_liang_china,d_biansong,c_bianzhou,b_yongqiu_china,10470,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.615067,0.851986,0.300637,,,,,auto: best_target_shared_by_multiple_sources,1:10470:0.8520:0.3006 | 2:10474:0.0758:0.0306 | 3:13032:0.0433:0.0194 | 4:10471:0.0217:0.0071 | 5:10472:0.0072:0.0018
13986,,e_panyupayana,k_luzon,d_bicol,c_naga_ph,b_salog,12627,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.615000,1.000000,0.018107,,,,,auto: best_target_shared_by_multiple_sources,1:12627:1.0000:0.0181
13579,,e_goryeo,k_goryeo,d_gyoju,c_chunju,b_Goryeo_Gyoju_Chunju,12599,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.614955,1.000000,0.035657,,,,,auto: best_target_shared_by_multiple_sources,1:12599:1.0000:0.0357
11963,,h_china,k_qianzhong_china,d_zangke_china,c_dushang_china,b_gongzhou_manzhou_china,12375,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.614947,0.764286,0.387330,,,,,auto: best_target_shared_by_multiple_sources,1:12375:0.7643:0.3873 | 2:12263:0.2321:0.1226 | 3:13151:0.0036:0.0027
13576,,e_goryeo,k_silla,d_donggye,c_myeongju,b_Goryeo_Donggye_Ingnyeong,12599,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.614944,1.000000,0.025709,,,,,auto: best_target_shared_by_multiple_sources,1:12599:1.0000:0.0257
14213,,e_goryeo,k_goryeo,d_gyoju,c_gyoju,b_Goryeo_Gyoju_Gyoju,12605,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.614927,0.991803,0.040401,,,,,auto: best_target_shared_by_multiple_sources,1:12605:0.9918:0.0404 | 2:12606:0.0082:0.0001
13775,,e_japan,k_azuma,d_koshinetsu,c_sado,b_sado,12765,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.614852,1.000000,0.003885,,,,,auto: best_target_shared_by_multiple_sources,1:12765:1.0000:0.0039
14280,,e_goryeo,k_silla,d_gyeongju,c_andong,b_Goryeo_Gyeongsang_Jaesan,12599,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.614650,1.000000,0.024094,,,,,auto: best_target_shared_by_multiple_sources,1:12599:1.0000:0.0241
12954,,h_china,k_liang_china,d_pucao_china,c_yunzhou_liang_china,b_yuncheng_china,10357,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.614589,0.797546,0.331210,,,,,auto: best_target_shared_by_multiple_sources,1:10357:0.7975:0.3312 | 2:10358:0.1350:0.0494 | 3:10352:0.0675:0.0127
13801,,<blank>,<blank>,<blank>,<blank>,<blank>,12592,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.614539,1.000000,0.014055,,,,,auto: best_target_shared_by_multiple_sources,1:12592:1.0000:0.0141
11112,,h_china,k_champa,d_panduranga,c_lach,b_da_don,12903,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.614533,0.934211,0.054458,,,,,auto: best_target_shared_by_multiple_sources,1:12903:0.9342:0.0545 | 2:11000:0.0658:0.0102
11274,,e_angkor,k_haripunjaya,d_chiang_saen,c_chiang_saen,b_pa_po,12856,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.614512,0.802867,0.272838,,,,,auto: best_target_shared_by_multiple_sources,1:12856:0.8029:0.2728 | 2:12853:0.1147:0.0734 | 3:12501:0.0556:0.0177 | 4:10952:0.0269:0.0097
11311,,e_panyupayana,k_bisaya,d_east_bisaya,c_ibabao,b_kataruman,12627,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.614471,1.000000,0.015605,,,,,auto: best_target_shared_by_multiple_sources,1:12627:1.0000:0.0156
13817,,e_japan,k_azuma,d_east_bando,c_shimotsuke,b_aso_jp,12765,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.614466,1.000000,0.004097,,,,,auto: best_target_shared_by_multiple_sources,1:12765:1.0000:0.0041
14015,,e_panyupayana,k_butuan,d_kalagan,c_agusan,b_agusan,12670,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.614444,0.988861,0.043045,,,,,auto: best_target_shared_by_multiple_sources,1:12670:0.9889:0.0430 | 2:12669:0.0111:0.0005
14016,,e_panyupayana,k_butuan,d_dabaw,c_dabaw,b_bisaya,12669,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.614439,1.000000,0.027159,,,,,auto: best_target_shared_by_multiple_sources,1:12669:1.0000:0.0272
14403,,e_jurchen_china,k_luzhen,d_BAL_yeojintang,c_BAL_jeongni2,b_FIC_EMan_Shanganjugu,11825,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.614428,0.665528,0.613144,,,,,auto: best_target_shared_by_multiple_sources,1:11825:0.6655:0.6131 | 2:11818:0.1713:0.2114 | 3:11828:0.0649:0.0826 | 4:11817:0.0530:0.0622 | 5:11829:0.0384:0.0476
14187,,h_china,k_yan_china,d_youzhou_china,c_xuandezhou1_china,b_wanquan_china,13079,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.614420,0.857988,0.190414,,,,,auto: best_target_shared_by_multiple_sources,1:13079:0.8580:0.1904 | 2:12130:0.0858:0.0152 | 3:12413:0.0562:0.0093
13211,,h_china,k_viet,d_muong,c_muang_et,b_vieng_say,12900,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.614386,0.899756,0.100272,,,,,auto: best_target_shared_by_multiple_sources,1:12900:0.8998:0.1003 | 2:11446:0.1002:0.0210
8691,,<blank>,<blank>,<blank>,<blank>,<blank>,12735,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.614384,1.000000,0.000111,,,,,auto: best_target_shared_by_multiple_sources,1:12735:1.0000:0.0001
11194,,e_maluku,k_sulawesi,d_tolitoli,c_tolitoli,b_sojol,12674,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.614278,1.000000,0.011287,,,,,auto: best_target_shared_by_multiple_sources,1:12674:1.0000:0.0113
13848,,e_japan,k_azuma,d_east_bando,c_hitachi,b_ibaraki,12765,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.614271,0.997525,0.005018,,,,,auto: best_target_shared_by_multiple_sources,1:12765:0.9975:0.0050 | 2:12590:0.0025:0.0001
14010,,e_panyupayana,k_bisaya,d_east_bisaya,c_tiayban,b_libunao,12627,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.614222,1.000000,0.018107,,,,,auto: best_target_shared_by_multiple_sources,1:12627:1.0000:0.0181
13058,,e_burma,k_shan,d_mang_shuea,c_yang_wen_dun,b_deang_wat,12877,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.614023,0.932203,0.321369,,,,,auto: best_target_shared_by_multiple_sources,1:12877:0.9322:0.3214 | 2:10990:0.0678:0.0377
14007,,e_panyupayana,k_bisaya,d_panay,c_masbat,b_mandaon,12629,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.613946,0.975169,0.009962,,,,,auto: best_target_shared_by_multiple_sources,1:12629:0.9752:0.0100 | 2:12627:0.0248:0.0007
11620,,<blank>,<blank>,<blank>,<blank>,<blank>,12900,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.613922,0.971698,0.028065,,,,,auto: best_target_shared_by_multiple_sources,1:12900:0.9717:0.0281 | 2:11446:0.0283:0.0015
12787,,h_china,k_longxi_china,d_longnan_china,c_qiuchi_china,b_changdao_china,12333,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.613845,0.810989,0.370854,,,,,auto: best_target_shared_by_multiple_sources,1:12333:0.8110:0.3709 | 2:12335:0.1802:0.1039 | 3:12358:0.0088:0.0052
14085,,e_panyupayana,k_butuan,d_dabaw,c_nabunturan,b_baganga,12669,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.613805,1.000000,0.024547,,,,,auto: best_target_shared_by_multiple_sources,1:12669:1.0000:0.0245
13821,,e_japan,k_yamato,d_nankaido,c_awa,b_katsuura,12595,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.613787,0.992218,0.041393,,,,,auto: best_target_shared_by_multiple_sources,1:12595:0.9922:0.0414 | 2:12596:0.0058:0.0003 | 3:10563:0.0019:0.0031
11965,,h_china,k_yan_china,d_henghai_china,c_dezhou_wei_china,b_dezhou_ande_china,12448,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.613781,0.669856,0.622222,,,,,auto: best_target_shared_by_multiple_sources,1:12448:0.6699:0.6222 | 2:12450:0.2201:0.0623 | 3:12445:0.0502:0.0266 | 4:12447:0.0455:0.0381 | 5:12449:0.0144:0.0117
14210,,e_goryeo,k_goryeo,d_gyoju,c_inje,b_Goryeo_Gyoju_Inje,12599,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.613738,1.000000,0.023254,,,,,auto: best_target_shared_by_multiple_sources,1:12599:1.0000:0.0233
13743,,e_japan,k_yamato,d_kinai,c_yamashiro,b_soraku,12593,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.613699,1.000000,0.005977,,,,,auto: best_target_shared_by_multiple_sources,1:12593:1.0000:0.0060
11773,,h_china,k_luodian,d_luodian,c_luanzhou_china,b_tiane_luanzhou_china,13092,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.613641,0.781923,0.376121,,,,,auto: best_target_shared_by_multiple_sources,1:13092:0.7819:0.3761 | 2:12259:0.2181:0.1293
13714,,e_japan,k_yamato,d_kinai,c_settsu,b_kawabe,12592,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.613485,1.000000,0.014601,,,,,auto: best_target_shared_by_multiple_sources,1:12592:1.0000:0.0146
10718,,e_srivijaya,k_minangkabau,d_mentawai,c_mentawai_islands,b_sipura,12739,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.613332,1.000000,0.002614,,,,,auto: best_target_shared_by_multiple_sources,1:12739:1.0000:0.0026
12026,,h_china,k_jin_china,d_hedong_china,c_xianzhou_china,b_hutushan_china,12137,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.613307,0.813472,0.122084,,,,,auto: best_target_shared_by_multiple_sources,1:12137:0.8135:0.1221 | 2:12139:0.1192:0.0285 | 3:12143:0.0674:0.0086
13519,,<blank>,<blank>,<blank>,<blank>,<blank>,12754,,<blank>,<blank>,<blank>,<blank>,<blank>,split,manual_review,no,blocked:no_target_title,sea,,0.613180,0.739560,0.610782,,,,,auto: top_two_overlap_share,1:12754:0.7396:0.6108 | 2:12753:0.1259:0.1875 | 3:10828:0.0401:0.8183 | 4:12755:0.0312:0.0140 | 5:10830:0.0285:0.6829
13861,,e_japan,k_yamato,d_kinai,c_settsu,b_ubara,12592,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.613126,1.000000,0.014601,,,,,auto: best_target_shared_by_multiple_sources,1:12592:1.0000:0.0146
12347,,h_china,k_jingnan,d_jingnan_china,c_hanyang,b_mianzhou_hanyang_china,12100,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.613076,0.894444,0.275685,,,,,auto: best_target_shared_by_multiple_sources,1:12100:0.8944:0.2757 | 2:8980:0.0685:0.0395 | 3:12101:0.0352:0.0416 | 4:8979:0.0019:0.0010
13623,,<blank>,<blank>,<blank>,<blank>,<blank>,12765,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.612977,1.000000,0.106713,,,,,auto: best_target_shared_by_multiple_sources,1:12765:1.0000:0.1067
10478,,e_kalimantan,k_tarakan,d_BOR_kutai,c_samarenda,b_muara_kaman,11100,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,impassable,,0.612703,1.000000,0.020129,,,,,auto: best_target_shared_by_multiple_sources,1:11100:1.0000:0.0201
10640,,e_angkor,k_lavapura,d_lop_buri,c_raeng_khoi,b_chan_thuek,12511,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.612593,0.885167,0.137139,,,,,auto: best_target_shared_by_multiple_sources,1:12511:0.8852:0.1371 | 2:10910:0.1100:0.0161 | 3:12533:0.0048:0.0026
11448,,e_angkor,k_lavapura,d_chan_kabui,c_chan_kabui,b_bo_rai,10951,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.612572,0.904290,0.138664,,,,,auto: best_target_shared_by_multiple_sources,1:10951:0.9043:0.1387 | 2:12729:0.0858:0.0023 | 3:12728:0.0099:0.0004
12224,,h_china,k_wu_china,d_eyue_china,c_yuezhou_chu_china,b_huarong_china,12097,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.612508,0.819149,0.187805,,,,,auto: best_target_shared_by_multiple_sources,1:12097:0.8191:0.1878 | 2:10461:0.1436:0.0466 | 3:12093:0.0266:0.0039 | 4:10460:0.0106:0.0029
10411,,h_china,k_luodian,d_luodian,c_wuhou_china,b_wangmo,13153,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.612495,0.921739,0.082910,,,,,auto: best_target_shared_by_multiple_sources,1:13153:0.9217:0.0829 | 2:12260:0.0783:0.0159
14282,,e_goryeo,k_silla,d_gyeongju,c_andong,b_Goryeo_Gyeongsang_Andong,12604,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.612410,0.937213,0.039818,,,,,auto: best_target_shared_by_multiple_sources,1:12604:0.9372:0.0398 | 2:12599:0.0628:0.0026
13207,,e_angkor,k_laos,d_muang_sua,c_luang_prabang,b_phonxay,10967,,<blank>,<blank>,<blank>,<blank>,<blank>,split,manual_review,no,blocked:no_target_title,unbound,,0.612403,0.672414,0.289604,,,,,auto: top_two_overlap_share,1:10967:0.6724:0.2896 | 2:10893:0.3276:0.0968
11167,,e_maluku,k_bungku,d_butungmuna,c_muna,b_muna,12688,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.612308,1.000000,0.086480,,,,,auto: best_target_shared_by_multiple_sources,1:12688:1.0000:0.0865
11309,,e_panyupayana,k_bisaya,d_east_bisaya,c_ormok,b_biliran,12627,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.612297,1.000000,0.012330,,,,,auto: best_target_shared_by_multiple_sources,1:12627:1.0000:0.0123
13363,,e_kambuja,k_chenla,d_battambang,c_neang,b_ek_phnom,10932,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.612175,1.000000,0.082478,,,,,auto: best_target_shared_by_multiple_sources,1:10932:1.0000:0.0825
9545,,h_china,k_xia_china,d_xia,c_shunzhou,b_shunzhou,13086,,<blank>,<blank>,<blank>,<blank>,<blank>,split,manual_review,no,blocked:no_target_title,unbound,,0.612144,0.617992,0.594730,,,,,auto: top_two_overlap_share,1:13086:0.6180:0.5947 | 2:12959:0.3286:0.4278 | 3:12160:0.0196:0.0193 | 4:13140:0.0183:0.0295 | 5:13087:0.0156:0.0165
9538,,h_china,k_xia,d_wuluhai,c_langshan,b_wuyuan,12973,,<blank>,<blank>,<blank>,<blank>,<blank>,split,manual_review,no,blocked:no_target_title,unbound,,0.611907,0.535126,0.631525,,,,,auto: top_two_overlap_share,1:12973:0.5351:0.6315 | 2:9538:0.3400:0.4490 | 3:9537:0.0729:0.0799 | 4:10442:0.0520:0.0125
13414,,e_malayadvipa,k_pahang,d_pahang,c_raub,b_raub,11409,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.611902,0.613821,0.480127,,,,,auto: best_target_shared_by_multiple_sources,1:11409:0.6138:0.4801 | 2:11408:0.2947:0.2252 | 3:11392:0.0915:0.0299
8338,,<blank>,<blank>,<blank>,<blank>,<blank>,12521,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.611861,0.917323,0.095433,,,,,auto: best_target_shared_by_multiple_sources,1:12521:0.9173:0.0954 | 2:12902:0.0827:0.0104
11160,,e_panyupayana,k_bisaya,d_panay,c_oton,b_oton,12629,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.611571,0.966825,0.018818,,,,,auto: best_target_shared_by_multiple_sources,1:12629:0.9668:0.0188 | 2:12628:0.0332:0.0015
11231,,<blank>,<blank>,<blank>,<blank>,<blank>,12674,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.611562,1.000000,0.004253,,,,,auto: best_target_shared_by_multiple_sources,1:12674:1.0000:0.0043
13144,,h_china,k_viet,d_hai_dong,c_kinh_mon,b_dong_trieu,10861,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.611502,0.911111,0.081945,,,,,auto: best_target_shared_by_multiple_sources,1:10861:0.9111:0.0819 | 2:10857:0.0815:0.0146 | 3:10846:0.0074:0.0008
13366,,e_kambuja,k_chenla,d_battambang,c_neang,b_sampav,10932,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.611489,1.000000,0.080231,,,,,auto: best_target_shared_by_multiple_sources,1:10932:1.0000:0.0802
10637,,e_angkor,k_lavapura,d_lop_buri,c_lavapura,b_khok_charoen,10822,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.611467,0.796438,0.189010,,,,,auto: best_target_shared_by_multiple_sources,1:10822:0.7964:0.1890 | 2:10910:0.1705:0.0470 | 3:10994:0.0331:0.0091
13854,,e_japan,k_azuma,d_koshinetsu,c_kai,b_yatsushiro,12590,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.611413,0.945904,0.065708,,,,,auto: best_target_shared_by_multiple_sources,1:12590:0.9459:0.0657 | 2:12591:0.0433:0.0024 | 3:12593:0.0108:0.0005
10830,,h_china,k_viet,d_lam_tay,c_lam_thao,b_phong_chau,10859,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.611406,0.931429,0.117775,,,,,auto: best_target_shared_by_multiple_sources,1:10859:0.9314:0.1178 | 2:10860:0.0686:0.0240
14000,,e_panyupayana,k_bisaya,d_buglas,c_binalbagan,b_magsungay,12628,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.611350,1.000000,0.015237,,,,,auto: best_target_shared_by_multiple_sources,1:12628:1.0000:0.0152
11308,,e_panyupayana,k_bisaya,d_east_bisaya,c_tiayban,b_kankabatok,12627,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.611248,0.997085,0.020370,,,,,auto: best_target_shared_by_multiple_sources,1:12627:0.9971:0.0204 | 2:12670:0.0029:0.0001
11392,,e_kambuja,k_isana,d_shrestapura,c_shrestapura,b_shrestapura,12538,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.611126,0.911765,0.149839,,,,,auto: best_target_shared_by_multiple_sources,1:12538:0.9118:0.1498 | 2:10936:0.0882:0.0151
11593,,<blank>,<blank>,<blank>,<blank>,<blank>,11494,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.610832,0.790932,0.201540,,,,,auto: best_target_shared_by_multiple_sources,1:11494:0.7909:0.2015 | 2:10960:0.2091:0.0412
14084,,e_panyupayana,k_maguinadao,d_tiruray,c_sarangani,b_lais_ph,12669,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.610813,0.993348,0.025998,,,,,auto: best_target_shared_by_multiple_sources,1:12669:0.9933:0.0260 | 2:11084:0.0067:0.0019
12023,,h_china,k_zhao_china,d_yiding_china,c_dingzhou_china,b_wuji_china,12155,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.610761,0.872222,0.167288,,,,,auto: best_target_shared_by_multiple_sources,1:12155:0.8722:0.1673 | 2:12156:0.1278:0.0329
11652,,e_panyupayana,k_maguinadao,d_kotabatu,c_ilianen,b_kalalaw,12669,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.610751,0.993776,0.027797,,,,,auto: best_target_shared_by_multiple_sources,1:12669:0.9938:0.0278 | 2:11042:0.0062:0.0104
14617,,e_great_liao,k_khitan_china,d_tohchen_china,c_LIAO_dading,b_Liao_Songshanzhou,12428,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.610674,0.689524,0.348244,,,,,auto: best_target_shared_by_multiple_sources,1:12428:0.6895:0.3482 | 2:12430:0.2133:0.1046 | 3:11715:0.0505:0.0245 | 4:11714:0.0467:0.0258
14485,,e_tunguse,k_shiwei,d_SW_puyudao,c_SW_heilonghean,b_FIC_Amur_Linyuan,11631,,<blank>,<blank>,<blank>,<blank>,<blank>,manual_review,manual_review,no,blocked:no_target_title,unbound,,0.610559,0.626631,0.751304,,,,,auto: strong_but_not_exact,1:11631:0.6266:0.7513 | 2:11632:0.1609:0.1760 | 3:11633:0.1094:0.1495 | 4:11509:0.0806:0.1006 | 5:11627:0.0171:0.0194
10933,,e_srivijaya,k_minangkabau,d_kerinci,c_merangin,b_bukit_bungkul,11285,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.610369,0.762673,0.270867,,,,,auto: best_target_shared_by_multiple_sources,1:11285:0.7627:0.2709 | 2:11241:0.1198:0.1030 | 3:11286:0.1152:0.0692 | 4:11290:0.0023:0.0007
10548,,e_kalimantan,k_banjar,d_BOR_nan_sarunai,c_banjarmasin,b_banjarmasin,11133,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.610362,0.830645,0.139453,,,,,auto: best_target_shared_by_multiple_sources,1:11133:0.8306:0.1395 | 2:11140:0.1452:0.0413 | 3:631:0.0242:0.0014
10712,,e_srivijaya,k_melayu,d_SUM_riau,c_indragiri,b_pangkalan_kasai,11276,,<blank>,<blank>,<blank>,<blank>,<blank>,split,manual_review,no,blocked:no_target_title,unbound,,0.610279,0.600490,0.736473,,,,,auto: top_two_overlap_share,1:11276:0.6005:0.7365 | 2:11272:0.2059:0.2803 | 3:11282:0.1699:0.2453 | 4:11275:0.0123:0.0233 | 5:12723:0.0114:0.0011
12639,,e_jurchen_china,k_balhae,d_balhae_china,c_huhan_china,b_sushentemple_china,11747,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.610219,0.745234,0.348178,,,,,auto: best_target_shared_by_multiple_sources,1:11747:0.7452:0.3482 | 2:11746:0.2548:0.1169
11796,,h_china,k_jin_china,d_hedong_china,c_qinzhou_hedong_china,b_qinyuan_china,12247,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.610205,0.810903,0.368421,,,,,auto: best_target_shared_by_multiple_sources,1:12247:0.8109:0.3684 | 2:12241:0.1414:0.0917 | 3:12242:0.0460:0.0277 | 4:12400:0.0017:0.0009
14034,,e_panyupayana,k_bisaya,d_sugbu,c_sugbu,b_nahalin,12628,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.609968,0.990712,0.017602,,,,,auto: best_target_shared_by_multiple_sources,1:12628:0.9907:0.0176 | 2:12627:0.0093:0.0002
11165,,e_maluku,k_bungku,d_butungmuna,c_buton,b_bangkudu,12688,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.609912,1.000000,0.069040,,,,,auto: best_target_shared_by_multiple_sources,1:12688:1.0000:0.0690
13038,,e_burma,k_tagaung,d_hkamti,c_naga_hills,b_nanyun,10488,,<blank>,<blank>,<blank>,<blank>,<blank>,split,manual_review,no,blocked:no_target_title,unbound,,0.609901,0.682884,0.554302,,,,,auto: top_two_overlap_share,1:10488:0.6829:0.5543 | 2:9567:0.1520:0.0198 | 3:10984:0.1486:0.0783 | 4:811:0.0165:0.0093
10340,,e_srivijaya,k_melayu,d_SUM_riau,c_siak,b_siak_sri_indrapura,12724,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.609709,0.913655,0.079643,,,,,auto: best_target_shared_by_multiple_sources,1:12724:0.9137:0.0796 | 2:11274:0.0582:0.0639 | 3:12723:0.0281:0.0011
