source_province_id,source_name,source_rgb,classification,status,apply_to_history,target_province_id,target_name,confidence
10917,Panga,"193,171,70",merge,manual_review,no,11253,SUM_Barat,0.677705
10918,Gayo Lues,"195,47,55",merge,manual_review,no,11236,IMPASSABLE Sumatra mountains 1,0.497070
10919,Raket,"182,61,87",merge,manual_review,no,11236,IMPASSABLE Sumatra mountains 1,0.326603
10920,Sungai Batang,"84,180,163",merge,manual_review,no,12722,sea_bangka_strait,0.649758
10921,Tanah Pilih,"90,84,180",merge,manual_review,no,12723,sea_berhala_strait,0.306882
10922,Terlangu,"84,180,171",merge,manual_review,no,12722,sea_bangka_strait,0.490041
10923,Sebalik,"193,118,122",merge,manual_review,no,12722,sea_bangka_strait,0.624912
10924,Makarti Jaya,"40,169,123",merge,manual_review,no,12722,sea_bangka_strait,0.622481
10925,Muara Padang,"169,40,139",merge,manual_review,no,12722,sea_bangka_strait,0.624786
10926,Sungai Menang,"74,40,169",merge,manual_review,no,12722,sea_bangka_strait,0.427269
10927,Tulung Selapan,"40,114,169",merge,manual_review,no,11322,SUM_Kota_Kapur,0.586484
10928,Tambangan,"93,112,163",merge,manual_review,no,11295,SUM_Votabura,0.699271
10929,Pagarkaja,"68,75,215",merge,manual_review,no,11294,SUM_Jambi,0.677216
10930,Muara Merang,"50,151,196",merge,manual_review,no,12723,sea_berhala_strait,0.392443
10931,Mountain,"30,123,104",merge,manual_review,no,12627,sea_west_philippine,0.583067
10932,Muara Bulian,"93,163,147",merge,manual_review,no,11287,SUM_Kuala_Kuantan,0.479837
10933,Bukit Bungkul,"213,63,113",merge,manual_review,no,11285,SUM_Dharmasraya,0.610369
10934,Kuala Jambi,"80,173,163",merge,manual_review,no,11280,SUM_Karitang,0.615996
10935,Pemuncak,"173,80,116",merge,manual_review,no,11285,SUM_Dharmasraya,0.405977
10936,Tanjung Dalam,"80,106,173",merge,manual_review,no,11285,SUM_Dharmasraya,0.430967
10937,Siulak Deras,"173,92,80",merge,manual_review,no,11284,SUM_Pagaruyung,0.517813
10938,Senemat,"80,151,173",merge,manual_review,no,11283,SUM_Kuntu,0.659911
10939,Tanah Garo,"218,36,99",merge,manual_review,no,11281,SUM_Rengat,0.594735
10940,Teluk Kuali,"68,218,36",merge,manual_review,no,11282,SUM_Indragiri,0.629315
10941,Bram Itam,"218,165,36",merge,manual_review,no,11280,SUM_Karitang,0.701085
10942,Merlung,"94,218,36",merge,manual_review,no,11280,SUM_Karitang,0.442966
10943,Sanga Desa,"36,73,218",merge,manual_review,no,11288,SUM_Tungkal,0.669763
10944,Surulangun,"163,93,97",merge,manual_review,no,11289,SUM_Jamongas,0.557552
10945,Berangan,"122,163,93",merge,manual_review,no,11287,SUM_Kuala_Kuantan,0.442605
10946,Lubuk Besar,"93,163,104",merge,manual_review,no,11281,SUM_Rengat,0.390351
10947,Air Hitam,"163,115,93",merge,manual_review,no,11286,SUM_Gudahiri,0.588804
10948,Bangko,"100,163,93",merge,manual_review,no,11285,SUM_Dharmasraya,0.392218
10949,Dusun Mudo,"163,93,100",merge,manual_review,no,12723,sea_berhala_strait,0.577471
10950,Simpang Jelita,"163,129,93",merge,manual_review,no,12723,sea_berhala_strait,0.488231
10951,Teluk Dawan,"163,109,93",merge,manual_review,no,12723,sea_berhala_strait,0.537277
10952,Pematang Lumut,"151,163,93",merge,manual_review,no,11280,SUM_Karitang,0.669477
10953,Mesuji Raya,"139,163,93",merge,manual_review,no,12722,sea_bangka_strait,0.507584
10954,Prabumulih,"215,68,161",merge,manual_review,no,11295,SUM_Votabura,0.570261
10955,Buglas Mountains,"93,192,77",merge,manual_review,no,10412,b_fude_fude,0.530127
10956,Buglas Mountains,"9,15,146",merge,manual_review,no,10424,Zhaotong_Hezhang,0.452656
10957,Panay Mountains,"177,30,213",merge,manual_review,no,12271,b_shama_tribe,0.379531
10958,Mindanao Mountains,"196,85,84",merge,manual_review,no,12267,b_poyan_tribe,0.386150
10959,Shwetaung,"186,118,145",merge,manual_review,no,9588,Sriksetra,0.649181
10960,Nattalin,"159,97,191",merge,manual_review,no,9588,Sriksetra,0.695378
10961,Hpo U,"87,110,136",merge,manual_review,no,9590,Thayetmyo,0.657598
10962,Nagwe,"183,192,106",merge,manual_review,no,9574,Peikthanomyo,0.703872
10963,Sale,"33,144,127",merge,manual_review,no,9550,Pagan,0.545520
10964,Mindanao Mountains,"21,57,14",merge,manual_review,no,11487,Luowu,0.401196
10965,Myinkaba,"105,136,164",merge,manual_review,no,9550,Pagan,0.567689
10966,Mindanao Mountains,"16,58,23",merge,manual_review,no,10871,Huichuan_Puto,0.417959
10967,Kyaukse,"96,224,202",merge,manual_review,no,9559,Kyaukse,0.767910
10968,10968,"92,65,105",merge,manual_review,no,12709,sea_java,0.415461
10969,10969,"134,98,151",merge,manual_review,no,12709,sea_java,0.399585
10970,Shwebo,"130,164,209",merge,manual_review,no,9569,Halin,0.652891
10971,Malei,"124,210,106",merge,manual_review,no,9646,Myedu,0.582039
10972,Myataung,"118,216,153",merge,manual_review,no,9643,Takon,0.644287
10973,10973,"86,37,110",merge,manual_review,no,12718,sea_bali,0.457125
10975,10975,"85,135,143",merge,manual_review,no,12711,sea_java,0.488186
10976,10976,"89,21,122",merge,manual_review,no,12709,sea_java,0.535740
10977,10977,"47,93,74",merge,manual_review,no,12711,sea_java,0.626097
10978,10978,"41,80,85",merge,manual_review,no,12711,sea_java,0.634922
10979,10979,"178,156,189",merge,manual_review,no,12711,sea_java,0.440202
10980,10980,"43,117,87",merge,manual_review,no,12711,sea_java,0.434368
10981,10981,"61,132,104",merge,manual_review,no,12711,sea_java,0.653108
10982,10982,"93,179,162",merge,manual_review,no,12713,sea_java,0.595486
10983,10983,"58,130,70",merge,manual_review,no,12713,sea_java,0.572766
10985,10985,"65,100,71",merge,manual_review,no,12713,sea_java,0.537687
10986,10986,"27,81,59",merge,manual_review,no,12711,sea_java,0.602597
10987,10987,"118,222,202",merge,manual_review,no,12713,sea_java,0.623913
10989,10989,"79,124,87",merge,manual_review,no,12713,sea_java,0.511906
10990,10990,"71,150,119",merge,manual_review,no,12713,sea_java,0.390342
10991,10991,"46,92,97",merge,manual_review,no,12711,sea_java,0.628632
10992,10992,"66,107,113",merge,manual_review,no,12711,sea_java,0.648619
10993,10993,"119,180,130",merge,manual_review,no,12713,sea_java,0.617418
10994,10994,"52,137,120",merge,manual_review,no,12713,sea_java,0.603534
10995,10995,"89,189,106",merge,manual_review,no,12713,sea_java,0.607048
10996,10996,"106,198,180",merge,manual_review,no,12713,sea_java,0.604928
10997,10997,"71,127,133",merge,manual_review,no,12711,sea_java,0.645575
10998,10998,"50,132,141",merge,manual_review,no,12711,sea_java,0.623442
10999,10999,"93,151,103",merge,manual_review,no,12713,sea_java,0.427934
11000,11000,"32,85,74",merge,manual_review,no,12713,sea_java,0.602917
11001,11001,"119,90,53",merge,manual_review,no,12715,sea_java,0.596125
11002,11002,"47,103,109",merge,manual_review,no,12713,sea_java,0.428872
11003,11003,"184,120,36",merge,manual_review,no,12715,sea_java,0.604646
11004,11004,"179,109,93",merge,manual_review,no,12715,sea_java,0.600035
11005,11005,"135,103,61",merge,manual_review,no,12715,sea_java,0.601339
11006,11006,"50,108,59",merge,manual_review,no,12713,sea_java,0.517337
11007,11007,"161,97,83",merge,manual_review,no,12715,sea_java,0.606341
11008,11008,"75,170,90",merge,manual_review,no,12713,sea_java,0.604461
11009,11009,"44,78,49",merge,manual_review,no,12713,sea_java,0.621784
11010,11010,"71,143,150",merge,manual_review,no,12713,sea_java,0.601939
11011,11011,"208,136,41",merge,manual_review,no,12715,sea_java,0.417191
11012,11012,"129,214,145",merge,manual_review,no,12713,sea_java,0.618899
11013,11013,"40,112,120",merge,manual_review,no,12713,sea_java,0.596988
11014,11014,"80,159,167",merge,manual_review,no,12713,sea_java,0.524376
11015,11015,"34,128,50",merge,manual_review,no,12713,sea_java,0.602246
11016,11016,"225,219,124",merge,manual_review,no,12716,sea_java,0.636607
11017,11017,"63,151,133",merge,manual_review,no,12715,sea_java,0.420294
11018,11018,"40,199,65",merge,manual_review,no,12713,sea_java,0.588768
11019,11019,"224,221,170",merge,manual_review,no,12716,sea_java,0.501956
11020,11020,"41,102,89",merge,manual_review,no,12715,sea_java,0.580186
11021,11021,"89,126,129",merge,manual_review,no,12712,sea_java,0.490606
11022,11022,"179,142,93",merge,manual_review,no,12715,sea_java,0.604925
11023,11023,"61,161,141",merge,manual_review,no,12713,sea_java,0.615725
11024,11024,"148,101,39",merge,manual_review,no,12715,sea_java,0.555221
11025,11025,"146,185,188",merge,manual_review,no,12712,sea_java,0.595839
11026,11026,"217,210,100",merge,manual_review,no,12716,sea_java,0.621992
11027,11027,"67,156,82",merge,manual_review,no,12713,sea_java,0.601002
11028,Hujunggaluh,"161,205,209",merge,manual_review,no,12712,sea_java,0.581025
11029,11029,"160,126,80",merge,manual_review,no,12715,sea_java,0.627244
11030,11030,"89,108,112",merge,manual_review,no,12710,sea_java,0.487347
11031,11031,"102,138,143",merge,manual_review,no,12710,sea_java,0.619651
11032,Kayuwangi,"105,220,197",merge,manual_review,no,12713,sea_java,0.635511
11033,Bangkalan,"68,75,77",merge,manual_review,no,12712,sea_java,0.621527
11034,11034,"49,118,103",merge,manual_review,no,12715,sea_java,0.641530
11035,11035,"16,100,128",merge,manual_review,no,12715,sea_java,0.623378
11036,11036,"87,137,141",merge,manual_review,no,12713,sea_java,0.433248
11037,11037,"200,159,105",merge,manual_review,no,12715,sea_java,0.605525
11038,11038,"20,81,102",merge,manual_review,no,12715,sea_java,0.621748
11039,11039,"154,150,86",merge,manual_review,no,12716,sea_java,0.623460
11040,11040,"122,118,65",merge,manual_review,no,12716,sea_java,0.605817
11041,11041,"99,45,33",merge,manual_review,no,12715,sea_java,0.541886
11042,11042,"225,213,17",merge,manual_review,no,12716,sea_java,0.452225
11043,11043,"245,195,128",merge,manual_review,no,12715,sea_java,0.622686
11044,11044,"121,55,41",merge,manual_review,no,12716,sea_java,0.624672
11045,11045,"156,147,9",merge,manual_review,no,12716,sea_java,0.621483
11046,Kihammawon,"149,38,47",merge,manual_review,no,10887,Shanju_Luobang,0.554619
11047,Naha Aya,"38,149,76",manual_review,manual_review,no,10884,Shanju_Xiangcheng,0.393955
11048,Pangkalan Bun,"1,131,150",merge,manual_review,no,12928,borneo_jungle,0.403800
11049,Katingan Hilir,"128,108,56",merge,manual_review,no,13231,,0.416370
11050,Lamandau,"112,57,147",merge,manual_review,no,13218,,0.505206
11051,Nanga Bulik,"147,57,70",merge,manual_review,no,9457,Choqu,0.469819
11052,Tumbang Marak,"191,143,132",merge,manual_review,no,12453,b_baoningzhou_baoning,0.468416
11053,Samar Mountains,"27,48,46",merge,manual_review,no,12627,sea_west_philippine,0.597155
11054,Bumhpabum,"136,139,230",merge,manual_review,no,10984,Danai,0.489477
11055,Kyaikkami,"155,74,207",merge,manual_review,no,10995,Thanbyuzayat,0.644360
11056,Samar Mountains,"151,110,24",split,manual_review,no,8798,b_jianzhou_jianmen,0.478624
11057,Leyte Mountains,"81,59,11",merge,manual_review,no,8797,b_longzhou_qingchuan,0.502880
11058,Sulawesi Mountains,"119,87,18",merge,manual_review,no,8793,b_jizhou_jiachuan,0.434939
11059,Maubin,"165,223,135",merge,manual_review,no,9626,Bogale,0.776161
11060,Pantanaw,"99,190,161",merge,manual_review,no,9591,Hinthada,0.655173
11061,Dagon,"189,177,75",merge,manual_review,no,9598,Dagon,0.705179
11062,Mopi,"49,225,128",merge,manual_review,no,9635,Tharrawaddy,0.738422
11063,Vaan,"176,104,174",merge,manual_review,no,9596,Pegu,0.541715
11064,Demoso,"133,165,175",merge,manual_review,no,11496,Mae_Hong_Song_4,0.686720
11065,Borneo Mountains,"175,27,96",merge,manual_review,no,12757,sea_south_china,0.600636
11066,goteik,"215,149,171",merge,manual_review,no,10975,Hsipaw,0.660064
11067,namhkam,"110,134,173",merge,manual_review,no,10976,Hsenwi,0.686104
11068,kutkai,"156,234,224",merge,manual_review,no,10976,Hsenwi,0.619883
11069,panghseng,"175,151,244",merge,manual_review,no,10976,Hsenwi,0.617278
11070,11070,"126,171,175",merge,manual_review,no,12712,sea_java,0.620483
11071,Muria,"51,195,166",merge,manual_review,no,12712,sea_java,0.526695
11072,11072,"205,200,108",merge,manual_review,no,12716,sea_java,0.608932
11073,11073,"179,174,93",merge,manual_review,no,12716,sea_java,0.621217
11074,11074,"192,181,12",merge,manual_review,no,12716,sea_java,0.618747
11075,11075,"230,183,120",merge,manual_review,no,12715,sea_java,0.516476
11076,11076,"177,87,67",merge,manual_review,no,12715,sea_java,0.493690
11077,11077,"142,66,49",merge,manual_review,no,12716,sea_java,0.437576
11078,11078,"163,156,40",merge,manual_review,no,12716,sea_java,0.617791
11079,11079,"156,151,76",merge,manual_review,no,12716,sea_java,0.541656
11080,11080,"122,116,28",merge,manual_review,no,12716,sea_java,0.466427
11081,11081,"116,111,56",merge,manual_review,no,12716,sea_java,0.453387
11082,11082,"142,138,70",merge,manual_review,no,12717,sea_java,0.380207
11083,11083,"133,127,30",merge,manual_review,no,12717,sea_java,0.391908
11084,Sierra Madre South,"167,159,210",merge,manual_review,no,12767,sea_south_china,0.563950
11085,Lake Naujan,"166,159,210",merge,manual_review,no,13206,,0.354693
11086,Mindoro Mountains,"164,107,151",merge,manual_review,no,13206,,0.288476
11087,Yang Prong,"207,202,123",merge,manual_review,no,10931,Ratanakiri,0.605794
11088,Drang Lai,"153,67,73",merge,manual_review,no,10999,Plei_Doch,0.452578
11089,Bang Keng,"115,51,116",merge,manual_review,no,10999,Plei_Doch,0.531031
11090,Koh Meng,"167,160,145",merge,manual_review,no,12521,Viet_Mountains_2,0.400175
11091,Turong,"55,98,156",merge,manual_review,no,12521,Viet_Mountains_2,0.625164
11092,Hayav,"194,151,50",merge,manual_review,no,12521,Viet_Mountains_2,0.630778
11093,Ploi Kodur,"158,108,177",merge,manual_review,no,12521,Viet_Mountains_2,0.514457
11094,Kon Tum,"109,100,42",merge,manual_review,no,11459,Attapeu,0.486792
11095,Vidyanapura,"127,143,115",merge,manual_review,no,12902,Viet_Mountains_7,0.622024
11096,Mahaparvata,"166,184,112",merge,manual_review,no,12902,Viet_Mountains_7,0.483921
11097,Khang,"103,180,141",merge,manual_review,no,12902,Viet_Mountains_7,0.622796
11098,Haripura,"103,108,180",merge,manual_review,no,12902,Viet_Mountains_7,0.346039
11099,Bhing,"150,211,208",merge,manual_review,no,12902,Viet_Mountains_7,0.483563
11100,Prao,"94,160,90",merge,manual_review,no,12902,Viet_Mountains_7,0.475759
11101,Darong,"172,150,180",merge,manual_review,no,10833,Hve,0.433750
11102,Lurong,"5,58,95",split,manual_review,no,10836,Ma_Linh,0.563492
11103,Uu Tut,"214,202,115",merge,manual_review,no,12520,Annamite_Range,0.418885
11104,Bal Dil,"92,140,173",merge,manual_review,no,12520,Annamite_Range,0.304363
11105,Baigaur,"33,133,125",merge,manual_review,no,10919,Tay_Ninh,0.562836
11106,Cay Gao,"203,231,141",merge,manual_review,no,10924,Binh_Long,0.748265
11107,J'rin,"69,146,57",merge,manual_review,no,12903,Viet_Mountains_8,0.514681
11108,Da Gui,"123,129,71",merge,manual_review,no,12506,Binh_Long_2,0.780024
11109,To,"117,153,167",merge,manual_review,no,12903,Viet_Mountains_8,0.494683
11110,Bal Batsinang,"68,133,122",merge,manual_review,no,12903,Viet_Mountains_8,0.607574
11111,Bal Hangao,"180,111,77",merge,manual_review,no,12903,Viet_Mountains_8,0.605403
11112,Da Don,"118,150,108",merge,manual_review,no,12903,Viet_Mountains_8,0.614533
11113,11113,"208,160,174",merge,manual_review,no,11452,Mongmit,0.638702
11114,Aia Trang,"43,99,122",merge,manual_review,no,12903,Viet_Mountains_8,0.619166
11115,Taysan,"194,199,123",merge,manual_review,no,12088,b_fangzhou_fangling,0.403953
11116,Batan,"50,123,129",merge,manual_review,no,8795,b_lizhou_jinggu,0.483688
11117,Bamban,"113,52,84",merge,manual_review,no,8789,b_xingyuan_xi,0.496746
11118,Ilog,"67,60,149",merge,manual_review,no,12331,b_wuzhou_jiangi,0.363599
11119,Sigay,"194,153,76",merge,manual_review,no,12628,sea_west_philippine,0.598542
11120,Bais,"76,150,194",manual_review,manual_review,no,12363,CirQF_Liting,0.413060
11121,Langkawi,"174,192,215",merge,manual_review,no,13066,b_jinzhou_pingli_west,0.416546
11122,Tiba,"171,102,160",merge,manual_review,no,11415,MAL_Saiburi,0.690826
11123,Rattaphum,"180,85,47",merge,manual_review,no,11423,THAI_Mardelang,0.605546
11124,Palanda,"89,139,185",split,manual_review,no,11393,IMPASSABLE Malay Peninsula mountains 4,0.534614
11125,Pak Payoon,"58,102,57",merge,manual_review,no,11423,THAI_Mardelang,0.550242
11126,Kantang,"102,59,57",merge,manual_review,no,11416,MAL_Terang,0.498663
11127,Khuhasawan,"143,185,89",merge,manual_review,no,11423,THAI_Mardelang,0.417239
11128,Klong Thom,"237,191,111",merge,manual_review,no,11426,THAI_Trang,0.424821
11129,Thung Song,"111,237,216",merge,manual_review,no,11424,THAI_Ligor,0.438463
11130,Sa Rieng,"89,185,110",merge,manual_review,no,11424,THAI_Ligor,0.642325
11131,Tako Klang,"38,175,202",merge,manual_review,no,11428,THAI_Takua_Pa,0.691859
11132,Bu Nga,"124,202,38",merge,manual_review,no,11428,THAI_Takua_Pa,0.714234
11133,Phrom Kiri,"136,237,111",merge,manual_review,no,11424,THAI_Ligor,0.633556
11134,Ban Na,"111,184,110",merge,manual_review,no,11394,IMPASSABLE Malay Peninsula mountains 5,0.442707
11135,Tha Kham,"197,202,38",merge,manual_review,no,11425,THAI_Kanchanadit,0.409386
11136,Khao Ka,"202,92,38",merge,manual_review,no,11425,THAI_Kanchanadit,0.555763
11137,Tha Sae,"110,184,178",merge,manual_review,no,11434,THAI_Chumpon,0.665746
11138,Bang Tapan,"132,184,110",merge,manual_review,no,11435,THAI_Singkhon,0.624476
11139,Pranburi,"184,123,110",merge,manual_review,no,11436,THAI_Na_Rang,0.715545
11140,Si Cein,"193,89,68",merge,manual_review,no,10873,Shanchan_Shanchan,0.647597
11141,Yon Zon Mi,"154,32,48",merge,manual_review,no,10869,Dali_Dali,0.730223
11142,11142,"109,177,120",merge,manual_review,no,12863,Heqing,0.703005
11143,Huidong,"149,50,84",merge,manual_review,no,10871,Huichuan_Puto,0.589116
11144,Nauhang,"148,52,151",merge,manual_review,no,12629,sea_west_philippine,0.598947
11145,Mountain,"60,67,204",merge,manual_review,no,12627,sea_west_philippine,0.406080
11146,xxxxx,"204,60,95",merge,manual_review,no,13066,b_jinzhou_pingli_west,0.599987
11147,Mountain,"151,52,101",merge,manual_review,no,12670,sea_sulu,0.501407
11148,Binwangan,"204,125,127",merge,manual_review,no,12767,sea_south_china,0.594682
11149,Kandaba,"175,125,204",merge,manual_review,no,12629,sea_west_philippine,0.600235
11150,Jawi Jawi,"22,227,61",merge,manual_review,no,12671,sea_sulu,0.597106
11151,Dupaningan,"124,119,191",merge,manual_review,no,12767,sea_south_china,0.409078
11152,Samut Prakan,"36,75,143",merge,manual_review,no,12728,sea_gulf_of_siam,0.564416
11153,Tagima,"80,143,137",merge,manual_review,no,12671,sea_sulu,0.600483
11154,Bayabao,"171,78,144",merge,manual_review,no,12670,sea_sulu,0.525561
11155,Balabak,"56,52,151",merge,manual_review,no,12628,sea_west_philippine,0.597259
11156,Kampaeng Saen,"41,63,100",merge,manual_review,no,10911,Nakhon_Pathom,0.678746
11157,Mait,"52,151,67",merge,manual_review,no,12629,sea_west_philippine,0.600200
11158,Mangarin,"60,204,130",merge,manual_review,no,12629,sea_west_philippine,0.599425
11159,Lang Kwong,"53,255,0",merge,manual_review,no,10873,Shanchan_Shanchan,0.458061
11160,Oton,"194,35,117",merge,manual_review,no,12629,sea_west_philippine,0.611571
11161,Palu,"177,227,70",merge,manual_review,no,12706,sea_makassar_strait,0.544298
11162,Karakelong Island,"191,66,39",merge,manual_review,no,12668,sea_moro_gulf,0.440500
11163,Bang Pahan,"41,50,118",merge,manual_review,no,10994,Pathum_Thani,0.579879
11164,Mamuju,"135,156,105",merge,manual_review,no,12706,sea_makassar_strait,0.511314
11165,Bangkudu,"215,175,137",merge,manual_review,no,12688,sea_banda,0.609912
11166,Baubau,"182,53,33",merge,manual_review,no,12688,sea_banda,0.590405
11167,Muna,"137,215,198",merge,manual_review,no,12688,sea_banda,0.612308
11168,Salakan,"75,58,165",split,manual_review,no,11210,SUL_Gorontalo,0.487494
11169,Pipikoro,"227,70,212",merge,manual_review,no,12706,sea_makassar_strait,0.602646
11170,Kabaena,"210,215,137",split,manual_review,no,11181,SUL_Pano,0.388490
11171,Toraja,"207,168,220",merge,manual_review,no,11205,SUL_Donggala,0.540454
11172,Marsaoleh,"203,157,80",merge,manual_review,no,12686,sea_gulf_of_tomini,0.651205
11173,Asera,"203,80,195",merge,manual_review,no,11198,SUL_Tojo,0.402035
11174,Sidenreng,"196,145,159",split,manual_review,no,11204,SUL_Tipor,0.534395
11175,Molibagu,"193,70,75",merge,manual_review,no,12678,sea_celebes,0.453350
11176,Poso,"191,39,139",merge,manual_review,no,11207,SUL_Donda,0.495055
11177,Pamona,"191,39,63",merge,manual_review,no,11207,SUL_Donda,0.414889
11178,Parepare,"190,82,78",merge,manual_review,no,11166,IMPASSABLE Sulawesi Mountains 2,0.382930
11179,xxxxx,"189,112,56",merge,manual_review,no,12628,sea_west_philippine,0.596561
11180,Majene,"188,37,100",merge,manual_review,no,12707,sea_makassar_strait,0.622327
11181,Buol,"186,39,191",merge,manual_review,no,12676,sea_celebes,0.603090
11182,Sumalata,"185,120,133",merge,manual_review,no,12676,sea_celebes,0.602710
11183,Latoma,"179,142,58",merge,manual_review,no,11167,IMPASSABLE Sulawesi Mountains 3,0.569507
11184,Tinanggea,"179,71,58",merge,manual_review,no,12688,sea_banda,0.436406
11185,Pomalaa,"179,58,169",manual_review,manual_review,no,11200,SUL_Panga,0.399061
11186,Manado,"172,41,156",merge,manual_review,no,12677,sea_celebes,0.668812
11187,Luwuk,"165,159,58",merge,manual_review,no,11209,SUL_Kali,0.485941
11188,Bunta,"165,58,130",merge,manual_review,no,12675,sea_celebes,0.399647
11189,Konda,"164,179,58",merge,manual_review,no,11199,SUL_Waya,0.476646
11190,Balaesang,"163,146,195",merge,manual_review,no,12674,sea_celebes,0.624065
11191,Polewali,"156,131,105",merge,manual_review,no,12707,sea_makassar_strait,0.471695
11192,Tondano,"150,172,41",merge,manual_review,no,12678,sea_celebes,0.563657
11193,Kalukku,"150,147,223",merge,manual_review,no,12706,sea_makassar_strait,0.605396
11194,Sojol,"150,129,1",merge,manual_review,no,12674,sea_celebes,0.614278
11195,Kolonodale,"150,83,1",merge,manual_review,no,12686,sea_gulf_of_tomini,0.407287
11196,xxxxx,"150,1,110",merge,manual_review,no,12767,sea_south_china,0.595801
11197,Ampana,"150,1,106",merge,manual_review,no,12675,sea_celebes,0.563528
11198,Beteleme,"150,1,34",merge,manual_review,no,12686,sea_gulf_of_tomini,0.630883
11199,Mamasa,"150,1,32",merge,manual_review,no,12706,sea_makassar_strait,0.421991
11200,Mountains,"147,59,62",merge,manual_review,no,12676,sea_celebes,0.600909
11201,Topoyo,"142,136,62",merge,manual_review,no,12706,sea_makassar_strait,0.603960
11202,Seko,"142,62,95",merge,manual_review,no,12706,sea_makassar_strait,0.602822
11203,Palopo,"142,62,86",merge,manual_review,no,11205,SUL_Donggala,0.539917
11204,Sa’dan,"131,142,62",merge,manual_review,no,12706,sea_makassar_strait,0.524795
11205,Bualemo,"126,203,142",merge,manual_review,no,12675,sea_celebes,0.632388
11206,Marisa,"120,185,177",merge,manual_review,no,12676,sea_celebes,0.635780
11207,Sulawesi Mountains,"120,185,122",merge,manual_review,no,12706,sea_makassar_strait,0.600071
11208,Bulukumba,"119,108,190",merge,manual_review,no,12702,sea_gulf_of_boni,0.310576
11209,Watampone,"116,78,190",merge,manual_review,no,11166,IMPASSABLE Sulawesi Mountains 2,0.584533
11210,Tolitoli,"115,111,199",merge,manual_review,no,12676,sea_celebes,0.616136
11211,Sungguminasa,"115,44,58",merge,manual_review,no,11166,IMPASSABLE Sulawesi Mountains 2,0.575361
11212,Suwawa,"112,44,69",merge,manual_review,no,12676,sea_celebes,0.667607
11213,Malakosa,"111,123,35",merge,manual_review,no,12675,sea_celebes,0.358051
11214,Selayar,"108,190,146",merge,manual_review,no,12702,sea_gulf_of_boni,0.607239
11215,Sopeng,"106,190,161",merge,manual_review,no,11166,IMPASSABLE Sulawesi Mountains 2,0.563133
11216,Palattae,"85,190,78",merge,manual_review,no,11166,IMPASSABLE Sulawesi Mountains 2,0.448272
11217,Larompong,"85,31,26",merge,manual_review,no,11166,IMPASSABLE Sulawesi Mountains 2,0.615714
11218,Bombana,"83,58,179",merge,manual_review,no,12688,sea_banda,0.433614
11219,Hulondalo,"82,133,202",merge,manual_review,no,12676,sea_celebes,0.634919
11220,Pasangkayu,"81,227,70",merge,manual_review,no,12706,sea_makassar_strait,0.543516
11221,Kendari,"80,203,91",merge,manual_review,no,11198,SUL_Tojo,0.617718
11222,Tilamuta,"77,120,179",merge,manual_review,no,12676,sea_celebes,0.635834
11223,Burau,"65,35,127",merge,manual_review,no,11206,SUL_Parigi,0.530316
11224,Tinombo,"61,124,75",merge,manual_review,no,12674,sea_celebes,0.642860
11225,Kolaka,"58,179,176",merge,manual_review,no,11167,IMPASSABLE Sulawesi Mountains 3,0.622005
11226,Lasusua,"58,179,76",merge,manual_review,no,12686,sea_gulf_of_tomini,0.511789
11227,xxxxx,"58,165,152",merge,manual_review,no,12676,sea_celebes,0.600140
11228,Porehu,"58,59,179",merge,manual_review,no,12686,sea_gulf_of_tomini,0.606187
11229,Tomohon,"46,94,39",merge,manual_review,no,12678,sea_celebes,0.530294
11230,Malili,"44,115,93",merge,manual_review,no,12686,sea_gulf_of_tomini,0.625774
11231,xxxxx,"44,115,77",merge,manual_review,no,12674,sea_celebes,0.611562
11232,Makassar,"190,78,136",merge,manual_review,no,11166,IMPASSABLE Sulawesi Mountains 2,0.604473
11233,Modayag,"44,112,59",merge,manual_review,no,12678,sea_celebes,0.634784
11234,Lambunu,"39,191,172",merge,manual_review,no,12676,sea_celebes,0.498088
11235,Lore,"39,191,167",merge,manual_review,no,12706,sea_makassar_strait,0.627916
11236,Baras,"39,177,191",merge,manual_review,no,12706,sea_makassar_strait,0.602768
11237,Lolak,"28,129,149",merge,manual_review,no,12676,sea_celebes,0.465119
11238,Sengkang,"26,85,43",merge,manual_review,no,11166,IMPASSABLE Sulawesi Mountains 2,0.617082
11239,Beturube,"1,150,127",split,manual_review,no,11208,SUL_Bolango,0.513077
11240,Taliwang,"189,53,162",merge,manual_review,no,12704,sea_flores,0.654227
11241,Sumbawa,"114,17,94",merge,manual_review,no,12704,sea_flores,0.658219
11242,Tambora,"200,156,192",merge,manual_review,no,12704,sea_flores,0.484612
11243,Dompo,"173,147,168",merge,manual_review,no,12704,sea_flores,0.670004
11244,Sowal,"147,108,140",merge,manual_review,no,12704,sea_flores,0.623925
11245,Bolo,"96,66,90",merge,manual_review,no,12704,sea_flores,0.625933
11246,Bima,"204,177,199",merge,manual_review,no,12704,sea_flores,0.521658
11248,Jereweh,"127,105,122",merge,manual_review,no,12704,sea_flores,0.532003
11249,Tamiang,"30,77,123",merge,manual_review,no,11258,SUM_Tamiang,0.593543
11250,Deli,"123,30,47",merge,manual_review,no,12725,sea_strait_of_malacca,0.589322
11251,Batubara,"123,46,30",merge,manual_review,no,12725,sea_strait_of_malacca,0.617255
11252,Panai,"189,146,146",merge,manual_review,no,12725,sea_strait_of_malacca,0.554788
