source_province_id,source_rgb,target_province_id,target_rgb,classification,confidence,overlap_score,centroid_score,neighbor_score,source_root_title,source_kingdom,source_duchy,source_county,source_barony,apply_to_history,notes,status,source_name,target_name,target_coverage,overlap_pixels,source_pixel_count,target_pixel_count,candidate_count,name_score,top_candidates
10628,"40,143,19",10815,"229,139,189",merge,0.635886,0.964706,0.995138,0.142857,e_kambuja,k_chenla,d_dviradapura,c_dviradapura,b_longvek,no,auto: best_target_shared_by_multiple_sources,manual_review,Longvek,Phnom_Penh,0.169655,246,255,1450,3,0.000000,1:10815:0.9647:0.1697 | 2:12516:0.0196:0.0224 | 3:10928:0.0157:0.0053
10629,"143,60,116",10815,"229,139,189",merge,0.700223,0.908722,0.995170,0.500000,e_kambuja,k_chenla,d_dviradapura,c_aoral,b_chbar_mon,no,auto: best_target_shared_by_multiple_sources,manual_review,Chbar Mon,Phnom_Penh,0.308966,448,493,1450,2,0.000000,1:10815:0.9087:0.3090 | 2:12523:0.0913:0.0137
10630,"188,110,66",12523,"160,117,255",merge,0.597365,0.847300,0.983297,0.272727,e_kambuja,k_chenla,d_koh_kong,c_khemara_phoumin,b_veal_veaeng,no,auto: best_target_shared_by_multiple_sources,manual_review,Veal Veaeng,Viet_Mountains_4,0.138931,455,537,3275,2,0.000000,1:12523:0.8473:0.1389 | 2:11461:0.1527:0.0832
10631,"73,118,51",10932,"193,214,255",merge,0.630655,0.991111,0.993647,0.125000,e_kambuja,k_chenla,d_battambang,c_pailin,b_sneung,no,auto: best_target_shared_by_multiple_sources,manual_review,Sneung Temple,Battambang,0.071566,223,225,3116,2,0.000000,1:10932:0.9911:0.0716 | 2:10951:0.0089:0.0010
10632,"72,136,40",10821,"255,233,140",merge,0.481646,0.587500,0.988522,0.375000,e_angkor,k_lavapura,d_u_thong,c_nakhon_pathom,b_nakhon_pathom,no,auto: best_target_shared_by_multiple_sources,manual_review,Nakhon Chai Si,Rat_Buri,0.093625,94,160,1004,4,0.000000,1:10821:0.5875:0.0936 | 2:10911:0.3375:0.1098 | 3:10950:0.0563:0.0057 | 4:12728:0.0187:0.0004
10633,"116,196,76",10911,"158,255,179",merge,0.583396,0.629921,0.996546,0.600000,e_angkor,k_lavapura,d_u_thong,c_u_thong,b_u_thong,no,auto: best_target_shared_by_multiple_sources,manual_review,U Thong,Nakhon_Pathom,0.325203,160,254,492,3,0.000000,1:10911:0.6299:0.3252 | 2:12852:0.3661:0.0637 | 3:10950:0.0039:0.0006
10634,"196,170,76",12852,"241,37,134",merge,0.691598,0.987069,0.995361,0.375000,e_angkor,k_lavapura,d_u_thong,c_ban_rai,b_dan_chang,no,auto: best_target_shared_by_multiple_sources,manual_review,Dan Chang,U Thong,0.156849,229,232,1460,2,0.000000,1:12852:0.9871:0.1568 | 2:12505:0.0129:0.0028
10635,"196,76,85",10968,"255,168,176",merge,0.604664,0.798995,0.993930,0.428571,e_angkor,k_lavapura,d_u_thong,c_singhapura,b_chainatburi,no,auto: best_target_shared_by_multiple_sources,manual_review,Chainatburi,Chai_Nat,0.133726,159,199,1189,2,0.000000,1:10968:0.7990:0.1337 | 2:12852:0.2010:0.0274
10636,"211,162,166",10994,"224,71,127",merge,0.685827,0.946043,0.993482,0.428571,e_angkor,k_lavapura,d_lop_buri,c_lavapura,b_phu_kha,no,auto: best_target_shared_by_multiple_sources,manual_review,Phu Kha,Pathum_Thani,0.184951,263,278,1422,3,0.000000,1:10994:0.9460:0.1850 | 2:10910:0.0468:0.0091 | 3:10822:0.0072:0.0012
10637,"212,132,31",10822,"255,127,161",merge,0.611467,0.796438,0.991822,0.428571,e_angkor,k_lavapura,d_lop_buri,c_lavapura,b_khok_charoen,no,auto: best_target_shared_by_multiple_sources,manual_review,Khok Charoen,Lop_Buri,0.189010,313,393,1656,3,0.000000,1:10822:0.7964:0.1890 | 2:10910:0.1705:0.0470 | 3:10994:0.0331:0.0091
10638,"146,31,212",10821,"255,233,140",merge,0.739066,0.972603,0.997264,0.500000,e_angkor,k_lavapura,d_u_thong,c_kanchanaburi,b_kanchanaburi,no,auto: best_target_shared_by_multiple_sources,manual_review,Kanchanaburi,Rat_Buri,0.353586,355,365,1004,2,0.000000,1:10821:0.9726:0.3536 | 2:12505:0.0274:0.0094
10639,"167,128,189",12511,"201,181,221",merge,0.426819,0.525292,0.991619,0.250000,e_kambuja,k_isana,d_canasapura,c_canasapura,b_dan_chapo,no,auto: best_target_shared_by_multiple_sources,manual_review,Dan Chapo,Dong Si Mahosot,0.100074,135,257,1349,3,0.000000,1:12511:0.5253:0.1001 | 2:10937:0.3307:0.0335 | 3:10993:0.1440:0.0284
10640,"171,99,213",12511,"201,181,221",merge,0.612593,0.885167,0.994382,0.250000,e_angkor,k_lavapura,d_lop_buri,c_raeng_khoi,b_chan_thuek,no,auto: best_target_shared_by_multiple_sources,manual_review,Chan Thuek,Dong Si Mahosot,0.137139,185,209,1349,3,0.000000,1:12511:0.8852:0.1371 | 2:10910:0.1100:0.0161 | 3:12533:0.0048:0.0026
10641,"99,185,213",10943,"114,178,167",merge,0.453659,0.678733,0.987372,0.000000,e_kambuja,k_isana,d_kok_khan,c_buriram,b_phuttaisong,no,auto: best_target_shared_by_multiple_sources,manual_review,Phuttaisong,Surin,0.103699,300,442,2893,3,0.000000,1:10943:0.6787:0.1037 | 2:12532:0.2647:0.3268 | 3:11442:0.0566:0.0123
10642,"136,39,125",12903,"255,143,219",merge,0.576026,0.864035,0.983421,0.200000,h_china,k_champa,d_panduranga,c_pajai,b_bal_ula,no,auto: best_target_shared_by_multiple_sources,manual_review,Bal Ula,Viet_Mountains_8,0.037776,197,228,5215,3,0.000000,1:12903:0.8640:0.0378 | 2:12522:0.0833:0.0089 | 3:10918:0.0526:0.0089
10643,"127,239,142",11000,"132,110,78",merge,0.374624,0.393939,0.990126,0.333333,h_china,k_champa,d_vijaya,c_kauthara,b_madahura,no,auto: best_target_shared_by_multiple_sources,manual_review,Madahura,Ea_Sup,0.079836,156,396,1954,4,0.000000,1:11000:0.3939:0.0798 | 2:12903:0.3763:0.0286 | 3:10999:0.1641:0.0665 | 4:10925:0.0657:0.0300
10644,"211,110,159",12506,"214,109,179",merge,0.653041,0.842105,0.995563,0.500000,e_kambuja,k_loeu,d_dagar,c_blao,b_ngan,no,auto: best_target_shared_by_multiple_sources,manual_review,Ngan,Binh_Long_2,0.216216,224,266,1036,2,0.000000,1:12506:0.8421:0.2162 | 2:12903:0.1579:0.0081
10645,"68,134,196",12903,"255,143,219",merge,0.580825,0.915584,0.989774,0.100000,h_china,k_champa,d_panduranga,c_panduranga,b_hamu_linang,no,auto: best_target_shared_by_multiple_sources,manual_review,Hamu Linang,Viet_Mountains_8,0.027037,141,154,5215,2,0.000000,1:12903:0.9156:0.0270 | 2:12522:0.0844:0.0061
10646,"196,135,152",11460,"196,155,255",split,0.728497,0.813596,0.997998,0.750000,e_kambuja,k_loeu,d_sekong,c_saysetha,b_sansay,no,auto: top_two_overlap_share,manual_review,Sansay,Salavan,0.479328,371,456,774,3,0.000000,1:11460:0.8136:0.4793 | 2:12901:0.1842:0.0579 | 3:12521:0.0022:0.0002
10647,"196,175,135",12529,"150,214,255",manual_review,0.472984,0.391026,0.999291,0.500000,e_kambuja,k_isana,d_shrestapura,c_shrestapura,b_huei_thamo,no,auto: low_confidence,manual_review,Huei Thamo,river_mekong,0.516949,183,468,354,5,0.000000,1:12529:0.3910:0.5169 | 2:12538:0.2991:0.0752 | 3:10936:0.1966:0.0515 | 4:11440:0.0812:0.0238 | 5:10949:0.0321:0.0094
10648,"208,147,173",10957,"158,145,72",merge,0.440586,0.539964,0.992406,0.222222,e_kambuja,k_isana,d_mae_si,c_roi_et,b_suang,no,auto: best_target_shared_by_multiple_sources,manual_review,Suang,Maha_Sarakham,0.179457,304,563,1694,6,0.000000,1:10957:0.5400:0.1795 | 2:12531:0.2469:0.4303 | 3:10943:0.0906:0.0176 | 4:11439:0.0515:0.0365 | 5:12532:0.0497:0.0782
10649,"162,94,124",10937,"96,149,255",merge,0.689608,0.965699,0.993872,0.428571,e_kambuja,k_isana,d_canasapura,c_khon_buri,b_nang_rong,no,auto: best_target_shared_by_multiple_sources,manual_review,Nang Rong,Nakhon_Ratschasima,0.144379,366,379,2535,2,0.000000,1:10937:0.9657:0.1444 | 2:10993:0.0343:0.0100
10650,"162,108,94",10934,"255,236,175",merge,0.751766,0.906780,0.994930,0.750000,e_angkor,k_lavapura,d_chan_kabui,c_phya_re,b_khlong_phlu,no,auto: best_target_shared_by_multiple_sources,manual_review,Khlong Phlu,Rayong,0.325888,321,354,985,2,0.000000,1:10934:0.9068:0.3259 | 2:10951:0.0932:0.0167
10651,"37,94,94",10935,"153,212,255",merge,0.619664,0.747525,0.994874,0.500000,e_angkor,k_lavapura,d_chan_kabui,c_phya_re,b_phya_re,no,auto: best_target_shared_by_multiple_sources,manual_review,Phya Re,Chon_Buri,0.309426,302,404,976,2,0.000000,1:10935:0.7475:0.3094 | 2:10934:0.2525:0.1036
10652,"94,41,37",11437,"108,60,137",merge,0.605619,0.851485,0.996267,0.200000,e_angkor,k_lavapura,d_pribpri,c_khu_bua,b_nong_ya_plong,no,auto: best_target_shared_by_multiple_sources,manual_review,Nong Ya Plong,THAI_Phetchaburi,0.268331,344,404,1282,2,0.000000,1:11437:0.8515:0.2683 | 2:11396:0.1485:0.0165
10653,"234,56,133",12903,"255,143,219",merge,0.626289,1.000000,0.990408,0.100000,h_china,k_champa,d_vijaya,c_kauthara,b_kam_ranh,no,auto: best_target_shared_by_multiple_sources,manual_review,Kam Ranh,Viet_Mountains_8,0.048322,252,252,5215,1,0.000000,1:12903:1.0000:0.0483
10654,"92,171,146",11478,"244,122,177",merge,0.442580,0.544586,0.992187,0.285714,,,,,,no,auto: best_target_shared_by_multiple_sources,manual_review,Impassable,Muze,0.092834,171,314,1842,5,0.000000,1:11478:0.5446:0.0928 | 2:10889:0.3153:0.0427 | 3:12508:0.0860:0.0209 | 4:13268:0.0287:0.0097 | 5:11491:0.0255:0.0030
10655,"182,93,61",12523,"160,117,255",merge,0.391647,0.477366,0.976511,0.250000,e_kambuja,k_chenla,d_vyadhapura,c_chum_kiri,b_banteay_meas,no,auto: best_target_shared_by_multiple_sources,manual_review,Banteay Meas,Viet_Mountains_4,0.035420,116,243,3275,3,0.000000,1:12523:0.4774:0.0354 | 2:10812:0.3333:0.0952 | 3:10811:0.1893:0.0380
10656,"179,68,172",10823,"208,229,216",merge,0.464943,0.557940,0.995498,0.333333,e_kambuja,k_chenla,d_koh_kong,c_koh_kong,b_kampong_seila,no,auto: best_target_shared_by_multiple_sources,manual_review,Kampong Seila,Botum_Sakor,0.131712,130,233,987,2,0.000000,1:10823:0.5579:0.1317 | 2:12729:0.4421:0.0092
10657,"135,35,51",11432,"221,197,212",merge,0.441855,0.476373,0.989392,0.375000,e_angkor,k_lavapura,d_kra,c_zardan,b_bokpyin,no,auto: best_target_shared_by_multiple_sources,manual_review,Bokpyin,THAI_Tenasserim,0.198193,373,783,1882,4,0.000000,1:11432:0.4764:0.1982 | 2:11431:0.3091:0.1790 | 3:11395:0.1111:0.4047 | 4:11435:0.1034:0.1027
10658,"205,219,35",10815,"229,139,189",merge,0.432233,0.551402,0.990873,0.142857,e_kambuja,k_chenla,d_vyadhapura,c_angkor_borei,b_chisor,no,auto: best_target_shared_by_multiple_sources,manual_review,Phnom Chisor,Phnom_Penh,0.081379,118,214,1450,5,0.333333,1:10815:0.5514:0.0814 | 2:10811:0.2523:0.0446 | 3:12515:0.1636:0.1452 | 4:10808:0.0234:0.0049 | 5:10809:0.0093:0.0021
10659,"179,68,107",10823,"208,229,216",merge,0.539859,0.652174,0.995774,0.400000,e_kambuja,k_chenla,d_koh_kong,c_koh_kong,b_srae_ambel,no,auto: best_target_shared_by_multiple_sources,manual_review,Srae Ambel,Botum_Sakor,0.227964,225,345,987,2,0.000000,1:10823:0.6522:0.2280 | 2:12523:0.3478:0.0366
10660,"63,35,219",10811,"187,210,232",merge,0.668218,0.971014,0.995427,0.166667,e_kambuja,k_chenla,d_vyadhapura,c_chum_kiri,b_angkor_chey,no,auto: best_target_shared_by_multiple_sources,manual_review,Angkor Chey,Angkor_Borey,0.221122,268,276,1212,2,0.333333,1:10811:0.9710:0.2211 | 2:12523:0.0290:0.0024
10661,"10,174,223",11432,"221,197,212",merge,0.556363,0.649718,0.988866,0.571429,e_ramanya,k_thaton,d_tanintharyi,c_tanangsi,b_tanangsi,no,auto: best_target_shared_by_multiple_sources,manual_review,Tanintharyi,THAI_Tenasserim,0.122210,230,354,1882,3,0.000000,1:11432:0.6497:0.1222 | 2:11435:0.2401:0.1077 | 3:11396:0.1102:0.0107
10662,"163,46,60",12523,"160,117,255",merge,0.639973,0.921536,0.993771,0.272727,e_kambuja,k_chenla,d_dviradapura,c_aoral,b_phnom_aoral,no,auto: best_target_shared_by_multiple_sources,manual_review,Phnom Aoral,Viet_Mountains_4,0.168550,552,599,3275,3,0.000000,1:12523:0.9215:0.1685 | 2:10815:0.0751:0.0310 | 3:10927:0.0033:0.0012
10663,"210,146,199",12523,"160,117,255",merge,0.604122,0.948276,0.992068,0.090909,e_kambuja,k_chenla,d_dviradapura,c_pursat,b_phumi_rovieng,no,auto: best_target_shared_by_multiple_sources,manual_review,Phumi Rovieng,Viet_Mountains_4,0.083969,275,290,3275,2,0.000000,1:12523:0.9483:0.0840 | 2:10927:0.0517:0.0087
10664,"46,115,82",11396,"74,12,236",merge,0.661377,0.967413,0.981012,0.300000,e_ramanya,k_thaton,d_tanintharyi,c_tanangsi,b_kainggyaung,no,auto: best_target_shared_by_multiple_sources,manual_review,Kainggyaung,IMPASSABLE Kra Isthmus mountains 2,0.130459,475,491,3641,3,0.000000,1:11396:0.9674:0.1305 | 2:11432:0.0305:0.0080 | 3:11436:0.0020:0.0012
10665,"45,89,165",12545,"12,70,29",merge,0.437185,0.511364,0.992297,0.285714,h_china,k_viet,d_cu_duc,c_anh_son,b_anh_son,no,auto: best_target_shared_by_multiple_sources,manual_review,Anh Son,Tra Lan,0.167535,225,440,1343,3,0.000000,1:12545:0.5114:0.1675 | 2:12520:0.4341:0.0441 | 3:12543:0.0545:0.0185
10666,"80,68,149",11484,"255,176,81",merge,0.531056,0.506720,0.994571,0.600000,e_angkor,k_laos,d_phongsali,c_phongsali,b_phongsali,no,auto: best_target_shared_by_multiple_sources,manual_review,Phongsali,Muang U,0.388260,377,744,971,4,0.000000,1:11484:0.5067:0.3883 | 2:11483:0.1774:0.0702 | 3:12541:0.1640:0.1024 | 4:12871:0.1519:0.1548
10667,"149,68,82",10907,"171,255,147",merge,0.574794,0.790524,0.995507,0.285714,h_china,k_viet,d_lo,c_vunsanh,b_vai_mo,no,auto: best_target_shared_by_multiple_sources,manual_review,Vai Mo,Zuining_Ayue,0.152257,317,401,2082,3,0.000000,1:10907:0.7905:0.1523 | 2:10450:0.1621:0.0652 | 3:13266:0.0474:0.0120
10668,"226,94,118",10907,"171,255,147",merge,0.451720,0.479885,0.988250,0.444444,h_china,k_viet,d_lo,c_vunsanh,b_vunsanh,no,auto: best_target_shared_by_multiple_sources,manual_review,Vunsanh,Zuining_Ayue,0.160423,334,696,2082,4,0.000000,1:10907:0.4799:0.1604 | 2:13267:0.4583:0.3168 | 3:10450:0.0589:0.0411 | 4:12508:0.0029:0.0015
10669,"177,143,109",10870,"255,102,170",merge,0.370912,0.396514,0.989496,0.300000,h_china,k_dali,d_yon_zon_mi,c_yon_zon_mi,b_dali,no,auto: best_target_shared_by_multiple_sources,manual_review,Da Li,Dali_Yunlong,0.091365,182,459,1992,4,0.000000,1:10870:0.3965:0.0914 | 2:10869:0.3813:0.1902 | 3:12863:0.1765:0.0979 | 4:10899:0.0458:0.0138
10670,"221,45,155",11490,"191,255,238",merge,0.625914,0.791319,0.995917,0.333333,h_china,k_dali,d_yon_zon_mi,c_yunnan,b_bi_ge,no,auto: best_target_shared_by_multiple_sources,manual_review,Bi Ge,Yuepan_North,0.426643,474,599,1111,6,0.000000,1:11490:0.7913:0.4266 | 2:12863:0.0735:0.0532 | 3:10866:0.0568:0.0262 | 4:1496:0.0367:0.3667 | 5:10869:0.0250:0.0163
10671,"200,130,174",10869,"65,255,48",merge,0.475831,0.579897,0.991973,0.250000,h_china,k_dali,d_yon_zon_mi,c_ma_shy,b_bwot_lung,no,auto: best_target_shared_by_multiple_sources,manual_review,Bwot Lung,Dali_Dali,0.244565,225,388,920,4,0.000000,1:10869:0.5799:0.2446 | 2:11476:0.2320:0.0668 | 3:11490:0.1546:0.0540 | 4:10863:0.0335:0.0051
10672,"200,130,146",10876,"175,255,189",merge,0.571540,0.670807,0.993812,0.500000,h_china,k_dali,d_koksang,c_lang_kion,b_miu_lang_kion,no,auto: best_target_shared_by_multiple_sources,manual_review,Miu Lang Kion,Moutong_Lanxi,0.245037,432,644,1763,3,0.000000,1:10876:0.6708:0.2450 | 2:10870:0.2422:0.0783 | 3:10875:0.0870:0.0341
10673,"200,164,130",10868,"255,217,114",merge,0.727560,0.925208,0.995853,0.500000,h_china,k_dali,d_huichuan,c_huichuan,b_huichuan,no,auto: best_target_shared_by_multiple_sources,manual_review,Huichuan,Huichuan_Fawaina,0.269138,334,361,1241,3,0.500000,1:10868:0.9252:0.2691 | 2:10866:0.0637:0.0177 | 3:10887:0.0111:0.0025
10674,"149,79,50",10874,"173,96,255",split,0.727546,0.805128,0.996984,0.625000,h_china,k_dali,d_yi_du,c_maso,b_ngwu_dam,no,auto: top_two_overlap_share,manual_review,Ngwu Dam,Shanju_Chengji,0.668559,942,1170,1409,5,0.000000,1:10874:0.8051:0.6686 | 2:10887:0.1778:0.1299 | 3:10875:0.0094:0.0067 | 4:10866:0.0043:0.0039 | 5:12863:0.0034:0.0048
10675,"50,149,123",11490,"191,255,238",merge,0.426678,0.410579,0.993815,0.500000,h_china,k_dali,d_yon_zon_mi,c_yunnan,b_yunnan,no,auto: best_target_shared_by_multiple_sources,manual_review,Yunnan,Yuepan_North,0.146715,163,397,1111,3,0.000000,1:11490:0.4106:0.1467 | 2:10865:0.3728:0.1119 | 3:10863:0.2166:0.0338
10676,"149,88,50",10863,"238,255,158",merge,0.717124,0.963724,0.993982,0.444444,h_china,k_dali,d_lung_dong,c_wo_lu,b_sufu,no,auto: best_target_shared_by_multiple_sources,manual_review,Sufu,Weichu_Elu,0.313163,797,827,2545,3,0.000000,1:10863:0.9637:0.3132 | 2:10865:0.0254:0.0159 | 3:11476:0.0109:0.0067
10677,"50,51,149",11329,"228,141,68",merge,0.538716,0.616438,0.997802,0.500000,,,,,,no,auto: best_target_shared_by_multiple_sources,manual_review,Nanzhao Mountains,Mong Yang,0.204778,180,292,879,4,0.000000,1:11329:0.6164:0.2048 | 2:12872:0.2397:0.2349 | 3:12540:0.1130:0.0264 | 4:11472:0.0308:0.0040
10678,"149,50,142",11476,"158,161,255",merge,0.660624,0.842795,0.997976,0.375000,h_china,k_dali,d_kainan,c_kainan,b_kainan,no,auto: best_target_shared_by_multiple_sources,manual_review,Zhennan,Xuchu,0.429525,579,687,1348,4,0.000000,1:11476:0.8428:0.4295 | 2:11488:0.1150:0.0639 | 3:12544:0.0320:0.0243 | 4:10863:0.0102:0.0028
10679,"126,50,149",10864,"234,226,255",merge,0.715583,0.920078,0.995612,0.428571,e_angkor,k_laos,d_monglem,c_mang_xie,b_weiyuan,no,auto: best_target_shared_by_multiple_sources,manual_review,Weiyuan,Weichu_Weiyuan,0.301790,472,513,1564,3,0.500000,1:10864:0.9201:0.3018 | 2:10903:0.0448:0.0253 | 3:10904:0.0351:0.0256
10680,"149,61,50",11483,"198,216,255",merge,0.640157,0.818182,0.992258,0.454545,h_china,k_dali,d_kainan,c_buri_yn,b_ma_lung,no,auto: best_target_shared_by_multiple_sources,manual_review,Ma Lung,Chiang Tong / Zhengdong,0.272872,513,627,1880,5,0.000000,1:11483:0.8182:0.2729 | 2:10904:0.1196:0.1067 | 3:10902:0.0351:0.0331 | 4:10906:0.0223:0.0095 | 5:10890:0.0048:0.0018
10681,"149,114,50",10905,"153,255,200",merge,0.546725,0.701887,0.994339,0.333333,h_china,k_dali,d_tonghai,c_tonghai,b_yuanjiang,no,auto: best_target_shared_by_multiple_sources,manual_review,Yuanjiang,Weichu_Luopan,0.197872,186,265,940,3,0.000000,1:10905:0.7019:0.1979 | 2:10890:0.2943:0.0480 | 3:11489:0.0038:0.0007
10682,"50,68,149",10976,"190,128,204",merge,0.401096,0.418831,0.990455,0.400000,,,,,,no,auto: best_target_shared_by_multiple_sources,manual_review,Nanzhao Mountains,Hsenwi,0.084231,258,616,3063,3,0.000000,1:10976:0.4188:0.0842 | 2:10897:0.3328:0.1222 | 3:12876:0.2484:0.3305
10683,"42,110,142",10900,"75,75,204",merge,0.552475,0.716312,0.991884,0.300000,h_china,k_dali,d_yongchang,c_yongchang,b_dang_biong,no,auto: best_target_shared_by_multiple_sources,manual_review,Dang Biong,Yongchang_Qingdian,0.234203,404,564,1725,5,0.000000,1:10900:0.7163:0.2342 | 2:12876:0.2287:0.2786 | 3:11473:0.0319:0.0165 | 4:10901:0.0177:0.0073 | 5:10897:0.0053:0.0018
10684,"139,124,215",10869,"65,255,48",merge,0.427936,0.500000,0.994349,0.285714,h_china,k_dali,d_yon_zon_mi,c_ma_shy,b_ma_shy,no,auto: best_target_shared_by_multiple_sources,manual_review,Da Li,Dali_Dali,0.142391,131,262,920,3,0.000000,1:10869:0.5000:0.1424 | 2:10899:0.4504:0.0774 | 3:11476:0.0496:0.0096
10685,"255,51,83",10865,"201,255,213",merge,0.712333,0.900966,0.995601,0.600000,h_china,k_dali,d_lung_dong,c_lung_dung,b_lung_dung,no,auto: best_target_shared_by_multiple_sources,manual_review,Lung Dung,Nongdong_Nongdong,0.281935,373,414,1323,2,0.000000,1:10865:0.9010:0.2819 | 2:10863:0.0990:0.0161
10686,"255,151,51",10887,"167,255,79",merge,0.751592,0.977528,0.996351,0.571429,h_china,k_dali,d_yi_du,c_kun_ming,b_songwai,no,auto: best_target_shared_by_multiple_sources,manual_review,Songwai,Shanju_Luobang,0.326046,522,534,1601,4,0.000000,1:10887:0.9775:0.3260 | 2:10884:0.0169:0.0102 | 3:10866:0.0037:0.0015 | 4:10868:0.0019:0.0008
10687,"102,51,255",11472,"79,71,132",merge,0.389213,0.445008,0.991125,0.250000,,,,,,no,auto: best_target_shared_by_multiple_sources,manual_review,Nanzhao Mountains,Moeng Laem,0.117306,263,591,2242,5,0.000000,1:11472:0.4450:0.1173 | 2:12873:0.4010:0.4463 | 3:10897:0.1387:0.0489 | 4:11470:0.0085:0.0045 | 5:11471:0.0068:0.0023
10688,"255,51,102",10871,"234,158,255",merge,0.577153,0.806202,0.998333,0.142857,h_china,k_dali,d_huichuan,c_khuo,b_khuo,no,auto: best_target_shared_by_multiple_sources,manual_review,Khuo,Huichuan_Puto,0.304316,416,516,1367,3,0.000000,1:10871:0.8062:0.3043 | 2:10883:0.1841:0.0706 | 3:10872:0.0097:0.0037
10689,"173,51,255",11487,"255,139,94",merge,0.667555,0.964371,0.996304,0.250000,h_china,k_dali,d_tuodong,c_lu_khuon,b_lu_khuon,no,auto: best_target_shared_by_multiple_sources,manual_review,Lu Khuon,Luowu,0.238263,406,421,1704,2,0.000000,1:11487:0.9644:0.2383 | 2:10867:0.0356:0.0127
10690,"255,51,217",11474,"83,53,255",merge,0.636800,0.892857,0.996352,0.333333,h_china,k_dali,d_tuodong,c_anning_yn,b_jinning,no,auto: best_target_shared_by_multiple_sources,manual_review,Jinning,Wenfuzhou,0.160462,250,280,1558,2,0.000000,1:11474:0.8929:0.1605 | 2:10873:0.1071:0.0162
10691,"181,98,166",12373,"54,15,51",manual_review,0.446817,0.385560,0.992518,0.333333,,,,,,no,auto: low_confidence,manual_review,Busuanga,b_ezhou_ezhou,0.587459,534,1385,909,4,0.000000,1:12373:0.3856:0.5875 | 2:13260:0.3783:0.6329 | 3:10391:0.2253:0.2977 | 4:10392:0.0108:0.0148
10692,"204,125,190",12345,"196,105,53",manual_review,0.465851,0.346330,0.998055,0.555556,,,,,,no,auto: low_confidence,manual_review,Naga,b_fuzhou_longping,0.545126,302,872,554,5,0.000000,1:12345:0.3463:0.5451 | 2:10387:0.2282:0.2760 | 3:12341:0.2282:0.2668 | 4:10426:0.1755:0.2322 | 5:12347:0.0218:0.0143
10693,"204,125,155",12128,"218,37,226",manual_review,0.470568,0.389640,0.993807,0.571429,,,,,,no,auto: low_confidence,manual_review,Karanglan,b_guizhou_xiuren,0.413876,346,888,836,4,0.000000,1:12128:0.3896:0.4139 | 2:12347:0.3209:0.2141 | 3:12126:0.1509:0.1209 | 4:12127:0.1385:0.0828
10694,"156,204,125",12126,"90,136,19",merge,0.502039,0.675510,0.994736,0.100000,,,,,,no,auto: best_target_shared_by_multiple_sources,manual_review,Tuy,b_guizhou_muhua,0.298736,331,490,1108,4,0.000000,1:12126:0.6755:0.2987 | 2:13143:0.2673:0.2255 | 3:12127:0.0531:0.0175 | 4:8957:0.0041:0.0035
10695,"125,178,204",12992,"9,55,217",manual_review,0.407069,0.330163,0.997078,0.300000,,,,,,no,auto: low_confidence,manual_review,Dinapigui,b_shaozhou_shaoyang_southwest,0.548533,243,736,443,7,0.000000,1:12992:0.3302:0.5485 | 2:8964:0.2840:0.3996 | 3:13256:0.1440:0.5121 | 4:8960:0.1168:0.1142 | 5:10426:0.0516:0.0577
10696,"60,120,149",8961,"115,7,30",manual_review,0.429448,0.382244,0.994904,0.444444,,,,,,no,auto: low_confidence,manual_review,Aklan 2,b_lianzhou_guiyang,0.332975,310,811,931,7,0.000000,1:8961:0.3822:0.3330 | 2:8963:0.2096:0.2519 | 3:8966:0.1788:0.1613 | 4:8906:0.1147:0.0983 | 5:13253:0.0617:0.1163
10697,"83,137,162",12307,"36,51,125",manual_review,0.465189,0.347541,0.989947,0.545455,,,,,,no,auto: low_confidence,manual_review,Kalasungay,b_guzhou_lexing,0.555556,530,1525,954,8,0.000000,1:12307:0.3475:0.5556 | 2:12068:0.1607:0.3958 | 3:12306:0.1121:0.2432 | 4:12069:0.1016:0.2823 | 5:13083:0.0938:0.1039
10698,"66,159,205",9460,"112,152,42",manual_review,0.470767,0.374012,0.989455,0.571429,,,,,,no,auto: low_confidence,manual_review,Lebak,b_jizhou_taihe,0.470199,426,1139,906,6,0.000000,1:9460:0.3740:0.4702 | 2:9545:0.1668:0.2439 | 3:13241:0.1536:0.0709 | 4:8906:0.1466:0.1765 | 5:10434:0.0992:0.0957
10699,"66,205,98",9546,"75,152,246",manual_review,0.417749,0.421519,0.993129,0.333333,,,,,,no,auto: low_confidence,manual_review,Kulilay,b_qianzhou_gan,0.273399,333,790,1218,4,0.000000,1:9546:0.4215:0.2734 | 2:13053:0.2190:0.1711 | 3:13052:0.2127:0.1709 | 4:9543:0.1468:0.1045
10700,"66,205,201",13043,"103,28,251",manual_review,0.478213,0.498392,0.993023,0.250000,,,,,,no,auto: low_confidence,manual_review,Sigaboy,b_hongzhou_xinwu_south,0.531429,465,933,875,6,0.000000,1:13043:0.4984:0.5314 | 2:13098:0.2969:0.2648 | 3:13015:0.0890:0.0797 | 4:10451:0.0568:0.0505 | 5:13103:0.0547:0.0724
10701,"132,61,64",12736,"17,27,236",merge,0.469326,0.614951,0.976156,0.300000,e_kalimantan,k_tanjungnagara,d_ketungau,c_bengkayang,b_seluas,no,auto: best_target_shared_by_multiple_sources,manual_review,Seluas,sea_north_natuna,0.028231,436,709,15444,4,0.000000,1:12736:0.6150:0.0282 | 2:11118:0.2045:0.0701 | 3:11119:0.1608:0.0472 | 4:12735:0.0197:0.0008
