source_province_id,source_rgb,source_name,candidate_rank,target_province_id,target_rgb,target_name,overlap_pixels,overlap_score,target_coverage
11564,"59,149,175",Sala Li Lao,2,10994,"224,71,127",Pathum_Thani,36,0.223602,0.025316
11564,"59,149,175",Sala Li Lao,3,12511,"201,181,221",Dong Si Mahosot,11,0.068323,0.008154
11565,"103,159,83",Singhapura,1,10994,"224,71,127",Pathum_Thani,209,0.765568,0.146976
11565,"103,159,83",Singhapura,2,10968,"255,168,176",Chai_Nat,49,0.179487,0.041211
11565,"103,159,83",Singhapura,3,12852,"241,37,134",U Thong,15,0.054945,0.010274
11566,"56,114,211",Pradu Yuen,1,10969,"255,94,107",Uthai_Thani,237,0.959514,0.225714
11566,"56,114,211",Pradu Yuen,2,10968,"255,168,176",Chai_Nat,10,0.040486,0.008410
11567,"204,76,98",Huai Nam Hom,1,10969,"255,94,107",Uthai_Thani,330,0.802920,0.314286
11567,"204,76,98",Huai Nam Hom,2,12851,"227,138,239",Thap Chumphon,45,0.109489,0.060322
11567,"204,76,98",Huai Nam Hom,3,10955,"158,82,56",Kamphaeng_Phet,27,0.065693,0.022444
11567,"204,76,98",Huai Nam Hom,4,10968,"255,168,176",Chai_Nat,9,0.021898,0.007569
11568,"190,121,86",Khanu,1,12851,"227,138,239",Thap Chumphon,181,0.560372,0.242627
11568,"190,121,86",Khanu,2,10955,"158,82,56",Kamphaeng_Phet,141,0.436533,0.117207
11568,"190,121,86",Khanu,3,12504,"150,116,155",Chakangrao,1,0.003096,0.000889
11569,"41,88,122",Kosamphi,1,10955,"158,82,56",Kamphaeng_Phet,234,0.914062,0.194514
11569,"41,88,122",Kosamphi,2,12504,"150,116,155",Chakangrao,19,0.074219,0.016889
11569,"41,88,122",Kosamphi,3,12524,"183,255,233",Viet_Mountains_5,3,0.011719,0.000943
11570,"55,35,59",Mountains,1,12523,"160,117,255",Viet_Mountains_4,339,0.775744,0.103511
11570,"55,35,59",Mountains,2,10823,"208,229,216",Botum_Sakor,77,0.176201,0.078014
11570,"55,35,59",Mountains,3,11461,"163,194,226",Kum_Pak_Khlang,21,0.048055,0.021298
11571,"92,99,151",Laizar,1,10987,"204,196,85",Momauk,584,0.921136,0.565891
11571,"92,99,151",Laizar,2,10986,"191,134,204",Shwegu,29,0.045741,0.030114
11571,"92,99,151",Laizar,3,10988,"163,138,204",Waingmaw,17,0.026814,0.015152
11571,"92,99,151",Laizar,4,10985,"114,204,150",Mogaung,4,0.006309,0.003518
11572,"199,183,129",Myitsone,1,10989,"204,176,122",Myitkyina,427,0.880412,0.363095
11572,"199,183,129",Myitsone,2,10981,"133,226,206",Sumpra_Bum,58,0.119588,0.035088
11573,"63,127,153",Htilin,1,9566,"51,156,83",Arakan Mountains,352,0.642336,0.055538
11573,"63,127,153",Htilin,2,9625,"9,120,140",Chin,186,0.339416,0.173023
11573,"63,127,153",Htilin,3,9553,"135,117,204",Tantkyitaung,10,0.018248,0.005855
11574,"171,140,65",Hakha,1,9624,"177,117,12",Kale,319,0.552860,0.190448
11574,"171,140,65",Hakha,2,9566,"51,156,83",Arakan Mountains,178,0.308492,0.028085
11574,"171,140,65",Hakha,3,9625,"9,120,140",Chin,80,0.138648,0.074419
11575,"131,66,27",Sunle,1,9624,"177,117,12",Kale,544,0.893268,0.324776
11575,"131,66,27",Sunle,2,9658,"135,6,29",Thaungdut,45,0.073892,0.055215
11575,"131,66,27",Sunle,3,826,"42,135,13",Manipur,11,0.018062,0.005832
11575,"131,66,27",Sunle,4,9622,"93,111,11",Maukkadaw,9,0.014778,0.004039
11576,"89,86,210",Sidoktaya,1,9563,"135,147,209",Salin,395,0.761079,0.381643
11576,"89,86,210",Sidoktaya,2,9562,"93,144,81",Minbu,111,0.213873,0.142674
11576,"89,86,210",Sidoktaya,3,9553,"135,117,204",Tantkyitaung,13,0.025048,0.007611
11577,"104,205,206",Kyauktaing,1,9565,"9,153,210",Shwesettaw,424,0.810707,0.649311
11577,"104,205,206",Kyauktaing,2,9562,"93,144,81",Minbu,83,0.158700,0.106684
11577,"104,205,206",Kyauktaing,3,9564,"177,150,82",Ngape,12,0.022945,0.026667
11577,"104,205,206",Kyauktaing,4,9590,"9,15,95",Thayetmyo,4,0.007648,0.003010
11578,"123,66,144",Kanaung,1,9592,"93,21,96",Myanaung,290,0.638767,0.180911
11578,"123,66,144",Kanaung,2,9591,"51,18,223",Hinthada,164,0.361233,0.096812
11579,"110,63,202",Kyonpyaw,1,9591,"51,18,223",Hinthada,244,1.000000,0.144038
11580,"62,120,144",Kyauktaw,1,9583,"135,207,219",Thabeik_Taung,496,0.828047,0.383604
11580,"62,120,144",Kyauktaw,2,9584,"177,210,92",Matamuhuri,103,0.171953,0.059195
11581,"148,169,94",Paletwa,1,9584,"177,210,92",Matamuhuri,622,0.936747,0.357471
11581,"148,169,94",Paletwa,2,8722,"92,180,61",Karnaphuli,42,0.063253,0.039216
11582,"104,201,157",Myitnge,1,9559,"177,135,207",Kyaukse,200,0.481928,0.286944
11582,"104,201,157",Myitnge,2,9561,"51,141,208",Mekkhaya,135,0.325301,0.253759
11582,"104,201,157",Myitnge,3,9556,"51,126,78",Ava,80,0.192771,0.137457
11583,"73,196,200",Natmauk,1,9571,"51,171,213",Yamethin,204,0.506203,0.302222
11583,"73,196,200",Natmauk,2,9573,"135,177,214",Binnaka,168,0.416873,0.229508
11583,"73,196,200",Natmauk,3,9574,"177,180,87",Peikthanomyo,31,0.076923,0.024031
11584,"170,86,188",Bwihikho,1,9593,"135,24,224",Toungoo,203,0.473193,0.156154
11584,"170,86,188",Bwihikho,2,9594,"177,27,97",Mong_Pai,174,0.405594,0.181439
11584,"170,86,188",Bwihikho,3,11496,"255,140,130",Mae_Hong_Song_4,52,0.121212,0.033832
11585,"74,44,183",Khabaungkyo,1,9595,"9,30,225",Swa,766,0.962312,0.766767
11585,"74,44,183",Khabaungkyo,2,9636,"51,153,18",Phyu,14,0.017588,0.007613
11585,"74,44,183",Khabaungkyo,3,9572,"93,174,86",Shwemyo,11,0.013819,0.014986
11585,"74,44,183",Khabaungkyo,4,9593,"135,24,224",Toungoo,5,0.006281,0.003846
11586,"44,183,142",Thalaingma,1,9594,"177,27,97",Mong_Pai,302,0.867816,0.314911
11586,"44,183,142",Thalaingma,2,9593,"135,24,224",Toungoo,25,0.071839,0.019231
11586,"44,183,142",Thalaingma,3,11493,"255,40,169",Taunggyi_South,21,0.060345,0.012493
11587,"104,83,212",Oktwin,1,9593,"135,24,224",Toungoo,155,0.541958,0.119231
11587,"104,83,212",Oktwin,2,9638,"135,159,19",Shwegyin,128,0.447552,0.184173
11587,"104,83,212",Oktwin,3,9595,"9,30,225",Swa,2,0.006993,0.002002
11587,"104,83,212",Oktwin,4,9636,"51,153,18",Phyu,1,0.003497,0.000544
11588,"160,143,75",Htanpinsu,1,9574,"177,180,87",Peikthanomyo,380,0.964467,0.294574
11588,"160,143,75",Htanpinsu,2,8609,"176,54,132",river_irrawaddy,6,0.015228,0.013453
11588,"160,143,75",Htanpinsu,3,9575,"9,183,215",Magwe,5,0.012690,0.008157
11588,"160,143,75",Htanpinsu,4,9573,"135,177,214",Binnaka,3,0.007614,0.004098
11589,"126,142,55",Paungbyin,1,9622,"93,111,11",Maukkadaw,1161,0.874906,0.521095
11589,"126,142,55",Paungbyin,2,9567,"93,159,211",Naga Hills,106,0.079879,0.011991
11589,"126,142,55",Paungbyin,3,9644,"177,177,22",Katha,51,0.038433,0.034529
11589,"126,142,55",Paungbyin,4,9645,"9,180,150",Htigyaing,8,0.006029,0.005764
11589,"126,142,55",Paungbyin,5,9658,"135,6,29",Thaungdut,1,0.000754,0.001227
11590,"172,103,172",Mingon,1,10982,"96,226,79",Monyin,1042,0.843725,0.347333
11590,"172,103,172",Mingon,2,9567,"93,159,211",Naga Hills,193,0.156275,0.021833
11591,"41,50,53",Kayah Mountains,1,9638,"135,159,19",Shwegyin,108,0.404494,0.155396
11591,"41,50,53",Kayah Mountains,2,12862,"44,34,25",Dawna_Range,76,0.284644,0.101198
11591,"41,50,53",Kayah Mountains,3,9593,"135,24,224",Toungoo,75,0.280899,0.057692
11591,"41,50,53",Kayah Mountains,4,11496,"255,140,130",Mae_Hong_Song_4,8,0.029963,0.005205
11592,"59,43,34",Bago Yoma Hills,1,9636,"51,153,18",Phyu,232,0.253552,0.126156
11592,"59,43,34",Bago Yoma Hills,2,9595,"9,30,225",Swa,227,0.248087,0.227227
11592,"59,43,34",Bago Yoma Hills,3,9634,"177,147,17",Taungdwingyi,127,0.138798,0.150296
11592,"59,43,34",Bago Yoma Hills,4,9572,"93,174,86",Shwemyo,103,0.112568,0.140327
11592,"59,43,34",Bago Yoma Hills,5,9589,"177,12,222",Myede,90,0.098361,0.115681
11593,"49,31,29",Mawkmai Mountains,1,11494,"135,219,255",Pai,314,0.790932,0.201540
11593,"49,31,29",Mawkmai Mountains,2,10960,"255,163,213",Mae_Hong_Song,83,0.209068,0.041232
11594,"62,36,53",Shan Hills,1,9594,"177,27,97",Mong_Pai,76,0.506667,0.079249
11594,"62,36,53",Shan Hills,2,9570,"9,168,85",Yawnghwe,28,0.186667,0.020833
11594,"62,36,53",Shan Hills,3,9571,"51,171,213",Yamethin,27,0.180000,0.040000
11594,"62,36,53",Shan Hills,4,9593,"135,24,224",Toungoo,19,0.126667,0.014615
11595,"19,47,18",Shan Hills,1,10965,"104,217,255",Taunggyi,202,0.721429,0.108195
11595,"19,47,18",Shan Hills,2,9570,"9,168,85",Yawnghwe,56,0.200000,0.041667
11595,"19,47,18",Shan Hills,3,9559,"177,135,207",Kyaukse,19,0.067857,0.027260
11595,"19,47,18",Shan Hills,4,9561,"51,141,208",Mekkhaya,3,0.010714,0.005639
11596,"73,97,211",Khao Phra Narai,1,11429,"73,175,87",THAI_Chaiya,256,0.895105,0.256000
11596,"73,97,211",Khao Phra Narai,2,12730,"11,127,232",sea_gulf_of_siam,30,0.104895,0.002759
11597,"15,42,57",Chao Phraya River,1,12851,"227,138,239",Thap Chumphon,106,0.658385,0.142091
11597,"15,42,57",Chao Phraya River,2,12504,"150,116,155",Chakangrao,45,0.279503,0.040000
11597,"15,42,57",Chao Phraya River,3,10955,"158,82,56",Kamphaeng_Phet,9,0.055901,0.007481
11597,"15,42,57",Chao Phraya River,4,10968,"255,168,176",Chai_Nat,1,0.006211,0.000841
11598,"15,57,48",Chao Phraya River,1,10950,"193,219,255",Bangkok,196,0.353153,0.124682
11598,"15,57,48",Chao Phraya River,2,10968,"255,168,176",Chai_Nat,160,0.288288,0.134567
11598,"15,57,48",Chao Phraya River,3,10994,"224,71,127",Pathum_Thani,146,0.263063,0.102672
11598,"15,57,48",Chao Phraya River,4,12728,"9,27,244",sea_gulf_of_siam,53,0.095495,0.006855
11599,"57,17,15",Chao Phraya River,1,11447,"209,148,98",Mueang Tak,155,0.481366,0.126324
11599,"57,17,15",Chao Phraya River,2,10955,"158,82,56",Kamphaeng_Phet,136,0.422360,0.113051
11599,"57,17,15",Chao Phraya River,3,12504,"150,116,155",Chakangrao,29,0.090062,0.025778
11599,"57,17,15",Chao Phraya River,4,12859,"38,28,19",Khun_Tan_Range,2,0.006211,0.003306
11600,"56,57,15",Chao Phraya River,1,11497,"216,127,255",Hot,97,0.400826,0.092734
11600,"56,57,15",Chao Phraya River,2,11495,"121,255,107",Chom Thong,47,0.194215,0.049112
11600,"56,57,15",Chao Phraya River,3,11447,"209,148,98",Mueang Tak,47,0.194215,0.038305
11600,"56,57,15",Chao Phraya River,4,11441,"226,244,255",Lamphun,43,0.177686,0.075044
11600,"56,57,15",Chao Phraya River,5,11450,"135,255,251",Chiang_Mai,8,0.033058,0.007333
11601,"188,82,92",Bu'ri,1,10904,"255,240,206",Weichu_Buri,373,0.630068,0.530583
11601,"188,82,92",Bu'ri,2,10906,"255,170,155",Weichu_Yinyuan,88,0.148649,0.059540
11601,"188,82,92",Bu'ri,3,10902,"182,158,255",Weichu_Buteng,79,0.133446,0.118976
11601,"188,82,92",Bu'ri,4,10903,"255,140,209",Weichu_Luotuo,42,0.070946,0.046205
11601,"188,82,92",Bu'ri,5,10864,"234,226,255",Weichu_Weiyuan,10,0.016892,0.006394
11602,"209,111,118",Changning,1,10900,"75,75,204",Yongchang_Qingdian,650,0.757576,0.376812
11602,"209,111,118",Changning,2,10901,"188,204,71",Yongchang_Yongchang,183,0.213287,0.133188
11602,"209,111,118",Changning,3,10899,"206,57,57",Yongchang_Shengxiang,25,0.029138,0.016404
11603,"188,91,91",Cheng Law,1,10895,"115,132,94",Mong La,222,0.572165,0.125070
11603,"188,91,91",Cheng Law,2,12540,"129,207,33",Chiang Coeng,159,0.409794,0.127200
11603,"188,91,91",Cheng Law,3,10894,"113,111,132",Chiang Rung,7,0.018041,0.004937
11604,"64,144,130",Malong,1,11489,"97,244,119",Xiushan_West,599,0.890045,0.417422
11604,"64,144,130",Malong,2,10905,"153,255,200",Weichu_Luopan,69,0.102526,0.073404
11604,"64,144,130",Malong,3,10890,"175,204,247",Xiushan_Qixi,5,0.007429,0.003079
11605,"194,71,71",Mang Huan,1,11471,"132,93,60",Moeng Cae,589,0.877794,0.342044
11605,"194,71,71",Mang Huan,2,12540,"129,207,33",Chiang Coeng,72,0.107303,0.057600
11605,"194,71,71",Mang Huan,3,10892,"247,173,136",Moeng Hing,6,0.008942,0.003183
11605,"194,71,71",Mang Huan,4,10903,"255,140,209",Weichu_Luotuo,4,0.005961,0.004400
11606,"55,147,152",Meng Hing,1,10892,"247,173,136",Moeng Hing,439,1.000000,0.232891
11607,"198,102,139",Meng Ngaat,1,12540,"129,207,33",Chiang Coeng,233,0.578164,0.186400
11607,"198,102,139",Meng Ngaat,2,10894,"113,111,132",Chiang Rung,114,0.282878,0.080395
11607,"198,102,139",Meng Ngaat,3,10892,"247,173,136",Moeng Hing,56,0.138958,0.029708
11608,"122,179,207",Meng Waen,1,11482,"255,107,215",Moeng Long,350,0.872818,0.244413
11608,"122,179,207",Meng Waen,2,11483,"198,216,255",Chiang Tong / Zhengdong,31,0.077307,0.016489
11608,"122,179,207",Meng Waen,3,12541,"215,76,82",Muang Sing,19,0.047382,0.015953
11608,"122,179,207",Meng Waen,4,10892,"247,173,136",Moeng Hing,1,0.002494,0.000531
11609,"152,55,81",Meng Yang Noi,1,10892,"247,173,136",Moeng Hing,429,0.961883,0.227586
11609,"152,55,81",Meng Yang Noi,2,10894,"113,111,132",Chiang Rung,17,0.038117,0.011989
11610,"144,96,34",Mengjia,1,10864,"234,226,255",Weichu_Weiyuan,435,0.856299,0.278133
11610,"144,96,34",Mengjia,2,10903,"255,140,209",Weichu_Luotuo,69,0.135827,0.075908
11610,"144,96,34",Mengjia,3,12874,"27,49,51",Yunnan_Mountains,4,0.007874,0.006006
11611,"48,214,218",Mengtong,1,10864,"234,226,255",Weichu_Weiyuan,309,0.583019,0.197570
11611,"48,214,218",Mengtong,2,11488,"251,175,255",Weichu_North,219,0.413208,0.177184
11611,"48,214,218",Mengtong,3,12544,"76,76,141",Lincang,2,0.003774,0.002212
11612,"188,182,82",Si Mao,1,10902,"182,158,255",Weichu_Buteng,227,0.432381,0.341867
11612,"188,182,82",Si Mao,2,10904,"255,240,206",Weichu_Buri,185,0.352381,0.263158
11612,"188,182,82",Si Mao,3,10892,"247,173,136",Moeng Hing,110,0.209524,0.058355
11612,"188,182,82",Si Mao,4,10906,"255,170,155",Weichu_Yinyuan,3,0.005714,0.002030
11613,"149,50,127",Tongguan,1,10906,"255,170,155",Weichu_Yinyuan,570,0.912000,0.385656
11613,"149,50,127",Tongguan,2,10904,"255,240,206",Weichu_Buri,52,0.083200,0.073969
11613,"149,50,127",Tongguan,3,11488,"251,175,255",Weichu_North,3,0.004800,0.002427
11614,"209,70,70",Wenjing,1,11488,"251,175,255",Weichu_North,407,0.799607,0.329288
11614,"209,70,70",Wenjing,2,11476,"158,161,255",Xuchu,98,0.192534,0.072700
11614,"209,70,70",Wenjing,3,12544,"76,76,141",Lincang,4,0.007859,0.004425
11615,"213,138,80",Xinxing,1,11474,"83,53,255",Wenfuzhou,366,0.950649,0.234917
11615,"213,138,80",Xinxing,2,11489,"97,244,119",Xiushan_West,19,0.049351,0.013240
11616,"63,139,136",Xuchu,1,10863,"238,255,158",Weichu_Elu,341,0.904509,0.133988
11616,"63,139,136",Xuchu,2,11489,"97,244,119",Xiushan_West,24,0.063660,0.016725
11616,"63,139,136",Xuchu,3,11476,"158,161,255",Xuchu,12,0.031830,0.008902
11617,"190,50,106",Yizhi,1,10903,"255,140,209",Weichu_Luotuo,410,0.848861,0.451045
11617,"190,50,106",Yizhi,2,10902,"182,158,255",Weichu_Buteng,30,0.062112,0.045181
11617,"190,50,106",Yizhi,3,10892,"247,173,136",Moeng Hing,29,0.060041,0.015385
11617,"190,50,106",Yizhi,4,10864,"234,226,255",Weichu_Weiyuan,14,0.028986,0.008951
11618,"26,47,36",Mountains,1,12520,"248,255,211",Annamite_Range,234,0.975000,0.053979
11618,"26,47,36",Mountains,2,10838,"163,81,144",Bo_Chinh,6,0.025000,0.004975
11619,"30,26,47",Mountains,1,12523,"160,117,255",Viet_Mountains_4,99,0.767442,0.030229
11619,"30,26,47",Mountains,2,11461,"163,194,226",Kum_Pak_Khlang,23,0.178295,0.023327
11619,"30,26,47",Mountains,3,10951,"167,255,135",Trat,7,0.054264,0.003543
11620,"32,26,47",Mountains,1,12900,"4,47,51",Annamite_Range,103,0.971698,0.028065
11620,"32,26,47",Mountains,2,11446,"255,222,183",Sam_Nuea,3,0.028302,0.001540
11621,"37,26,47",Mountains,1,12864,"7,29,31",Annamite_Range,139,0.691542,0.123556
11621,"37,26,47",Mountains,2,12900,"4,47,51",Annamite_Range,62,0.308458,0.016894
11622,"38,44,65",Mountains,1,10948,"255,163,124",Mouang_Camphon,129,0.732955,0.053394
11622,"38,44,65",Mountains,2,10940,"178,42,103",Ubon_Ratchathani,41,0.232955,0.026384
11622,"38,44,65",Mountains,3,11440,"91,132,74",Sanasomboon,6,0.034091,0.003764
11623,"38,53,65",Mountains,1,11465,"219,253,255",Salo_Tai,232,0.822695,0.165596
11623,"38,53,65",Mountains,2,12520,"248,255,211",Annamite_Range,48,0.170213,0.011073
11623,"38,53,65",Mountains,3,10948,"255,163,124",Mouang_Camphon,2,0.007092,0.000828
11624,"39,38,65",Mountains,1,12901,"237,255,143",Viet_Mountains_6,156,0.760976,0.107512
11624,"39,38,65",Mountains,2,11440,"91,132,74",Sanasomboon,47,0.229268,0.029486
11624,"39,38,65",Mountains,3,12529,"150,214,255",river_mekong,2,0.009756,0.005650
11625,"40,45,71",Mountains,1,11265,"232,112,20",SUM_Rokan_Hilir,197,0.606154,0.084404
11625,"40,45,71",Mountains,2,11264,"174,178,142",SUM_Bahal,128,0.393846,0.118190
11626,"40,56,71",Mountains,1,11265,"232,112,20",SUM_Rokan_Hilir,111,0.630682,0.047558
11626,"40,56,71",Mountains,2,11264,"174,178,142",SUM_Bahal,65,0.369318,0.060018
11627,"40,71,43",Mountains,1,11293,"29,45,29",SUM_Tumbesi,62,0.484375,0.056725
11627,"40,71,43",Mountains,2,11292,"176,11,232",SUM_Lahat,50,0.390625,0.029308
11627,"40,71,43",Mountains,3,11291,"107,93,74",SUM_Karang_Brahi,16,0.125000,0.010922
11628,"40,71,52",Mountains,1,11290,"54,43,61",SUM_Teba,390,0.639344,0.268410
11628,"40,71,52",Mountains,2,11239,"44,10,248",IMPASSABLE Sumatra mountains 4,144,0.236066,0.023813
11628,"40,71,52",Mountains,3,11291,"107,93,74",SUM_Karang_Brahi,59,0.096721,0.040273
11628,"40,71,52",Mountains,4,11285,"79,135,107",SUM_Dharmasraya,15,0.024590,0.012275
11628,"40,71,52",Mountains,5,11284,"206,196,255",SUM_Pagaruyung,2,0.003279,0.001537
11629,"40,71,61",Mountains,1,11284,"206,196,255",SUM_Pagaruyung,205,0.529716,0.157571
11629,"40,71,61",Mountains,2,11270,"128,132,127",SUM_Muara_Takus,125,0.322997,0.097962
11629,"40,71,61",Mountains,3,11239,"44,10,248",IMPASSABLE Sumatra mountains 4,57,0.147287,0.009426
11630,"40,71,68",Mountains,1,11396,"74,12,236",IMPASSABLE Kra Isthmus mountains 2,375,0.876168,0.102994
11630,"40,71,68",Mountains,2,11436,"153,103,10",THAI_Na_Rang,46,0.107477,0.056098
11630,"40,71,68",Mountains,3,11437,"108,60,137",THAI_Phetchaburi,4,0.009346,0.003120
11630,"40,71,68",Mountains,4,10821,"255,233,140",Rat_Buri,3,0.007009,0.002988
11631,"43,26,47",Mountains,1,11483,"198,216,255",Chiang Tong / Zhengdong,93,0.422727,0.049468
11631,"43,26,47",Mountains,2,10892,"247,173,136",Moeng Hing,68,0.309091,0.036074
11631,"43,26,47",Mountains,3,10902,"182,158,255",Weichu_Buteng,59,0.268182,0.088855
11632,"44,40,71",Mountains,1,11263,"51,15,91",SUM_Panai,149,0.496667,0.143269
11632,"44,40,71",Mountains,2,11262,"134,8,163",SUM_Tanjung,125,0.416667,0.112918
11632,"44,40,71",Mountains,3,11237,"42,10,240",IMPASSABLE Sumatra mountains 2,26,0.086667,0.007770
11633,"46,38,65",Mountains,1,12538,"229,170,156",Champassak,97,1.000000,0.052095
11634,"47,26,27",Mountains,1,12520,"248,255,211",Annamite_Range,381,0.837363,0.087889
11634,"47,26,27",Mountains,2,11466,"255,207,119",Ban_Nathan,51,0.112088,0.040380
11634,"47,26,27",Mountains,3,10838,"163,81,144",Bo_Chinh,23,0.050549,0.019071
11635,"52,40,71",Mountains,1,11237,"42,10,240",IMPASSABLE Sumatra mountains 2,120,0.718563,0.035864
11635,"52,40,71",Mountains,2,11249,"54,10,248",IMPASSABLE Sumatra lakes 1,25,0.149701,0.087413
11635,"52,40,71",Mountains,3,11319,"58,135,92",SUM_Singkil,22,0.131737,0.016236
11636,"55,38,65",Mountains,1,10936,"130,161,255",Choam_Khsant,165,0.608856,0.092334
11636,"55,38,65",Mountains,2,12538,"229,170,156",Champassak,96,0.354244,0.051557
11636,"55,38,65",Mountains,3,10802,"255,204,248",Prea_Vihear,10,0.036900,0.006460
11637,"56,71,40",Mountains,1,11298,"119,196,161",SUM_Musi,138,0.501818,0.113580
11637,"56,71,40",Mountains,2,11297,"52,56,25",SUM_Salekar,96,0.349091,0.059516
11637,"56,71,40",Mountains,3,11293,"29,45,29",SUM_Tumbesi,33,0.120000,0.030192
11637,"56,71,40",Mountains,4,11292,"176,11,232",SUM_Lahat,8,0.029091,0.004689
11638,"59,65,38",Mountains,1,10802,"255,204,248",Prea_Vihear,126,0.976744,0.081395
11638,"59,65,38",Mountains,2,10819,"229,208,185",Banteay_Chhmar,3,0.023256,0.001913
11639,"63,40,71",Mountains,1,11236,"41,10,236",IMPASSABLE Sumatra mountains 1,492,0.989940,0.130956
11639,"63,40,71",Mountains,2,11260,"59,81,33",SUM_Aru,5,0.010060,0.008091
11640,"63,65,38",Mountains,1,11438,"66,132,91",Krung_Poi_Pet,157,0.792929,0.106369
11640,"63,65,38",Mountains,2,10819,"229,208,185",Banteay_Chhmar,37,0.186869,0.023597
11640,"63,65,38",Mountains,3,10943,"114,178,167",Surin,4,0.020202,0.001383
11641,"65,38,42",Mountains,1,11435,"30,84,81",THAI_Singkhon,172,0.771300,0.217997
11641,"65,38,42",Mountains,2,11395,"73,12,232",IMPASSABLE Kra Isthmus mountains 1,44,0.197309,0.204651
11641,"65,38,42",Mountains,3,11436,"153,103,10",THAI_Na_Rang,7,0.031390,0.008537
11642,"65,38,47",Mountains,1,11430,"65,76,40",THAI_Ranang,75,0.543478,0.057208
11642,"65,38,47",Mountains,2,11434,"132,45,74",THAI_Chumpon,63,0.456522,0.064948
11643,"65,38,64",Mountains,1,11423,"106,252,113",THAI_Mardelang,91,0.791304,0.110706
11643,"65,38,64",Mountains,2,11393,"71,12,244",IMPASSABLE Malay Peninsula mountains 4,24,0.208696,0.083333
11644,"65,42,38",Mountains,1,12505,"236,196,255",Uthai_Thani,258,0.363893,0.242481
11644,"65,42,38",Mountains,2,12524,"183,255,233",Viet_Mountains_5,242,0.341326,0.076101
11644,"65,42,38",Mountains,3,10969,"255,94,107",Uthai_Thani,114,0.160790,0.108571
11644,"65,42,38",Mountains,4,10955,"158,82,56",Kamphaeng_Phet,95,0.133992,0.078969
11645,"71,40,64",Mountains,1,11236,"41,10,236",IMPASSABLE Sumatra mountains 1,376,0.747515,0.100080
11645,"71,40,64",Mountains,2,11254,"6,86,34",SUM_Lamuri,93,0.184891,0.085087
11645,"71,40,64",Mountains,3,11253,"207,226,170",SUM_Barat,34,0.067594,0.019529
11646,"104,52,57",Mountains,1,11258,"198,49,41",SUM_Tamiang,216,0.427723,0.306818
11646,"104,52,57",Mountains,2,11257,"124,98,229",SUM_Perlak,148,0.293069,0.166292
11646,"104,52,57",Mountains,3,11256,"52,2,114",SUM_Pasai,83,0.164356,0.120464
11646,"104,52,57",Mountains,4,11236,"41,10,236",IMPASSABLE Sumatra mountains 1,27,0.053465,0.007187
11646,"104,52,57",Mountains,5,11260,"59,81,33",SUM_Aru,17,0.033663,0.027508
11647,"46,28,56",Mountains,1,11464,"201,215,255",Tan_Xuyen,207,0.470455,0.304860
11647,"46,28,56",Mountains,2,12902,"255,143,83",Viet_Mountains_7,94,0.213636,0.023216
11647,"46,28,56",Mountains,3,12521,"255,155,102",Viet_Mountains_2,86,0.195455,0.017612
11647,"46,28,56",Mountains,4,11440,"91,132,74",Sanasomboon,36,0.081818,0.022585
11647,"46,28,56",Mountains,5,11465,"219,253,255",Salo_Tai,17,0.038636,0.012134
11648,"29,28,56",Mountains,1,12521,"255,155,102",Viet_Mountains_2,172,0.612100,0.035224
11648,"29,28,56",Mountains,2,11460,"196,155,255",Salavan,101,0.359431,0.130491
11648,"29,28,56",Mountains,3,12902,"255,143,83",Viet_Mountains_7,8,0.028470,0.001976
11649,"28,36,56",Mountains,1,12901,"237,255,143",Viet_Mountains_6,213,0.590028,0.146795
11649,"28,36,56",Mountains,2,11459,"181,213,255",Attapeu,73,0.202216,0.056111
11649,"28,36,56",Mountains,3,10949,"239,255,68",Pakse,71,0.196676,0.044570
11649,"28,36,56",Mountains,4,11460,"196,155,255",Salavan,4,0.011080,0.005168
11650,"182,56,30",Mountains,1,12521,"255,155,102",Viet_Mountains_2,141,0.493007,0.028876
11650,"182,56,30",Mountains,2,12902,"255,143,83",Viet_Mountains_7,127,0.444056,0.031366
11650,"182,56,30",Mountains,3,10831,"226,122,150",My_Son,16,0.055944,0.019925
11650,"182,56,30",Mountains,4,11459,"181,213,255",Attapeu,2,0.006993,0.001537
11651,"130,91,71",Ag Ramag,1,12670,"178,226,232",sea_sulu,271,0.857595,0.014600
11651,"130,91,71",Ag Ramag,2,12669,"77,226,248",sea_sulu,45,0.142405,0.002611
11652,"48,169,39",Kalalaw,1,12669,"77,226,248",sea_sulu,479,0.993776,0.027797
11652,"48,169,39",Kalalaw,2,11042,"48,47,38",PHI_Cuyo,3,0.006224,0.010417
11653,"44,157,129",Marb El,1,12669,"77,226,248",sea_sulu,334,1.000000,0.019383
11654,"184,143,223",Dinadasan,1,12669,"77,226,248",sea_sulu,611,1.000000,0.035457
11655,"168,94,95",Mountains,1,12670,"178,226,232",sea_sulu,230,0.987124,0.012391
11655,"168,94,95",Mountains,2,11042,"48,47,38",PHI_Cuyo,3,0.012876,0.010417
11656,"102,156,147",Mountains,1,12669,"77,226,248",sea_sulu,304,1.000000,0.017642
11657,"26,38,7",Mountains,1,12669,"77,226,248",sea_sulu,127,1.000000,0.007370
11658,"66,95,238",Waitabula,1,12228,"58,200,89",b_zezhou_lingchun,378,0.527197,0.579755
