"final_new_id","source_subset","effective_name","source_origin","primary_status","gap_category","review_class"
"3236","modlu_kalan","river_seine","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"3237","modlu_kalan","river_elbe","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"3238","modlu_kalan","river_elbe","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"3239","modlu_kalan","river_elbe","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"3240","modlu_kalan","river_elbe","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"3241","modlu_kalan","river_daugava","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"3242","modlu_kalan","river_daugava","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"3243","modlu_kalan","river_po","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"3244","modlu_kalan","river_po","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"3245","modlu_kalan","river_po","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"3246","modlu_kalan","river_po","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"3247","modlu_kalan","river_rhone","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"3248","modlu_kalan","river_rhone","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"3249","modlu_kalan","river_rhone","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"3250","modlu_kalan","river_guadiana","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"3251","modlu_kalan","river_guadiana","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"3252","modlu_kalan","river_guadiana","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"3253","modlu_kalan","river_guadalquivir","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"3254","modlu_kalan","river_guadalquivir","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"3255","modlu_kalan","KUNLUNSHAN","modlu","mod_only","named_land_or_special","needs_manual_review"
"3256","modlu_kalan","ALPS 1","modlu","mod_only","named_land_or_special","needs_manual_review"
"3257","modlu_kalan","German Mountains 13","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"3259","modlu_kalan","Northern Apennine Mountains 2","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"3260","modlu_kalan","NORWEGIAN MOUNTAINS","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"3261","modlu_kalan","SWEDISH IMPASSIBLE TERRAIN 1","modlu","mod_only","named_land_or_special","needs_manual_review"
"3262","modlu_kalan","FINNISH IMPASSIBLE TERRAIN 1","modlu","mod_only","named_land_or_special","needs_manual_review"
"3263","modlu_kalan","SWEDISH IMPASSIBLE TERRAIN 2","modlu","mod_only","named_land_or_special","needs_manual_review"
"3264","modlu_kalan","KOLA IMPASSIBLE TERRAIN","modlu","mod_only","named_land_or_special","needs_manual_review"
"3265","modlu_kalan","ICELANDIC LAKES","modlu","mod_only","named_land_or_special","needs_manual_review"
"3266","modlu_kalan","MAGAMPURA","modlu","mod_only","named_land_or_special","needs_manual_review"
"3267","modlu_kalan","KATARGAMA","modlu","mod_only","named_land_or_special","needs_manual_review"
"3268","modlu_kalan","GODAWAYA","modlu","mod_only","named_land_or_special","needs_manual_review"
"3269","modlu_kalan","MAHIYANGANA","modlu","mod_only","named_land_or_special","needs_manual_review"
"3270","modlu_kalan","DIGHAVAPI","modlu","mod_only","named_land_or_special","needs_manual_review"
"3271","modlu_kalan","GIMHATHITHTHA","modlu","mod_only","named_land_or_special","needs_manual_review"
"3272","modlu_kalan","ANURADHAPURA","modlu","mod_only","named_land_or_special","needs_manual_review"
"3273","modlu_kalan","POLONNARUWA","modlu","mod_only","named_land_or_special","needs_manual_review"
"3274","modlu_kalan","DAMBADENIYA","modlu","mod_only","named_land_or_special","needs_manual_review"
"3277","modlu_kalan","SITAWAKA","modlu","mod_only","named_land_or_special","needs_manual_review"
"3278","modlu_kalan","SENKADAGALAPURA","modlu","mod_only","named_land_or_special","needs_manual_review"
"3279","modlu_kalan","MATALE","modlu","mod_only","named_land_or_special","needs_manual_review"
"3280","modlu_kalan","BATTICALOA","modlu","mod_only","named_land_or_special","needs_manual_review"
"3281","modlu_kalan","TRINCOMALEE","modlu","mod_only","named_land_or_special","needs_manual_review"
"3282","modlu_kalan","DHAMBALLAI","modlu","mod_only","named_land_or_special","needs_manual_review"
"3283","modlu_kalan","PUTTALAM","modlu","mod_only","named_land_or_special","needs_manual_review"
"3285","modlu_kalan","VAVUNIYA","modlu","mod_only","named_land_or_special","needs_manual_review"
"3286","modlu_kalan","MANNAR","modlu","mod_only","named_land_or_special","needs_manual_review"
"3287","modlu_kalan","MULLAITIVU","modlu","mod_only","named_land_or_special","needs_manual_review"
"3289","modlu_kalan","PERSIAN IMPASSABLE TERRAIN 1","modlu","mod_only","named_land_or_special","needs_manual_review"
"3290","modlu_kalan","PERSIAN IMPASSABLE TERRAIN 2","modlu","mod_only","named_land_or_special","needs_manual_review"
"3291","modlu_kalan","PERSIAN IMPASSABLE TERRAIN 3","modlu","mod_only","named_land_or_special","needs_manual_review"
"3292","modlu_kalan","PERSIAN IMPASSABLE TERRAIN 4","modlu","mod_only","named_land_or_special","needs_manual_review"
"3293","modlu_kalan","KUNLUNSHAN","modlu","mod_only","named_land_or_special","needs_manual_review"
"3294","modlu_kalan","Tell Atlas Mountains 9","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"3295","modlu_kalan","BALKAN IMPASSABLE TERRAIN 1","modlu","mod_only","named_land_or_special","needs_manual_review"
"3296","modlu_kalan","BALKAN IMPASSABLE TERRAIN 2","modlu","mod_only","named_land_or_special","needs_manual_review"
"3297","modlu_kalan","BALKAN IMPASSABLE TERRAIN 3","modlu","mod_only","named_land_or_special","needs_manual_review"
"3298","modlu_kalan","BALKAN IMPASSABLE TERRAIN 4","modlu","mod_only","named_land_or_special","needs_manual_review"
"3299","modlu_kalan","BALKAN IMPASSABLE TERRAIN 5","modlu","mod_only","named_land_or_special","needs_manual_review"
"3300","modlu_kalan","IBERIAN IMPASSIBLE TERRAIN 1","modlu","mod_only","named_land_or_special","needs_manual_review"
"3301","modlu_kalan","IBERIAN IMPASSIBLE TERRAIN 2","modlu","mod_only","named_land_or_special","needs_manual_review"
"3302","modlu_kalan","IBERIAN IMPASSIBLE TERRAIN 3","modlu","mod_only","named_land_or_special","needs_manual_review"
"3303","modlu_kalan","IBERIAN IMPASSIBLE TERRAIN 4","modlu","mod_only","named_land_or_special","needs_manual_review"
"3304","modlu_kalan","IBERIAN IMPASSIBLE TERRAIN 5","modlu","mod_only","named_land_or_special","needs_manual_review"
"3305","modlu_kalan","IBERIAN IMPASSIBLE TERRAIN 6","modlu","mod_only","named_land_or_special","needs_manual_review"
"3306","modlu_kalan","IBERIAN IMPASSIBLE TERRAIN 7","modlu","mod_only","named_land_or_special","needs_manual_review"
"3307","modlu_kalan","ICELANDIC IMPASSIBLE TERRAIN","modlu","mod_only","named_land_or_special","needs_manual_review"
"3308","modlu_kalan","ALPS 2","modlu","mod_only","named_land_or_special","needs_manual_review"
"3309","modlu_kalan","ALPS 3","modlu","mod_only","named_land_or_special","needs_manual_review"
"3310","modlu_kalan","ALPS 4","modlu","mod_only","named_land_or_special","needs_manual_review"
"3311","modlu_kalan","ALPS 5","modlu","mod_only","named_land_or_special","needs_manual_review"
"3312","modlu_kalan","ALPS 6","modlu","mod_only","named_land_or_special","needs_manual_review"
"3313","modlu_kalan","ALPS 7","modlu","mod_only","named_land_or_special","needs_manual_review"
"3314","modlu_kalan","ALPS 8","modlu","mod_only","named_land_or_special","needs_manual_review"
"3390","modlu_kalan","Thar Desert 1","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"3612","modlu_kalan","KUNLUNSHAN","modlu","mod_only","named_land_or_special","needs_manual_review"
"3949","modlu_kalan","BALKAN IMPASSABLE TERRAIN 6","modlu","mod_only","named_land_or_special","needs_manual_review"
"3950","modlu_kalan","BALKAN IMPASSABLE TERRAIN 7","modlu","mod_only","named_land_or_special","needs_manual_review"
"3951","modlu_kalan","EASTERN EUROPE IMPASSABLE TERRAIN 1","modlu","mod_only","named_land_or_special","needs_manual_review"
"3952","modlu_kalan","EASTERN EUROPE IMPASSABLE TERRAIN 2","modlu","mod_only","named_land_or_special","needs_manual_review"
"3970","modlu_kalan","Thar Desert 2","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"4024","modlu_kalan","Mountains","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"4056","modlu_kalan","Mountains","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"4059","modlu_kalan","KUNLUNSHAN","modlu","mod_only","named_land_or_special","needs_manual_review"
"4071","modlu_kalan","Mountains","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"4224","modlu_kalan","Mountains","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"4255","modlu_kalan","KUNLUNSHAN","modlu","mod_only","named_land_or_special","needs_manual_review"
"4267","modlu_kalan","South Jaz Murian","modlu","mod_only","named_land_or_special","needs_manual_review"
"4282","modlu_kalan","KUNLUNSHAN","modlu","mod_only","named_land_or_special","needs_manual_review"
"4342","modlu_kalan","Sakalkand","modlu","mod_only","named_land_or_special","needs_manual_review"
"4344","modlu_kalan","Parwan","modlu","mod_only","named_land_or_special","needs_manual_review"
"4346","modlu_kalan","Jarbaya","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"4415","modlu_kalan","Desert","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"4489","modlu_kalan","ZAMINDAWAR","modlu","mod_only","named_land_or_special","needs_manual_review"
"4490","modlu_kalan","SARWAN","modlu","mod_only","named_land_or_special","needs_manual_review"
"4491","modlu_kalan","BISHANG","modlu","mod_only","named_land_or_special","needs_manual_review"
"4492","modlu_kalan","DURGAS","modlu","mod_only","named_land_or_special","needs_manual_review"
"4493","modlu_kalan","BAGNIN","modlu","mod_only","named_land_or_special","needs_manual_review"
"4494","modlu_kalan","RUDAN","modlu","mod_only","named_land_or_special","needs_manual_review"
"4495","modlu_kalan","PANJWAY","modlu","mod_only","named_land_or_special","needs_manual_review"
"4496","modlu_kalan","BAKRAWATH","modlu","mod_only","named_land_or_special","needs_manual_review"
"4497","modlu_kalan","PUL","modlu","mod_only","named_land_or_special","needs_manual_review"
"4501","modlu_kalan","GARDIZ","modlu","mod_only","named_land_or_special","needs_manual_review"
"4502","modlu_kalan","ISTAKH","modlu","mod_only","named_land_or_special","needs_manual_review"
"4503","modlu_kalan","SUKAWAND","modlu","mod_only","named_land_or_special","needs_manual_review"
"4505","modlu_kalan","SHARAN","modlu","mod_only","named_land_or_special","needs_manual_review"
"4506","modlu_kalan","MOQOR","modlu","mod_only","named_land_or_special","needs_manual_review"
"4507","modlu_kalan","JALDAK","modlu","mod_only","named_land_or_special","needs_manual_review"
"4508","modlu_kalan","LAMGHAN","modlu","mod_only","named_land_or_special","needs_manual_review"
"4509","modlu_kalan","MAPAN","modlu","mod_only","named_land_or_special","needs_manual_review"
"4510","modlu_kalan","ASFANJAY","modlu","mod_only","named_land_or_special","needs_manual_review"
"4511","modlu_kalan","MASTANG","modlu","mod_only","named_land_or_special","needs_manual_review"
"4512","modlu_kalan","THAL DESERT","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"4514","modlu_kalan","KUNAR","modlu","mod_only","named_land_or_special","needs_manual_review"
"4516","modlu_kalan","NAGARAHARA","modlu","mod_only","named_land_or_special","needs_manual_review"
"4518","modlu_kalan","KOHLU","modlu","mod_only","named_land_or_special","needs_manual_review"
"4519","modlu_kalan","MEKHTAR","modlu","mod_only","named_land_or_special","needs_manual_review"
"4520","modlu_kalan","ZHOB","modlu","mod_only","named_land_or_special","needs_manual_review"
"4538","modlu_kalan","DIHNAKHIRJAN","modlu","mod_only","named_land_or_special","needs_manual_review"
"4541","modlu_kalan","DIZMAR","modlu","mod_only","named_land_or_special","needs_manual_review"
"4629","modlu_kalan","TUBURSHIQ","modlu","mod_only","named_land_or_special","needs_manual_review"
"4817","modlu_kalan","Mountains","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"4844","modlu_kalan","GAZIRAT_IBN_UMAR","modlu","mod_only","named_land_or_special","needs_manual_review"
"4847","modlu_kalan","HISN_KAIFA","modlu","mod_only","named_land_or_special","needs_manual_review"
"4857","modlu_kalan","TALL_FAFAN","modlu","mod_only","named_land_or_special","needs_manual_review"
"4858","modlu_kalan","ARZAN","modlu","mod_only","named_land_or_special","needs_manual_review"
"4860","modlu_kalan","NASRIYE","modlu","mod_only","named_land_or_special","needs_manual_review"
"4862","modlu_kalan","HISN DI-L-QARNAIN","modlu","mod_only","named_land_or_special","needs_manual_review"
"4863","modlu_kalan","SHIMSHAT","modlu","mod_only","named_land_or_special","needs_manual_review"
"4864","modlu_kalan","QULB","modlu","mod_only","named_land_or_special","needs_manual_review"
"4865","modlu_kalan","ERKNE","modlu","mod_only","named_land_or_special","needs_manual_review"
"4884","modlu_kalan","Mountains","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"4898","modlu_kalan","HUNGARIAN-MORAVIAN MOUNTAINS","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"5510","modlu_kalan","river_kama","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"5511","modlu_kalan","river_kama","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"5512","modlu_kalan","Vepsian Wasteland","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"5513","modlu_kalan","ryn_desert","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"5514","modlu_kalan","Caucasus Wasteland","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"5515","modlu_kalan","Caucasus Mountains","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"5516","modlu_kalan","Northern Urals","modlu","mod_only","named_land_or_special","needs_manual_review"
"5517","modlu_kalan","Southern Urals","modlu","mod_only","named_land_or_special","needs_manual_review"
"5518","modlu_kalan","Northern Urals","modlu","mod_only","named_land_or_special","needs_manual_review"
"5685","modlu_kalan","Western Taurus Mountains","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"5686","modlu_kalan","Eastern Taurus Mountains","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"5687","modlu_kalan","Mount Demirkazik","modlu","mod_only","named_land_or_special","needs_manual_review"
"5688","modlu_kalan","Mount Argaeus","modlu","mod_only","named_land_or_special","needs_manual_review"
"5755","modlu_kalan","Marakan","modlu","mod_only","named_land_or_special","needs_manual_review"
"5795","modlu_kalan","Mount Ararat","modlu","mod_only","named_land_or_special","needs_manual_review"
"5796","modlu_kalan","Mount Aragats","modlu","mod_only","named_land_or_special","needs_manual_review"
"5797","modlu_kalan","Dvin range","modlu","mod_only","named_land_or_special","needs_manual_review"
"5802","modlu_kalan","","modlu","mod_only","blank_name","likely_benign_or_low_priority"
"5852","modlu_kalan","Velsk wasteland","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"5853","modlu_kalan","Ustyug wasteland","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"5854","modlu_kalan","Bjarmaland lakes","modlu","mod_only","named_land_or_special","needs_manual_review"
"5855","modlu_kalan","river_dvina","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"5856","modlu_kalan","river_dvina","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"5857","modlu_kalan","river_dvina","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"5858","modlu_kalan","lake_siberia","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"5859","modlu_kalan","Sosvan wasteland","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"5860","modlu_kalan","Samoyed wasteland","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"5861","modlu_kalan","Tobol-Ishim wasteland","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"5862","modlu_kalan","Tara wasteland","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"5863","modlu_kalan","Kushmurun wasteland","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"5864","modlu_kalan","Kazakh wasteland","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"5901","modlu_kalan","TALL_BASHIR","modlu","mod_only","named_land_or_special","needs_manual_review"
"6026","modlu_kalan","river_nile","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"6027","modlu_kalan","river_nile","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"6028","modlu_kalan","river_nile","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"6029","modlu_kalan","river_nile","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"6114","modlu_kalan","EASTERN DESERT","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"6115","modlu_kalan","LIBYAN DESERT","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"6117","modlu_kalan","QARA","modlu","mod_only","named_land_or_special","needs_manual_review"
"6123","modlu_kalan","SINAI DESERT","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"6124","modlu_kalan","SYRIAN DESERT","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"6125","modlu_kalan","river_nile","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"6126","modlu_kalan","river_euphrates","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"6127","modlu_kalan","river_euphrates","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"6128","modlu_kalan","river_euphrates","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"6142","modlu_kalan","JEBEL AKHDAR","modlu","mod_only","named_land_or_special","needs_manual_review"
"6167","modlu_kalan","AD-DAHNA DESERT","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"6173","modlu_kalan","NUFUD-AS-SIRR","modlu","mod_only","named_land_or_special","needs_manual_review"
"6202","modlu_kalan","AN-NAFUD","modlu","mod_only","named_land_or_special","needs_manual_review"
"6256","modlu_kalan","NUFUD-AD-DIHI","modlu","mod_only","named_land_or_special","needs_manual_review"
"6277","modlu_kalan","JABAL AYBAN","modlu","mod_only","named_land_or_special","needs_manual_review"
"6304","modlu_kalan","Mountains","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"6318","modlu_kalan","RUB-AL-KHALI","modlu","mod_only","named_land_or_special","needs_manual_review"
"6319","modlu_kalan","JIBAL-AL-HIJAZI","modlu","mod_only","named_land_or_special","needs_manual_review"
"6320","modlu_kalan","AL-HAJRA","modlu","mod_only","named_land_or_special","needs_manual_review"
"6323","modlu_kalan","ERG-SHARQI","modlu","mod_only","named_land_or_special","needs_manual_review"
"6324","modlu_kalan","ERG-MZABI","modlu","mod_only","named_land_or_special","needs_manual_review"
"6325","modlu_kalan","ATLAS-AS-SAHRI","modlu","mod_only","named_land_or_special","needs_manual_review"
"6326","modlu_kalan","ERG-GHARBI","modlu","mod_only","named_land_or_special","needs_manual_review"
"6327","modlu_kalan","WAHAT-DESERT","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"6328","modlu_kalan","WESTERN_DESERT","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"6371","modlu_kalan","DUNGUNAB","modlu","mod_only","named_land_or_special","needs_manual_review"
"6372","modlu_kalan","WADI_ODIB","modlu","mod_only","named_land_or_special","needs_manual_review"
"6374","modlu_kalan","NAQIS-NORTH","modlu","mod_only","named_land_or_special","needs_manual_review"
"6379","modlu_kalan","AKIK","modlu","mod_only","named_land_or_special","needs_manual_review"
"6381","modlu_kalan","BAZIN","modlu","mod_only","named_land_or_special","needs_manual_review"
"6382","modlu_kalan","WADI_AMUR","modlu","mod_only","named_land_or_special","needs_manual_review"
"6383","modlu_kalan","UPPER_AMUR","modlu","mod_only","named_land_or_special","needs_manual_review"
"6384","modlu_kalan","NAQIS-SOUTH","modlu","mod_only","named_land_or_special","needs_manual_review"
"6385","modlu_kalan","BAQLIN-NORTH","modlu","mod_only","named_land_or_special","needs_manual_review"
"6386","modlu_kalan","BAQLIN-WEST","modlu","mod_only","named_land_or_special","needs_manual_review"
"6387","modlu_kalan","BAQLIN-EAST","modlu","mod_only","named_land_or_special","needs_manual_review"
"6388","modlu_kalan","LOWER_ODIB","modlu","mod_only","named_land_or_special","needs_manual_review"
"6411","modlu_kalan","MIDDLE_ATBARA","modlu","mod_only","named_land_or_special","needs_manual_review"
"6413","modlu_kalan","KHAWR_BARAKA","modlu","mod_only","named_land_or_special","needs_manual_review"
"6414","modlu_kalan","DJARIN","modlu","mod_only","named_land_or_special","needs_manual_review"
"6416","modlu_kalan","BAYUDA_WEST","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"6417","modlu_kalan","BAYUDA_EAST","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"6418","modlu_kalan","BUTANA","modlu","mod_only","named_land_or_special","needs_manual_review"
"6419","modlu_kalan","BUTANA_NORTH","modlu","mod_only","named_land_or_special","needs_manual_review"
"6420","modlu_kalan","NUBIAN_DESERT_SOUTH","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"6421","modlu_kalan","NUBIAN_DESERT_EAST","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"6422","modlu_kalan","NUBIAN_DESERT_WEST","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"6423","modlu_kalan","JEBEL_BEJA","modlu","mod_only","named_land_or_special","needs_manual_review"
"6424","modlu_kalan","WESTERN_NUB_DESERT","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"6425","modlu_kalan","WAHAT-DESERT-SOUTH","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"6426","modlu_kalan","DAR_HAMID","modlu","mod_only","named_land_or_special","needs_manual_review"
"6439","modlu_kalan","MARYA","modlu","mod_only","named_land_or_special","needs_manual_review"
"6441","modlu_kalan","KA'BIR","modlu","mod_only","named_land_or_special","needs_manual_review"
"6442","modlu_kalan","TO_LUS","modlu","mod_only","named_land_or_special","needs_manual_review"
"6443","modlu_kalan","GASH","modlu","mod_only","named_land_or_special","needs_manual_review"
"6444","modlu_kalan","SHOWAK_SOUTH","modlu","mod_only","named_land_or_special","needs_manual_review"
"6445","modlu_kalan","WAD_ABU_NAHL","modlu","mod_only","named_land_or_special","needs_manual_review"
"6547","modlu_kalan","TARUGA","modlu","mod_only","named_land_or_special","needs_manual_review"
"6548","modlu_kalan","BIDA","modlu","mod_only","named_land_or_special","needs_manual_review"
"6549","modlu_kalan","MINNA","modlu","mod_only","named_land_or_special","needs_manual_review"
"6583","modlu_kalan","DAHAR_WALATA","modlu","mod_only","named_land_or_special","needs_manual_review"
"6584","modlu_kalan","AGHARAF","modlu","mod_only","named_land_or_special","needs_manual_review"
"6585","modlu_kalan","TIRIS_DESERT","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"6586","modlu_kalan","ERG_CHECH","modlu","mod_only","named_land_or_special","needs_manual_review"
"6587","modlu_kalan","ERG_IGUIDI","modlu","mod_only","named_land_or_special","needs_manual_review"
"6588","modlu_kalan","HAMADAT_DRAA","modlu","mod_only","named_land_or_special","needs_manual_review"
"6589","modlu_kalan","TANZEROUFT","modlu","mod_only","named_land_or_special","needs_manual_review"
"6592","modlu_kalan","ERG_ATLASI","modlu","mod_only","named_land_or_special","needs_manual_review"
"6593","modlu_kalan","ERG_TOUATI","modlu","mod_only","named_land_or_special","needs_manual_review"
"6594","modlu_kalan","HAMADAT_HAMRA","modlu","mod_only","named_land_or_special","needs_manual_review"
"6595","modlu_kalan","JEBEL_NAFUSA","modlu","mod_only","named_land_or_special","needs_manual_review"
"6596","modlu_kalan","IDEHAN_MURZUQ","modlu","mod_only","named_land_or_special","needs_manual_review"
"6597","modlu_kalan","SAHARAT_HAGGAR","modlu","mod_only","named_land_or_special","needs_manual_review"
"6598","modlu_kalan","SAHARAT_AIR","modlu","mod_only","named_land_or_special","needs_manual_review"
"6599","modlu_kalan","TALAK","modlu","mod_only","named_land_or_special","needs_manual_review"
"6600","modlu_kalan","TENERE_GHARBI","modlu","mod_only","named_land_or_special","needs_manual_review"
"6603","modlu_kalan","TENERE_SHARQI","modlu","mod_only","named_land_or_special","needs_manual_review"
"6605","modlu_kalan","BODELE-DESERT","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"6606","modlu_kalan","BAHR_EL-GHAZAL","modlu","mod_only","named_land_or_special","needs_manual_review"
"6607","modlu_kalan","JUFRA","modlu","mod_only","named_land_or_special","needs_manual_review"
"6699","modlu_kalan","GUILONGU","modlu","mod_only","named_land_or_special","needs_manual_review"
"6716","modlu_kalan","SOTA","modlu","mod_only","named_land_or_special","needs_manual_review"
"6723","modlu_kalan","KUMYA","modlu","mod_only","named_land_or_special","needs_manual_review"
"6724","modlu_kalan","BANINKO","modlu","mod_only","named_land_or_special","needs_manual_review"
"6788","modlu_kalan","HODH_DESERT","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"6789","modlu_kalan","INLAND_NIGER_DELTA","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"6790","modlu_kalan","SIKASSO_HILLS","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"6791","modlu_kalan","river_niger","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"6792","modlu_kalan","river_niger","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"6793","modlu_kalan","river_niger","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"6794","modlu_kalan","river_niger","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"6795","modlu_kalan","river_niger","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"6796","modlu_kalan","river_niger","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"6856","modlu_kalan","KADAM-SOUTH","modlu","mod_only","named_land_or_special","needs_manual_review"
"6870","modlu_kalan","TURRA","modlu","mod_only","named_land_or_special","needs_manual_review"
"6902","modlu_kalan","MUERA_MTS","modlu","mod_only","named_land_or_special","needs_manual_review"
"6903","modlu_kalan","MANDARA_MTS","modlu","mod_only","named_land_or_special","needs_manual_review"
"6904","modlu_kalan","DARFUR_DESERT","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"6905","modlu_kalan","ULAIRA","modlu","mod_only","named_land_or_special","needs_manual_review"
"6906","modlu_kalan","KULFO","modlu","mod_only","named_land_or_special","needs_manual_review"
"6907","modlu_kalan","KUTIGI","modlu","mod_only","named_land_or_special","needs_manual_review"
"6909","modlu_kalan","GBAJIGBO","modlu","mod_only","named_land_or_special","needs_manual_review"
"6910","modlu_kalan","TADA","modlu","mod_only","named_land_or_special","needs_manual_review"
"6911","modlu_kalan","ILORIN","modlu","mod_only","named_land_or_special","needs_manual_review"
"6912","modlu_kalan","OYO-ILE","modlu","mod_only","named_land_or_special","needs_manual_review"
"6913","modlu_kalan","JEBBA","modlu","mod_only","named_land_or_special","needs_manual_review"
"6914","modlu_kalan","KAIAMA","modlu","mod_only","named_land_or_special","needs_manual_review"
"6917","modlu_kalan","KANDI","modlu","mod_only","named_land_or_special","needs_manual_review"
"6918","modlu_kalan","SEGBANA","modlu","mod_only","named_land_or_special","needs_manual_review"
"6920","modlu_kalan","OKUTA","modlu","mod_only","named_land_or_special","needs_manual_review"
"6921","modlu_kalan","KENU","modlu","mod_only","named_land_or_special","needs_manual_review"
