"line_number","barony","expected_name","current_id","current_name","new_id","new_name","reason","status"
"34354","b_vyshny_volochyok","vyshny_volochyok","5167","Vyshny Volochyok","","","already_matches_expected_name","kept"
"34364","b_bezichi","bezichi","5168","Bezichi","","","already_matches_expected_name","kept"
"34370","b_zhelezny_ustyug","zhelezny_ustyug","5169","Zhelezny Ustyug","","","already_matches_expected_name","kept"
"34411","b_minsk","minsk","550","Minsk","","","already_matches_expected_name","kept"
"34422","b_barysaw","barysaw","5126","Barysaw","","","already_matches_expected_name","kept"
"34433","b_bobruisk","bobruisk","9858","Babruysk","","","no_unique_definition_match","unresolved"
"34444","b_lahoysk","lahoysk","5123","Lahoysk","","","already_matches_expected_name","kept"
"34454","b_maladzyechna","maladzyechna","5125","Maladzyechna","","","already_matches_expected_name","kept"
"34470","b_zaslawye","zaslawye","5124","Zaslawye","","","already_matches_expected_name","kept"
"34481","b_valozhyn","valozhyn","9855","Vałozyn","","","no_unique_definition_match","unresolved"
"34487","b_mir","mir","9856","Mirbel","","","no_unique_definition_match","unresolved"
"34503","b_orsha","orsha","5127","Orsha","","","already_matches_expected_name","kept"
"34513","b_drutsk","drutsk","5128","Drutsk","","","already_matches_expected_name","kept"
"34552","b_polotsk","polotsk","5129","Polotsk","","","already_matches_expected_name","kept"
"34567","b_myory","myory","5131","Myory","","","already_matches_expected_name","kept"
"34577","b_vetrino","vetrino","5132","Vetrino","","","already_matches_expected_name","kept"
"34583","b_dzisna","dzisna","9843","Dzisna","","","already_matches_expected_name","kept"
"34593","b_braslau","braslau","166","BRASLAU","","","already_matches_expected_name","kept"
"34599","b_drysa","drysa","5130","Drysa","","","already_matches_expected_name","kept"
"34605","b_kraslava","kraslava","9839","Kraslava","","","already_matches_expected_name","kept"
"34619","b_lukoml","lukoml","934","Lukoml","","","already_matches_expected_name","kept"
"34628","b_lepiel","lepiel","9842","Lepiel","","","already_matches_expected_name","kept"
"34634","b_hlybokaye","hlybokaye","5133","Hlybokaye","","","already_matches_expected_name","kept"
"34644","b_budslau","budslau","9857","Budslav","","","no_unique_definition_match","unresolved"
"34659","b_vitebsk","vitebsk","5134","Vitebsk","","","already_matches_expected_name","kept"
"34669","b_haradok","haradok","5135","Haradok","","","already_matches_expected_name","kept"
"34712","b_rostov","rostov","574","Rostov","","","already_matches_expected_name","kept"
"34726","b_gavrilovskoye","gavrilovskoye","5242","Gavrilovskoye","","","already_matches_expected_name","kept"
"34732","b_sol_vilikaya","sol_vilikaya","5249","Sol Vilikaya","","","already_matches_expected_name","kept"
"34743","b_kostroma","kostroma","5251","Kostroma","","","already_matches_expected_name","kept"
"34749","b_galich_mersky","galich_mersky","586","Galich Mersky","","","already_matches_expected_name","kept"
"34755","b_chukhloma","chukhloma","5252","Chukhloma","","","already_matches_expected_name","kept"
"34761","b_soligalich","soligalich","5831","Soligalich","","","already_matches_expected_name","kept"
"34784","b_yaroslavl","yaroslavl","572","Yaroslavl","","","already_matches_expected_name","kept"
"34801","b_vyatskoye","vyatskoye","5828","Vyatskoye","","","already_matches_expected_name","kept"
"34807","b_mologa","mologa","5176","Mologa","","","already_matches_expected_name","kept"
"34813","b_lyubim","lyubim","5829","Lyubim","","","already_matches_expected_name","kept"
"34831","b_moskva","moskva","575","Moskva","","","already_matches_expected_name","kept"
"34837","b_dmitrov","dmitrov","570","Dmitrov","","","already_matches_expected_name","kept"
"34843","b_naro-fominsk","naro-fominsk","5244","Naro-Fominsk","","","already_matches_expected_name","kept"
"34849","b_serpukhov","serpukhov","5245","Serpukhov","","","already_matches_expected_name","kept"
"34860","b_mozhaysk","mozhaysk","587","Mozhaysk","","","already_matches_expected_name","kept"
"34866","b_lotoshino","lotoshino","5226","Lotoshino","","","already_matches_expected_name","kept"
"34884","b_tver","tver","5173","Tver","","","already_matches_expected_name","kept"
"34890","b_volok_lamsky","volok_lamsky","5174","Volok Lamsky","","","already_matches_expected_name","kept"
"34896","b_klin","klin","5243","Klin","","","already_matches_expected_name","kept"
"34907","b_uglich","uglich","571","Uglich","","","already_matches_expected_name","kept"
"34914","b_kashin","kashin","5175","Kashin","","","already_matches_expected_name","kept"
"34932","b_vladimir","vladimir","582","Vladimir","","","already_matches_expected_name","kept"
"34938","b_volochok","volochok","5236","Volochok","","","already_matches_expected_name","kept"
"34944","b_sudogda","sudogda","5237","Sudogda","","","already_matches_expected_name","kept"
"34950","b_yegoryevsk","yegoryevsk","5238","Yegoryevsk","","","already_matches_expected_name","kept"
"34961","b_suzdal","suzdal","5239","Suzdal","","","already_matches_expected_name","kept"
"34967","b_yuryev","yuryev","5240","Yuryev","","","already_matches_expected_name","kept"
"34973","b_pereyaslavl_zalessky","pereyaslavl_zalessky","573","Pereyaslavl Zalessky","","","already_matches_expected_name","kept"
"34979","b_ivanovo","ivanovo","5241","Ivanovo","","","already_matches_expected_name","kept"
"34996","b_ryazan","ryazan","580","Ryazan","","","already_matches_expected_name","kept"
"35002","b_pereyaslavl_ryazanski","pereyaslavl_ryazanski","5228","Pereyaslavl Ryazanski","","","already_matches_expected_name","kept"
"35008","b_vaskina_polyana","vaskina_polyana","5253","Vaskina Polyana","","","already_matches_expected_name","kept"
"35014","b_klepiki","klepiki","5230","Klepiki","","","already_matches_expected_name","kept"
"35020","b_gorodets-meshchyorsky","gorodets-meshchyorsky","5233","Gorodets-Meshchyorsky","","","already_matches_expected_name","kept"
"35031","b_pronsk","pronsk","577","Pronsk","","","already_matches_expected_name","kept"
"35038","b_yelets","yelets","5232","Yelets","","","already_matches_expected_name","kept"
"35050","b_kolomna","kolomna","578","Kolomna","","","already_matches_expected_name","kept"
"35057","b_tula","tula","5231","Tula","","","already_matches_expected_name","kept"
"35063","b_rostislavl","rostislavl","5229","Rostislavl","","","already_matches_expected_name","kept"
"35074","b_murom","murom","581","Murom","","","already_matches_expected_name","kept"
"35080","b_starodub-on-the-klyazma","starodub-on-the-klyazma","583","Starodub-on-the-klyazma","","","already_matches_expected_name","kept"
"35086","b_vyksa","vyksa","5234","Vyksa","","","already_matches_expected_name","kept"
"35118","b_nizhny_novgorod","nizhny_novgorod","584","Nizhny Novgorod","","","already_matches_expected_name","kept"
"35131","b_pavlovo","pavlovo","5235","Pavlovo","","","already_matches_expected_name","kept"
"35138","b_kineshma","kineshma","5246","Kineshma","","","already_matches_expected_name","kept"
"35148","b_gorodets","gorodets","585","Gorodets","","","already_matches_expected_name","kept"
"35155","b_makariev","makariev","5256","Makariev","","","already_matches_expected_name","kept"
"35167","b_plyos","plyos","5247","Plyos","","","already_matches_expected_name","kept"
"35173","b_shuya","shuya","5248","Shuya","","","already_matches_expected_name","kept"
"35183","b_manturovo","manturovo","5250","Manturovo","","","already_matches_expected_name","kept"
"35189","b_suday","suday","5834","Suday","","","already_matches_expected_name","kept"
"35222","b_kholmogory","kholmogory","5798","Kholmogory","","","already_matches_expected_name","kept"
"35228","b_arkhangelsk","arkhangelsk","5799","Arkhangelsk","","","already_matches_expected_name","kept"
"35234","b_brin_navolok","brin_navolok","5800","Brin Navolok","","","already_matches_expected_name","kept"
"35244","b_onega","onega","5803","Onega","","","already_matches_expected_name","kept"
"35250","b_pole","pole","5804","Pole","","","already_matches_expected_name","kept"
"35256","b_korelskoye","korelskoye","5805","Korelskoye","","","already_matches_expected_name","kept"
"35262","b_malashuyka","malashuyka","5806","Malashuyka","","","already_matches_expected_name","kept"
"35272","b_povenets","povenets","5807","Povenets","","","already_matches_expected_name","kept"
"35278","b_malenga","malenga","5808","Malenga","","","already_matches_expected_name","kept"
"35284","b_yangary","yangary","5809","Yangary","","","already_matches_expected_name","kept"
"35290","b_kustranda","kustranda","5810","Kustranda","","","already_matches_expected_name","kept"
"35300","b_pudozh","pudozh","5811","Pudozh","","","already_matches_expected_name","kept"
"35306","b_vershinino","vershinino","5812","Vershinino","","","already_matches_expected_name","kept"
"35312","b_yarnema","yarnema","5813","Yarnema","","","already_matches_expected_name","kept"
"35329","b_kargopol","kargopol","5814","Kargopol","","","already_matches_expected_name","kept"
"35335","b_vitzgora","vitzgora","5815","Vitzgora","","","already_matches_expected_name","kept"
"35341","b_ostrov_BJA","ostrov_BJA","5816","Ostrov_BJA","","","already_matches_expected_name","kept"
"35351","b_kirillov","kirillov","5817","Kirillov","","","already_matches_expected_name","kept"
"35357","b_dvinitza","dvinitza","5818","Dvinitza","","","already_matches_expected_name","kept"
"35363","b_pelsina","pelsina","5819","Pelsina","","","already_matches_expected_name","kept"
"35373","b_totma","totma","5820","Totma","","","already_matches_expected_name","kept"
"35379","b_tasta","tasta","5821","Tasta","","","already_matches_expected_name","kept"
"35385","b_tischna","tischna","5822","Tischna","","","already_matches_expected_name","kept"
"35391","b_kadnikov","kadnikov","5823","Kadnikov","","","already_matches_expected_name","kept"
"35408","b_onsthia","onsthia","5832","Onsthia","","","already_matches_expected_name","kept"
"35414","b_karitsa","karitsa","5833","Karitsa","","","already_matches_expected_name","kept"
"35424","b_choklema","choklema","5835","Choklema","","","already_matches_expected_name","kept"
"35430","b_gorodek","gorodek","5836","Gorodek","","","already_matches_expected_name","kept"
"35436","b_boborossa","boborossa","5837","Boborossa","","","already_matches_expected_name","kept"
"35453","b_veliky_ustyug","veliky_ustyug","5838","Veliky Ustyug","","","already_matches_expected_name","kept"
"35459","b_nyuksenitsa","nyuksenitsa","5839","Nyuksenitsa","","","already_matches_expected_name","kept"
"35465","b_kotlas","kotlas","5840","Kotlas","","","already_matches_expected_name","kept"
"35471","b_usyorga","usyorga","5841","Usyorga","","","already_matches_expected_name","kept"
"35481","b_shenkursk","shenkursk","5842","Shenkursk","","","already_matches_expected_name","kept"
"35487","b_krasny_bor","krasny_bor","5843","Krasny Bor","","","already_matches_expected_name","kept"
"35493","b_bereznik","bereznik","5844","Bereznik","","","already_matches_expected_name","kept"
"35503","b_velsk","velsk","5845","Velsk","","","already_matches_expected_name","kept"
"35509","b_verkhovazhye","verkhovazhye","5846","Verkhovazhye","","","already_matches_expected_name","kept"
"35515","b_ous_vaga","ous_vaga","5847","Ous Vaga","","","already_matches_expected_name","kept"
"35521","b_yemetsk","yemetsk","5848","Yemetsk","","","already_matches_expected_name","kept"
"35531","b_kevrola","kevrola","5849","Kevrola","","","already_matches_expected_name","kept"
"35537","b_verkola","verkola","5850","Verkola","","","already_matches_expected_name","kept"
"35543","b_osmova","osmova","5851","Osmova","","","already_matches_expected_name","kept"
"35621","b_ladyzyn","ladyzyn","5257","Ladyzyn","","","already_matches_expected_name","kept"
"35627","b_birzula","birzula","5258","Birzula","","","already_matches_expected_name","kept"
"35633","b_liubashivka","liubashivka","5259","Liubashivka","","","already_matches_expected_name","kept"
"35643","b_yary","yary","5260","Yary","","","already_matches_expected_name","kept"
"35649","b_buky","buky","5261","Buky","","","already_matches_expected_name","kept"
"35655","b_uman","uman","5262","Uman","","","already_matches_expected_name","kept"
"35665","b_cherkassy","cherkassy","5263","Cherkassy","","","already_matches_expected_name","kept"
"35670","b_sacacatce","sacacatce","5264","Sacacatce","","","already_matches_expected_name","kept"
"35676","b_kashan","kashan","5265","Kashan","","","multiple_definition_matches","unresolved"
"35682","b_pervomaisk","pervomaisk","5266","Pervomaisk","","","already_matches_expected_name","kept"
"35692","b_dnipro","dnipro","5274","Dnipro","","","already_matches_expected_name","kept"
"35698","b_salmacatce","salmacatce","5275","Salmacatce","","","already_matches_expected_name","kept"
"35721","b_bakhmut","bakhmut","564","Bakhmut","","","already_matches_expected_name","kept"
"35727","b_lozova","lozova","5320","Lozova","","","already_matches_expected_name","kept"
"35733","b_pokrovsk","pokrovsk","5321","Pokrovsk","","","already_matches_expected_name","kept"
"35739","b_tor","tor","5322","Tor","","","already_matches_expected_name","kept"
"35745","b_volcha","volcha","5323","Volcha","","","already_matches_expected_name","kept"
"35755","b_samar","samar","556","Samar","","","multiple_definition_matches","unresolved"
"35761","b_karlivka","karlivka","5282","Karlivka","","","already_matches_expected_name","kept"
"35767","b_kharka","kharka","565","Kharka","","","already_matches_expected_name","kept"
"35773","b_bohodukhiv","bohodukhiv","5283","Bohodukhiv","","","already_matches_expected_name","kept"
"35792","b_golden_hills","golden_hills","5290","Golden Hills","","","already_matches_expected_name","kept"
"35798","b_siyahtepe","siyahtepe","5291","Siyahtepe","","","already_matches_expected_name","kept"
"35804","b_ust-donvokhi","ust-donvokhi","5292","Ust-Donvokhi","","","already_matches_expected_name","kept"
"35810","b_kazarki","kazarki","594","Kazarki","","","already_matches_expected_name","kept"
"35820","b_kazanskaya","kazanskaya","5287","Kazanskaya","","","already_matches_expected_name","kept"
"35826","b_boguchar","boguchar","5325","Boguchar","","","already_matches_expected_name","kept"
"35832","b_millerovo","millerovo","5326","Millerovo","","","already_matches_expected_name","kept"
"35838","b_podgornye","podgornye","5327","Podgornye","","","already_matches_expected_name","kept"
"35848","b_sarysyn","sarysyn","595","Sarysyn","","","already_matches_expected_name","kept"
"35854","b_frolovo","frolovo","5293","Frolovo","","","already_matches_expected_name","kept"
"35860","b_kamyshin","kamyshin","5294","Kamyshin","","","already_matches_expected_name","kept"
"35866","b_yelan","yelan","5295","Yelan","","","already_matches_expected_name","kept"
"35899","b_okachiv","okachiv","543","Okachiv","","","already_matches_expected_name","kept"
"35904","b_tiraspol","tiraspol","5267","Tiraspol","","","already_matches_expected_name","kept"
"35909","b_odessa","odessa","5268","Odessa","","","already_matches_expected_name","kept"
"35914","b_olbia_ETEL","olbia_ETEL","542","Olbia_ETEL","","","already_matches_expected_name","kept"
"35923","b_kherson","kherson","5269","Kherson","","","already_matches_expected_name","kept"
"35928","b_kazanka","kazanka","5270","Kazanka","","","already_matches_expected_name","kept"
"35933","b_voznessensk","voznessensk","5271","Voznessensk","","","already_matches_expected_name","kept"
"35942","b_beryslav","beryslav","5272","Beryslav","","","already_matches_expected_name","kept"
"35947","b_nikopol","nikopol","5273","Nikopol","","","already_matches_expected_name","kept"
"35973","b_khortytsia","khortytsia","557","Khortytsia","","","already_matches_expected_name","kept"
"35978","b_mariupol","mariupol","5280","Mariupol","","","already_matches_expected_name","kept"
"35983","b_kutur-ogly","kutur-ogly","5281","Kutur-Ogly","","","already_matches_expected_name","kept"
"35988","b_donetsk","donetsk","5324","Donetsk","","","already_matches_expected_name","kept"
"36001","b_oleshye","oleshye","558","Oleshye","","","already_matches_expected_name","kept"
"36006","b_kakovka","kakovka","5278","Kakovka","","","already_matches_expected_name","kept"
"36011","b_kyzyl_jar","kyzyl_jar","5279","Kyzyl Jar","","","already_matches_expected_name","kept"
"36037","b_tana","tana","596","Tana","","","already_matches_expected_name","kept"
"36044","b_taganrog","taganrog","563","Taganrog","","","already_matches_expected_name","kept"
"36062","b_kuzeytorg","kuzeytorg","5328","Kuzeyrog","","","no_unique_definition_match","unresolved"
"36067","b_ivanovskoye","ivanovskoye","5329","Ivanovskoye","","","already_matches_expected_name","kept"
"36091","b_kalos_limen","kalos_limen","559","Kalos Limen","","","already_matches_expected_name","kept"
"36102","b_kerkinitis","kerkinitis","5276","Kerkinitis","","","already_matches_expected_name","kept"
"36108","b_aqmescit","aqmescit","5330","Aqmescit","","","already_matches_expected_name","kept"
"36122","b_perekop","perekop","5277","Perekop","","","already_matches_expected_name","kept"
"36132","b_dzhankoi","dzhankoi","5331","Dzhankoi","","","already_matches_expected_name","kept"
"36160","b_sarkel","sarkel","607","Sarkel","","","already_matches_expected_name","kept"
"36166","b_aksay","aksay","5315","Aksay","","","multiple_definition_matches","unresolved"
"36177","b_manych","manych","5288","Manych","","","already_matches_expected_name","kept"
"36184","b_semikarakary","semikarakary","5332","Semikarakary","","","already_matches_expected_name","kept"
"36191","b_yergolyk","yergolyk","5340","Yergolyk","","","already_matches_expected_name","kept"
"36203","b_astrakhan","astrakhan","5311","Astrakhan","","","already_matches_expected_name","kept"
"36209","b_sara","sara","5312","Sara","","","already_matches_expected_name","kept"
"36215","b_khazaran","khazaran","604","Khazaran","","","already_matches_expected_name","kept"
"36225","b_beksima","beksima","605","Beksima","","","already_matches_expected_name","kept"
"36231","b_sarepta","sarepta","5333","Sarepta","","","already_matches_expected_name","kept"
"36237","b_yenotayevka","yenotayevka","5334","Yenotayevka","","","already_matches_expected_name","kept"
"36256","b_samander","samander","5305","Samander","","","already_matches_expected_name","kept"
"36262","b_balanjar","balanjar","5304","Balanjar","","","already_matches_expected_name","kept"
"36268","b_sambalut","sambalut","5342","Sambalut","","","already_matches_expected_name","kept"
"36279","b_kumukh","kumukh","675","Kumukh","","","already_matches_expected_name","kept"
"36286","b_durdzukia","durdzukia","5306","Durdzukia","","","already_matches_expected_name","kept"
"36298","b_samiran","samiran","5343","Samiran","","","already_matches_expected_name","kept"
"36304","b_kizlyar","kizlyar","5307","Kizlyar","","","already_matches_expected_name","kept"
"36310","b_cabartei","cabartei","5308","Cabartei","","","already_matches_expected_name","kept"
"36316","b_tserlona","tserlona","5309","Tserlona","","","already_matches_expected_name","kept"
"36339","b_tmutarakan","tmutarakan","598","Tmutarakan","","","already_matches_expected_name","kept"
"36349","b_batacrim","batacrim","9838","BataCrim","","","already_matches_expected_name","kept"
"36361","b_kerch","kerch","562","Kerch","","","already_matches_expected_name","kept"
"36367","b_kimmerikon","kimmerikon","9832","Kimmerikon","","","already_matches_expected_name","kept"
"36394","b_azov","azov","597","Azov","","","already_matches_expected_name","kept"
"36405","b_chamchev","chamchev","5339","Chamchev","","","already_matches_expected_name","kept"
"36416","b_kuban","kuban","5335","Kuban","","","already_matches_expected_name","kept"
"36427","b_papagia","papagia","5289","Papagia","","","already_matches_expected_name","kept"
"36433","b_soleny","soleny","5336","Soleny","","","already_matches_expected_name","kept"
"36453","b_yaseni","yaseni","599","Yaseni","","","already_matches_expected_name","kept"
"36463","b_chelbaska","chelbaska","5337","Chelbaska","","","already_matches_expected_name","kept"
"36469","b_tikhon","tikhon","5338","Tikhon","","","already_matches_expected_name","kept"
"36516","b_saray","saray","619","Saray","","","already_matches_expected_name","kept"
"36522","b_nikolaievsk","nikolaievsk","5316","Nikolaievsk","","","already_matches_expected_name","kept"
"36533","b_itil","itil","620","Itil","","","already_matches_expected_name","kept"
"36539","b_chyorny_yar","chyorny_yar","5345","Chyorny Yar","","","already_matches_expected_name","kept"
"36549","b_saqsin","saqsin","5313","Saqsin","","","already_matches_expected_name","kept"
"36555","b_saraychiq","saraychiq","5317","Saraychiq","","","already_matches_expected_name","kept"
"36561","b_ryn","ryn","5346","Ryn","","","already_matches_expected_name","kept"
"36571","b_verchina_uzen","verchina_uzen","5314","Verchina Uzen","","","already_matches_expected_name","kept"
"36577","b_chelykla","chelykla","5348","Chelykla","","","already_matches_expected_name","kept"
"36587","b_uzen","uzen","617","Uzens","","","no_unique_definition_match","unresolved"
"36593","b_ukek","ukek","608","Ukek","","","already_matches_expected_name","kept"
"36599","b_engels","engels","5347","Engels","","","already_matches_expected_name","kept"
"36617","b_pecheneg","pecheneg","616","Pecheneg","","","already_matches_expected_name","kept"
"36623","b_ilekskoi_gorodok","ilekskoi_gorodok","5502","Ilekskoi Gorodok","","","already_matches_expected_name","kept"
"36629","b_kamelik","kamelik","5503","Kamelik","","","already_matches_expected_name","kept"
"36639","b_jambalar","jambalar","5504","Jambalar","","","already_matches_expected_name","kept"
"36645","b_yalachi","yalachi","5505","Yalachi","","","already_matches_expected_name","kept"
"36651","b_maza","maza","5506","Maza","","","already_matches_expected_name","kept"
"36657","b_maloi_irghiz","maloi_irghiz","5507","Maloi Irghiz","","","already_matches_expected_name","kept"
"36667","b_yaitsk","yaitsk","5319","Yaitsk","","","already_matches_expected_name","kept"
"36673","b_kalmikovsky","kalmikovsky","5318","Kalmikovsky","","","already_matches_expected_name","kept"
"36679","b_zhaltyr","zhaltyr","5349","Zhaltyr","","","already_matches_expected_name","kept"
"36685","b_tasqala","tasqala","602","Tasqala","","","already_matches_expected_name","kept"
"36741","b_bolghar","bolghar","610","Bolghar","","","already_matches_expected_name","kept"
"36747","b_bilyar","bilyar","613","Bilyar","","","already_matches_expected_name","kept"
"36753","b_cukataw","cukataw","5405","Cukataw","","","already_matches_expected_name","kept"
"36759","b_suvar","suvar","5406","Suvar","","","already_matches_expected_name","kept"
"36769","b_ashli","ashli","614","Ashli","","","already_matches_expected_name","kept"
"36775","b_simbirsk","simbirsk","591","Simbirsk","","","already_matches_expected_name","kept"
"36781","b_banja","banja","5411","Banja","","","already_matches_expected_name","kept"
"36791","b_yar_calli","yar_calli","5408","Yar Calli","","","already_matches_expected_name","kept"
"36797","b_agidel","agidel","5409","Agidel","","","already_matches_expected_name","kept"
"36803","b_tukhchi","tukhchi","5407","Tukhchi","","","already_matches_expected_name","kept"
"36813","b_karabolam","karabolam","5412","Karabolam","","","already_matches_expected_name","kept"
"36819","b_aqsubay","aqsubay","5413","Aqsubay","","","already_matches_expected_name","kept"
"36825","b_elmet","elmet","5414","Elmet","","","already_matches_expected_name","kept"
"36835","b_samar_VB","samar_VB","609","Samar","","","no_unique_definition_match","unresolved"
"36841","b_pokhnishne","pokhnishne","5416","Pokhnishne","","","already_matches_expected_name","kept"
"36847","b_neftegorsk","neftegorsk","5417","Neftegorsk","","","already_matches_expected_name","kept"
"36853","b_buzuluk","buzuluk","5415","Buzuluk","","","already_matches_expected_name","kept"
"36872","b_kazan","kazan","611","Kazan","","","already_matches_expected_name","kept"
"36878","b_kashan_VB","kashan_VB","5397","Kashan","","","no_unique_definition_match","unresolved"
"36884","b_otarka","otarka","5400","Otarka","","","already_matches_expected_name","kept"
"36890","b_mamadych","mamadych","5399","Mamadych","","","already_matches_expected_name","kept"
"36896","b_arsk","arsk","5398","Arsk","","","already_matches_expected_name","kept"
"36906","b_yoshkar-ola","yoshkar-ola","588","Yoshkar-Ola","","","already_matches_expected_name","kept"
"36912","b_volzhsk","volzhsk","5393","Volzhsk","","","already_matches_expected_name","kept"
"36918","b_arda","arda","5394","Arda","","","already_matches_expected_name","kept"
"36924","b_mari-turek","mari-turek","5396","Mari-Turek","","","already_matches_expected_name","kept"
"36930","b_tsarevokokchaisk","tsarevokokchaisk","5395","Tsarevokokchaisk","","","already_matches_expected_name","kept"
"36940","b_elabuga","elabuga","5403","Elabuga","","","already_matches_expected_name","kept"
"36946","b_izhevsk","izhevsk","5404","Izhevsk","","","already_matches_expected_name","kept"
"36952","b_voloz","voloz","5402","Voloz","","","already_matches_expected_name","kept"
"36958","b_mozhga","mozhga","5401","Mozhga","","","already_matches_expected_name","kept"
"36977","b_jalmat","jalmat","5422","Jalmat","","","already_matches_expected_name","kept"
"36983","b_pascherty","pascherty","5423","Pascherty","","","already_matches_expected_name","kept"
"36989","b_almetyvesk","almetyvesk","5425","Almetyvesk","","","already_matches_expected_name","kept"
"36995","b_bugulma","bugulma","5424","Bugulma","","","already_matches_expected_name","kept"
"37005","b_belebey","belebey","5418","Belebey","","","already_matches_expected_name","kept"
"37011","b_menzelinsk","menzelinsk","5419","Menzelinsk","","","already_matches_expected_name","kept"
"37017","b_siun","siun","5420","Siun","","","already_matches_expected_name","kept"
"37023","b_achaly","achaly","5421","Achaly","","","already_matches_expected_name","kept"
"37042","b_urzen","urzen","589","Urzen","","","already_matches_expected_name","kept"
"37048","b_vetluga","vetluga","5473","Vetluga","","","already_matches_expected_name","kept"
"37054","b_vokhma","vokhma","5474","Vokhma","","","already_matches_expected_name","kept"
"37064","b_cykma","cykma","5470","Cykma","","","already_matches_expected_name","kept"
"37070","b_semenov","semenov","5471","Semenov","","","already_matches_expected_name","kept"
"37076","b_luch","luch","5472","Luch","","","already_matches_expected_name","kept"
"37095","b_bugurslan","bugurslan","5426","Bugurslan","","","already_matches_expected_name","kept"
"37100","b_bol_uran","bol_uran","5427","Bol Uran","","","already_matches_expected_name","kept"
"37105","b_sakmarskoi_gorodok","sakmarskoi_gorodok","5428","Sakmarskoi Gorodok","","","already_matches_expected_name","kept"
"37114","b_salavat","salavat","5431","Salavat","","","already_matches_expected_name","kept"
"37119","b_teterpush","teterpush","5430","Teterpush","","","already_matches_expected_name","kept"
"37124","b_sterlitamak","sterlitamak","5429","Sterlitamak","","","already_matches_expected_name","kept"
"37133","b_kumertau","kumertau","5432","Kumertau","","","already_matches_expected_name","kept"
"37138","b_prechistenskaya","prechistenskaya","5433","Prechistenskaya","","","already_matches_expected_name","kept"
"37181","b_cheboksary","cheboksary","590","Cheboksary","","","already_matches_expected_name","kept"
"37186","b_urmary","urmary","5363","Urmary","","","already_matches_expected_name","kept"
"37191","b_tzyvil","tzyvil","5364","Tzyvil","","","already_matches_expected_name","kept"
"37196","b_alatyr","alatyr","5365","Alatyr","","","already_matches_expected_name","kept"
"37205","b_lachyk-uba","lachyk-uba","5359","Lachyk-Uba","","","already_matches_expected_name","kept"
"37210","b_morchansk","morchansk","5360","Morchansk","","","already_matches_expected_name","kept"
"37227","b_rakcha","rakcha","5362","Rakcha","","","already_matches_expected_name","kept"
"37232","b_chatzk","chatzk","5361","Chatzk","","","already_matches_expected_name","kept"
"37250","b_saran","saran","5383","Saran","","","already_matches_expected_name","kept"
"37255","b_vorona","vorona","5386","Vorona","","","already_matches_expected_name","kept"
"37260","b_kachma","kachma","5385","Kachma","","","already_matches_expected_name","kept"
"37277","b_serdosk","serdosk","5384","Serdosk","","","already_matches_expected_name","kept"
"37290","b_kirsanov","kirsanov","5387","Kirsanov","","","already_matches_expected_name","kept"
"37315","b_kozlov","kozlov","5357","Kozlov","","","already_matches_expected_name","kept"
"37328","b_oranienburg","oranienburg","5358","Oranienburg","","","already_matches_expected_name","kept"
"37362","b_voronezh","voronezh","5350","Voronezh","","","already_matches_expected_name","kept"
"37375","b_usman","usman","5352","Usman","","","already_matches_expected_name","kept"
"37381","b_lipetsk","lipetsk","5351","Lipetsk","","","already_matches_expected_name","kept"
"37391","b_karatayak","karatayak","5371","Karatayak","","","already_matches_expected_name","kept"
"37397","b_pavlovsk","pavlovsk","5373","Pavlovsk","","","already_matches_expected_name","kept"
"37410","b_babrov","babrov","5372","Babrov","","","already_matches_expected_name","kept"
"37427","b_oskol","oskol","566","Oskol","","","already_matches_expected_name","kept"
"37433","b_khorysdan","khorysdan","5285","Khorysdan","","","already_matches_expected_name","kept"
"37439","b_khursa","khursa","5286","Khursa","","","already_matches_expected_name","kept"
"37445","b_chally-kala","chally-kala","5284","Chally-Kala","","","already_matches_expected_name","kept"
"37480","b_saratov","saratov","592","Saratov","","","already_matches_expected_name","kept"
"37497","b_hanbalik","hanbalik","5369","Hanbalik","","","already_matches_expected_name","kept"
"37503","b_uza","uza","5370","Uza","","","already_matches_expected_name","kept"
"37517","b_penza","penza","5366","Penza","","","already_matches_expected_name","kept"
"37526","b_saransk","saransk","579","Saransk","","","already_matches_expected_name","kept"
"37532","b_insara","insara","5367","Insara","","","already_matches_expected_name","kept"
"37538","b_chechkeiev","chechkeiev","5368","Chechkeiev","","","already_matches_expected_name","kept"
"37555","b_atkarsk","atkarsk","5509","Atkarsk","","","already_matches_expected_name","kept"
"37561","b_peschanka","peschanka","5508","Peschanka","","","already_matches_expected_name","kept"
"37567","b_tersa","tersa","5410","Tersa","","","already_matches_expected_name","kept"
"37585","b_petrovsk","petrovsk","5390","Petrovsk","","","already_matches_expected_name","kept"
"37598","b_treliaka","treliaka","5391","Treliaka","","","already_matches_expected_name","kept"
"37604","b_alchanka","alchanka","5392","Alchanka","","","already_matches_expected_name","kept"
"37623","b_khopyor","khopyor","593","Khopyor","","","already_matches_expected_name","kept"
"37628","b_bychok","bychok","5380","Bychok","","","already_matches_expected_name","kept"
"37633","b_kriucha","kriucha","5381","Kriucha","","","already_matches_expected_name","kept"
"37638","b_manina","manina","5382","Manina","","","already_matches_expected_name","kept"
"37647","b_tuluchezeva","tuluchezeva","5374","Teluchezeva","","","no_unique_definition_match","unresolved"
