"category","file_path","source_title_id","canonical_title_id","canonical_namespace","status","relation_type","rewrite_allowed","occurrence_count","line_numbers"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_SW_hailar","c_SW_hailar","mod","mapped","contextual","yes","1","38136"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_SW_heiergun","c_SW_heiergun","mod","mapped","contextual","yes","1","35852"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_SW_heiheguo","c_SW_heiheguo","mod","mapped","contextual","yes","1","36042"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_SW_heilonghean","c_SW_heilonghean","mod","mapped","contextual","yes","1","37027"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_SW_heilonglin","c_SW_heilonglin","mod","mapped","contextual","yes","1","41861"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_SW_hongxingan","c_SW_hongxingan","mod","mapped","contextual","yes","1","36421"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_SW_huangtouguo","c_SW_huangtouguo","mod","mapped","contextual","yes","1","36935"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_SW_hulunbuir","c_SW_hulunbuir","mod","mapped","contextual","yes","1","36241"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_SW_jiqin_hari","c_SW_jiqin_hari","mod","mapped","contextual","yes","1","37910"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_SW_lingxiguo","c_SW_lingxiguo","mod","mapped","contextual","yes","1","37220"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_SW_luotuoguo","c_SW_luotuoguo","mod","mapped","contextual","yes","1","36465"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_SW_lupingyuan","c_SW_lupingyuan","mod","mapped","contextual","yes","1","41708"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_SW_mengwuo","c_SW_mengwuo","mod","mapped","contextual","yes","1","35945"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_SW_nabeiguo","c_SW_nabeiguo","mod","mapped","contextual","yes","1","36561"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_SW_pibeihe","c_SW_pibeihe","mod","mapped","contextual","yes","1","38114"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_SW_powoguo","c_SW_powoguo","mod","mapped","contextual","yes","1","37311"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_SW_puyuzhou","c_SW_puyuzhou","mod","mapped","contextual","yes","1","37505"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_SW_ruzhejiang","c_SW_ruzhejiang","mod","mapped","contextual","yes","1","37932"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_SW_shanbeiguo","c_SW_shanbeiguo","mod","mapped","contextual","yes","1","37715"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_SW_suihua","c_SW_suihua","mod","mapped","contextual","yes","1","40318"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_SW_xinghuangtou","c_SW_xinghuangtou","mod","mapped","contextual","yes","1","36834"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_SW_xingnabei","c_SW_xingnabei","mod","mapped","contextual","yes","1","36647"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_SW_zhongcheziguo","c_SW_zhongcheziguo","mod","mapped","contextual","yes","1","36304"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_taeju","c_taeju","mod","mapped","contextual","yes","1","44920"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_uiju","c_uiju","mod","mapped","contextual","yes","1","44509"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_ulju","c_ulju","mod","mapped","contextual","yes","1","52867"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_ulleong","c_ulleong","mod","mapped","contextual","yes","1","47795"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_wonju","c_wonju","mod","mapped","contextual","yes","1","47682"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_woye","c_woye","mod","mapped","contextual","yes","1","38930"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_xingqing","c_xingqing","mod","mapped","contextual","yes","1","64498"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_yalong","c_yalong","mod","mapped","contextual","yes","1","66575"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_yangju","c_yangju","mod","mapped","contextual","yes","1","48834"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_yeongwon","c_yeongwon","mod","mapped","contextual","yes","1","41449"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_yumen","c_yumen","mod","mapped","contextual","yes","1","67303"
"history/titles","history\titles\00_ASIA_NORTH.txt","d_BAL_anwon","d_BAL_anwon","mod","mapped","contextual","yes","3","45351|45585|45868"
"history/titles","history\titles\00_ASIA_NORTH.txt","d_BAL_cheolli","d_BAL_cheolli","mod","mapped","contextual","yes","3","40731|41560|41802"
"history/titles","history\titles\00_ASIA_NORTH.txt","d_BAL_dongpyeong","d_BAL_dongpyeong","mod","mapped","contextual","yes","2","45431|45780"
"history/titles","history\titles\00_ASIA_NORTH.txt","d_BAL_hoewon","d_BAL_hoewon","mod","mapped","contextual","yes","5","41524|41990|42526|42610|45958"
"history/titles","history\titles\00_ASIA_NORTH.txt","d_BAL_yeojintang","d_BAL_yeojintang","mod","mapped","contextual","yes","5","40039|45033|45226|45237|45572"
"history/titles","history\titles\00_ASIA_NORTH.txt","d_bukgye","d_bukgye","mod","mapped","contextual","yes","4","41456|44763|44937|48038"
"history/titles","history\titles\00_ASIA_NORTH.txt","d_chungju","d_chungju","mod","mapped","contextual","yes","14","50437|50746|50942|51143|51348|51530|51766|51931|52182|52372|52558|53580|53705|53831"
"history/titles","history\titles\00_ASIA_NORTH.txt","d_donggye","d_donggye","mod","mapped","contextual","yes","9","47611|47729|47738|47844|47853|48459|48468|48581|48590"
"history/titles","history\titles\00_ASIA_NORTH.txt","d_gaeseong","d_gaeseong","mod","mapped","contextual","yes","1","48639"
"history/titles","history\titles\00_ASIA_NORTH.txt","d_gwangju","d_gwangju","mod","mapped","contextual","yes","3","48894|48958|49211"
"history/titles","history\titles\00_ASIA_NORTH.txt","d_gyeongju","d_gyeongju","mod","mapped","contextual","yes","4","52782|53161|53295|53424"
"history/titles","history\titles\00_ASIA_NORTH.txt","d_gyoju","d_gyoju","mod","mapped","contextual","yes","4","48102|48349|50247|50375"
"history/titles","history\titles\00_ASIA_NORTH.txt","d_haeju","d_haeju","mod","mapped","contextual","yes","3","49381|49539|49940"
"history/titles","history\titles\00_ASIA_NORTH.txt","d_jeonju","d_jeonju","mod","mapped","contextual","yes","3","51543|51599|51944"
"history/titles","history\titles\00_ASIA_NORTH.txt","d_jinju","d_jinju","mod","mapped","contextual","yes","4","52939|53442|53585|53836"
"history/titles","history\titles\00_ASIA_NORTH.txt","d_naju","d_naju","mod","mapped","contextual","yes","4","51996|52188|52378|52563"
"history/titles","history\titles\00_ASIA_NORTH.txt","d_SW_dashiweiguo","d_SW_dashiweiguo","mod","mapped","contextual","yes","5","32524|35863|35952|36153|38147"
"history/titles","history\titles\00_ASIA_NORTH.txt","d_SW_heicheziguo","d_SW_heicheziguo","mod","mapped","contextual","yes","2","32460|36315"
"history/titles","history\titles\00_ASIA_NORTH.txt","d_SW_lingxiguo","d_SW_lingxiguo","mod","mapped","contextual","yes","3","36054|37129|37318"
"history/titles","history\titles\00_ASIA_NORTH.txt","d_SW_puyudao","d_SW_puyudao","mod","mapped","contextual","yes","4","37037|37406|37627|37726"
"history/titles","history\titles\00_ASIA_NORTH.txt","d_SW_qingxingan","d_SW_qingxingan","mod","mapped","contextual","yes","5","36473|36567|36654|36738|36846"
"history/titles","history\titles\00_ASIA_NORTH.txt","d_SW_ruzheguo","d_SW_ruzheguo","mod","mapped","contextual","yes","3","36396|37939|38030"
"history/titles","history\titles\00_ASIA_NORTH.txt","d_SW_sushenguo","d_SW_sushenguo","mod","mapped","contextual","yes","5","37822|40410|40809|41715|41868"
"history/titles","history\titles\00_ASIA_NORTH.txt","d_tamna","d_tamna","mod","mapped","contextual","yes","1","52663"
"history/titles","history\titles\00_ASIA_NORTH.txt","d_yukju","d_yukju","mod","mapped","contextual","yes","4","41255|44559|44727|44970"
"history/titles","history\titles\00_ASIA_NORTH.txt","e_goryeo","e_goryeo","mod","mapped","contextual","yes","28","41267|44641|44771|44852|44933|47625|48034|48106|48224|48345|48658|48775|48964|49712|49880|49944|50556|51606|52010|52640"
"history/titles","history\titles\00_ASIA_NORTH.txt","e_yongliang","e_yongliang","vanilla","mapped","exact","yes","1","64379"
"history/titles","history\titles\00_ASIA_NORTH.txt","h_china","h_china","mod","mapped","contextual","yes","61","813|872|1034|1110|1170|1226|1287|1328|1470|1712|1989|2096|2476|3606|3914|6149|17508|32266|32268|33949"
"history/titles","history\titles\00_ASIA_NORTH.txt","k_baekje","k_baekje","mod","mapped","contextual","yes","5","47490|50551|51534|51935|52001"
"history/titles","history\titles\00_ASIA_NORTH.txt","k_balhae","k_balhae","mod","mapped","contextual","yes","47","39896|39951|40010|40100|40193|40470|40524|40642|40644|40692|40741|40901|40938|40972|41045|41126|41258|41306|41314|41342"
"history/titles","history\titles\00_ASIA_NORTH.txt","k_goguryeo","k_goguryeo","mod","mapped","contextual","yes","61","32114|35938|36031|36133|36416|36822|37117|37208|37299|37493|37592|37703|37803|38276|38278|39508|39512|39566|39668|39787"
"history/titles","history\titles\00_ASIA_NORTH.txt","k_luzhen","k_luzhen","mod","mapped","contextual","yes","15","32359|39981|40672|40776|40913|41323|41538|41975|45094|45175|45234|45493|45571|45646|46459"
"history/titles","history\titles\00_ASIA_NORTH.txt","k_silla","k_silla","mod","mapped","contextual","yes","9","47408|47616|48644|48763|48879|49073|49196|50544|53445"
"history/titles","history\titles\00_ASIA_NORTH.txt","k_yongson_throne","k_yongson_throne","mod","mapped","contextual","yes","2","90724|90759"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_aru","c_aru","mod","mapped","contextual","yes","1","75555"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_baigaur","c_baigaur","mod","mapped","contextual","yes","1","62172"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_BOR_berau","c_BOR_berau","mod","mapped","contextual","yes","1","72665"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_BOR_brunei","c_BOR_brunei","mod","mapped","contextual","yes","1","72278"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_bungo","c_bungo","mod","mapped","contextual","yes","1","76510"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_chakangrao","c_chakangrao","mod","mapped","contextual","yes","1","57081"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_dagon","c_dagon","vanilla","mapped","exact","yes","1","46036"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_dongchuan","c_dongchuan","mod","mapped","contextual","yes","1","65705"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_haripunjaya","c_haripunjaya","mod","mapped","contextual","yes","1","56174"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_hsenwi","c_hsenwi","mod","mapped","contextual","yes","1","49328"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_huichuan","c_huichuan","mod","mapped","contextual","yes","1","66807"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_indrapura","c_indrapura","mod","mapped","contextual","yes","1","61103"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_JAV_madura","c_JAV_madura","mod","mapped","contextual","yes","1","69732"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_jianchang","c_jianchang","mod","mapped","contextual","yes","1","66850"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_kale","c_kale","mod","mapped","contextual","yes","1","45045"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_kauthara","c_kauthara","mod","mapped","contextual","yes","1","62277"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_khu_bua","c_khu_bua","mod","mapped","contextual","yes","1","48657"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_kyaukse","c_kyaukse","vanilla","mapped","exact","yes","1","41343"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_lampang","c_lampang","mod","mapped","contextual","yes","1","56353"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_luang_prabang","c_luang_prabang","mod","mapped","contextual","yes","1","50481"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_madaya","c_madaya","mod","mapped","contextual","yes","1","44100"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_magwe","c_magwe","vanilla","mapped","exact","yes","1","40880"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_minbu","c_minbu","mod","mapped","contextual","yes","1","39043"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_mongnai","c_mongnai","mod","mapped","contextual","yes","1","49674"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_mukdahan","c_mukdahan","mod","mapped","contextual","yes","1","54400"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_myitkyina","c_myitkyina","mod","mapped","contextual","yes","1","44938"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_nakhon_pathom","c_nakhon_pathom","mod","mapped","contextual","yes","1","47791"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_nakkavaram","c_nakkavaram","mod","mapped","contextual","yes","1","73690"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_nias","c_nias","mod","mapped","contextual","yes","1","75977"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_pagan","c_pagan","mod","mapped","contextual","yes","1","38958"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_panduranga","c_panduranga","mod","mapped","contextual","yes","1","62151"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_pegu","c_pegu","mod","mapped","contextual","yes","1","39859"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_phetchabun","c_phetchabun","mod","mapped","contextual","yes","1","57281"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_PHI_sulu","c_PHI_sulu","mod","mapped","contextual","yes","1","78507"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_pursat","c_pursat","mod","mapped","contextual","yes","1","52801"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_putao","c_putao","mod","mapped","contextual","yes","1","44864"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_ramu","c_ramu","mod","mapped","contextual","yes","1","39601"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_sambhupura","c_sambhupura","mod","mapped","contextual","yes","1","53837"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_sandoway","c_sandoway","vanilla","mapped","exact","yes","2","39645|43401"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_shicheng","c_shicheng","mod","mapped","contextual","yes","1","65850"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_simhapura","c_simhapura","mod","mapped","contextual","yes","1","61628"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_sittaung","c_sittaung","mod","mapped","contextual","yes","1","46823"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_sriksetra","c_sriksetra","mod","mapped","contextual","yes","1","39087"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_sukhothai","c_sukhothai","mod","mapped","contextual","yes","1","56932"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_takon","c_takon","mod","mapped","contextual","yes","1","44330"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_thabeik_taung","c_thabeik_taung","mod","mapped","contextual","yes","1","39623"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_thaton","c_thaton","mod","mapped","contextual","yes","2","39801|45368"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_tonghai","c_tonghai","mod","mapped","contextual","yes","1","66470"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_toungoo","c_toungoo","mod","mapped","contextual","yes","1","40964"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_vaisali","c_vaisali","mod","mapped","contextual","yes","2","39268|42349"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_vijaya","c_vijaya","mod","mapped","contextual","yes","2","60905|61939"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_yamethin","c_yamethin","vanilla","mapped","exact","yes","1","41626"
"history/titles","history\titles\00_ASIA_SOUTH.txt","c_yinsheng","c_yinsheng","mod","mapped","contextual","yes","1","65157"
"history/titles","history\titles\00_ASIA_SOUTH.txt","d_arakan","d_arakan","mod","mapped","contextual","yes","2","39188|41952"
"history/titles","history\titles\00_ASIA_SOUTH.txt","d_baigaur","d_baigaur","mod","mapped","contextual","yes","1","53340"
"history/titles","history\titles\00_ASIA_SOUTH.txt","d_BOR_kutai","d_BOR_kutai","mod","mapped","contextual","yes","1","72381"
"history/titles","history\titles\00_ASIA_SOUTH.txt","d_BOR_nan_sarunai","d_BOR_nan_sarunai","mod","mapped","contextual","yes","1","71587"
"history/titles","history\titles\00_ASIA_SOUTH.txt","d_BOR_santubong","d_BOR_santubong","mod","mapped","contextual","yes","1","71946"
"history/titles","history\titles\00_ASIA_SOUTH.txt","d_BOR_tanjungpura","d_BOR_tanjungpura","mod","mapped","contextual","yes","1","70988"
"history/titles","history\titles\00_ASIA_SOUTH.txt","d_dongchuan","d_dongchuan","mod","mapped","contextual","yes","4","65561|65642|65713|65787"
"history/titles","history\titles\00_ASIA_SOUTH.txt","d_hai_dong","d_hai_dong","mod","mapped","contextual","yes","1","59787"
"history/titles","history\titles\00_ASIA_SOUTH.txt","d_huichuan","d_huichuan","mod","mapped","contextual","yes","2","66781|66851"
"history/titles","history\titles\00_ASIA_SOUTH.txt","d_indrapura","d_indrapura","mod","mapped","contextual","yes","1","61099"
"history/titles","history\titles\00_ASIA_SOUTH.txt","d_JAV_mataram","d_JAV_mataram","mod","mapped","contextual","yes","1","68689"
"history/titles","history\titles\00_ASIA_SOUTH.txt","d_JAV_taruma","d_JAV_taruma","mod","mapped","contextual","yes","1","67235"
"history/titles","history\titles\00_ASIA_SOUTH.txt","d_lam_tay","d_lam_tay","mod","mapped","contextual","yes","1","59072"
"history/titles","history\titles\00_ASIA_SOUTH.txt","d_lop_buri","d_lop_buri","mod","mapped","contextual","yes","1","47058"
"history/titles","history\titles\00_ASIA_SOUTH.txt","d_mongnai","d_mongnai","vanilla","mapped","exact","yes","4","49497|49518|49609|49653"
"history/titles","history\titles\00_ASIA_SOUTH.txt","d_muang_sua","d_muang_sua","mod","mapped","contextual","yes","1","50414"
"history/titles","history\titles\00_ASIA_SOUTH.txt","d_nghe_an","d_nghe_an","mod","mapped","contextual","yes","2","59652|59728"
"history/titles","history\titles\00_ASIA_SOUTH.txt","d_pagan","d_pagan","vanilla","mapped","exact","yes","1","38872"
"history/titles","history\titles\00_ASIA_SOUTH.txt","d_PHI_sandao","d_PHI_sandao","mod","mapped","contextual","yes","1","78499"
"history/titles","history\titles\00_ASIA_SOUTH.txt","d_ramannadesa","d_ramannadesa","vanilla","mapped","exact","yes","1","39718"
"history/titles","history\titles\00_ASIA_SOUTH.txt","d_sriksetra","d_sriksetra","mod","mapped","contextual","yes","1","40345"
"history/titles","history\titles\00_ASIA_SOUTH.txt","d_sukhothai","d_sukhothai","mod","mapped","contextual","yes","1","56739"
"history/titles","history\titles\00_ASIA_SOUTH.txt","d_SUM_aceh","d_SUM_aceh","mod","mapped","contextual","yes","1","74859"
"history/titles","history\titles\00_ASIA_SOUTH.txt","d_SUM_jambi","d_SUM_jambi","mod","mapped","contextual","yes","1","76082"
"history/titles","history\titles\00_ASIA_SOUTH.txt","d_SUM_palembang","d_SUM_palembang","mod","mapped","contextual","yes","1","73760"
"history/titles","history\titles\00_ASIA_SOUTH.txt","d_SuMa_luwu","d_SuMa_luwu","mod","mapped","contextual","yes","3","77968|78056|78160"
"history/titles","history\titles\00_ASIA_SOUTH.txt","d_SuMa_tompotika","d_SuMa_tompotika","mod","mapped","contextual","yes","1","78209"
"history/titles","history\titles\00_ASIA_SOUTH.txt","d_tagaung","d_tagaung","vanilla","mapped","exact","yes","1","44204"
"history/titles","history\titles\00_ASIA_SOUTH.txt","d_thang_long","d_thang_long","mod","mapped","contextual","yes","1","59875"
"history/titles","history\titles\00_ASIA_SOUTH.txt","d_tonghai","d_tonghai","mod","mapped","contextual","yes","8","59282|60291|60363|60435|66423|66509|66567|66759"
"history/titles","history\titles\00_ASIA_SOUTH.txt","d_tuodong","d_tuodong","mod","mapped","contextual","yes","2","64718|65636"
"history/titles","history\titles\00_ASIA_SOUTH.txt","d_vijaya","d_vijaya","mod","mapped","contextual","yes","1","61831"
"history/titles","history\titles\00_ASIA_SOUTH.txt","d_vyadhapura","d_vyadhapura","mod","mapped","contextual","yes","1","52981"
"history/titles","history\titles\00_ASIA_SOUTH.txt","d_yongchang","d_yongchang","mod","mapped","contextual","yes","5","49404|65076|65186|65222|66364"
"history/titles","history\titles\00_ASIA_SOUTH.txt","e_kambuja","e_kambuja","mod","mapped","contextual","yes","42","48753|48822|52444|52462|52532|52601|52670|52749|52804|52864|52924|52991|53351|53653|53713|53789|53810|53851|53871|53912"
"history/titles","history\titles\00_ASIA_SOUTH.txt","e_srivijaya","e_srivijaya","vanilla","mapped","exact","yes","31","53346|62631|68607|71276|71558|72262|72289|72314|72339|72364|73338|74185|74425|74449|74543|75374|75485|75688|75762|76512"
"history/titles","history\titles\00_ASIA_SOUTH.txt","h_china","h_china","mod","mapped","contextual","yes","6","58930|58970|59366|59921|59976|60089"
"history/titles","history\titles\00_ASIA_SOUTH.txt","k_champa","k_champa","mod","mapped","contextual","yes","6","60796|61016|61109|61835|62106|62130"
"history/titles","history\titles\00_ASIA_SOUTH.txt","k_chenla","k_chenla","mod","mapped","contextual","yes","6","51452|51816|52742|52987|53777|54025"
"history/titles","history\titles\00_ASIA_SOUTH.txt","k_dali","k_dali","mod","mapped","contextual","yes","25","44844|44966|49882|60241|64570|64640|64722|65082|65294|65429|65545|65565|65956|66115|66162|66275|66361|66382|66426|66448"
"history/titles","history\titles\00_ASIA_SOUTH.txt","k_pagan","k_pagan","vanilla","mapped","exact","yes","44","38791|39083|39136|39179|39786|39834|40049|40296|40335|40395|40438|40640|40683|40744|40787|41098|41138|41195|41235|41295"
"history/titles","history\titles\00_ASIA_SOUTH.txt","k_viet","k_viet","mod","mapped","contextual","yes","12","59014|59026|59081|59215|59238|59380|59532|59663|59798|59937|59944|60041"
"history/titles","history\titles\00_ASIA_SOUTH.txt","k_yavakadvipa","k_yavakadvipa","mod","mapped","contextual","yes","9","68348|68623|68642|68710|68838|69176|69729|69920|69924"
"history/titles","history\titles\00_LANDLESS.txt","h_china","h_china","mod","mapped","contextual","yes","2","8|197"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","c_BOR_brunei","c_BOR_brunei","mod","mapped","contextual","yes","2","10753|11090"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","c_dagon","c_dagon","vanilla","mapped","exact","yes","1","7200"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","c_LIAO_linhuang","c_LIAO_linhuang","mod","mapped","contextual","yes","1","10742"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","c_pagan","c_pagan","mod","mapped","contextual","yes","1","7160"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","c_thaton","c_thaton","mod","mapped","contextual","yes","1","7190"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","c_yamashiro","c_yamashiro","mod","mapped","contextual","yes","1","10826"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","c_yamato","c_yamato","mod","mapped","contextual","yes","1","10835"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","d_arakan","d_arakan","mod","mapped","contextual","yes","1","7170"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","d_baigaur","d_baigaur","mod","mapped","contextual","yes","1","10573"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","d_east_bando","d_east_bando","mod","mapped","contextual","yes","1","10954"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","d_east_sanindo","d_east_sanindo","mod","mapped","contextual","yes","1","10891"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","d_east_sanyodo","d_east_sanyodo","mod","mapped","contextual","yes","1","10882"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","d_haripunjaya","d_haripunjaya","mod","mapped","contextual","yes","1","10673"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","d_hokurikudo","d_hokurikudo","mod","mapped","contextual","yes","1","10918"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","d_JAV_taruma","d_JAV_taruma","mod","mapped","contextual","yes","1","10473"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","d_kinai","d_kinai","mod","mapped","contextual","yes","1","10900"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","d_lop_buri","d_lop_buri","mod","mapped","contextual","yes","1","10663"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","d_nankaido","d_nankaido","mod","mapped","contextual","yes","1","10873"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","d_north_saikaido","d_north_saikaido","mod","mapped","contextual","yes","1","10855"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","d_ruucuu","d_ruucuu","mod","mapped","contextual","yes","1","10981"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","d_south_saikaido","d_south_saikaido","mod","mapped","contextual","yes","1","10846"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","d_SUM_aceh","d_SUM_aceh","mod","mapped","contextual","yes","1","10653"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","d_SUM_jambi","d_SUM_jambi","mod","mapped","contextual","yes","1","10613"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","d_SUM_riau","d_SUM_riau","mod","mapped","contextual","yes","1","10623"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","d_thang_long","d_thang_long","mod","mapped","contextual","yes","1","10453"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","d_tokaido","d_tokaido","mod","mapped","contextual","yes","1","10927"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","d_vyadhapura","d_vyadhapura","mod","mapped","contextual","yes","1","10593"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","d_west_bando","d_west_bando","mod","mapped","contextual","yes","1","10945"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","k_amur","k_amur","mod","mapped","contextual","yes","1","2060"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","k_baekje","k_baekje","mod","mapped","contextual","yes","1","2683"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","k_balhae","k_balhae","mod","mapped","contextual","yes","1","2723"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","k_champa","k_champa","mod","mapped","contextual","yes","1","2211"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","k_chenla","k_chenla","mod","mapped","contextual","yes","1","2191"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","k_dali","k_dali","mod","mapped","contextual","yes","1","2241"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","k_goguryeo","k_goguryeo","mod","mapped","contextual","yes","1","2713"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","k_liuqiu","k_liuqiu","mod","mapped","contextual","yes","1","2733"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","k_maluku","k_maluku","mod","mapped","contextual","yes","1","2491"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","k_pagan","k_pagan","vanilla","mapped","exact","yes","1","1464"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","k_shiwei","k_shiwei","mod","mapped","contextual","yes","1","2050"
"history/titles","history\titles\z00_ADEVELOPMENT.txt","k_silla","k_silla","mod","mapped","contextual","yes","1","2693"
