"source_title_id","source_tier","cluster_key","source_root_title","in_master","status","relation_type","rewrite_allowed","canonical_namespace","canonical_title_id"
"b_jinsu","b","h_china > k_daibei > d_xinan","h_china","yes","mapped","exact","yes","vanilla","b_jinsu"
"b_tongshan","b","h_china > k_dongchuan > d_dongchuan","h_china","yes","mapped","exact","yes","vanilla","b_tongshan"
"b_shaowu","b","h_china > k_fujian > d_jianning","h_china","yes","mapped","exact","yes","vanilla","b_shaowu"
"b_guanshan","b","h_china > k_daibei > d_sanggan","h_china","yes","mapped","exact","yes","vanilla","b_guanshan"
"b_baishan","b","h_china > k_hexi > d_hexi","h_china","yes","mapped","exact","yes","vanilla","b_baishan"
"b_wule","b","h_china > k_lingxi > d_yongguan","h_china","yes","mapped","exact","yes","vanilla","b_wule"
"b_vi_long","b","h_china > k_viet > d_hai_dong","h_china","yes","mapped","contextual","yes","mod","b_vi_long"
"b_hengshan_2","b","h_china > k_daibei > d_yunshuo","h_china","yes","mapped","contextual","yes","mod","b_hengshan_china"
"c_zhangzhou","c","h_china > k_fujian > d_pinghai","h_china","yes","mapped","exact","yes","vanilla","c_zhangzhou"
"c_beizhou","c","h_china > k_hebei > d_weibo","h_china","yes","mapped","contextual","yes","mod","c_beizhou_china"
"c_jianyang","c","h_china > k_xichuan > d_xichuan","h_china","yes","mapped","exact","yes","vanilla","c_jianyang"
"b_yishui","b","h_china > k_qingxu > d_yanhai","h_china","yes","mapped","exact","yes","vanilla","b_yishui"
"b_xincheng","b","h_china > k_hexi > d_guasha","h_china","yes","mapped","exact","yes","vanilla","b_xincheng"
"c_fuzhou_2","c","h_china > k_jiangxi > d_jiangxi","h_china","yes","mapped","contextual","yes","mod","c_fuzhou_qin_china"
"b_zhiyang","b","h_china > k_hexi > d_hexi","h_china","yes","mapped","exact","yes","vanilla","b_zhiyang"
"b_baoning","b","h_china > k_lingnan > d_gaoliang","h_china","yes","mapped","exact","yes","vanilla","b_baoning"
"b_longxi_1","b","h_china > k_fujian > d_pinghai","h_china","yes","mapped","exact","yes","vanilla","b_longxi_1"
"c_jingzhou","c","h_china > k_guannei > d_jingyuan","h_china","yes","mapped","exact","yes","vanilla","c_jingzhou"
"b_yongning","b","h_china > k_daibei > d_yunshuo","h_china","yes","mapped","contextual","yes","mod","b_yongning"
"b_ju","b","h_china > k_qingxu > d_yanhai","h_china","yes","mapped","exact","yes","vanilla","b_ju"
"c_qiongbu","c","h_china > k_xichuan > d_qiongnan","h_china","yes","mapped","exact","yes","vanilla","c_qiongbu"
"b_yongxin","b","h_china > k_jiangxi > d_jiangxi","h_china","yes","mapped","contextual","yes","mod","b_yongxin_china"
"b_longpimg","b","h_china > k_lingxi > d_jingjiang","h_china","yes","mapped","exact","yes","vanilla","b_longpimg"
"b_sha","b","h_china > k_fujian > d_jianning","h_china","yes","mapped","exact","yes","vanilla","b_sha"
"c_mingzhou","c","h_china > k_hebei > d_xingming","h_china","yes","mapped","contextual","yes","mod","c_mingzhou_china"
"c_fanhe","c","h_china > k_hexi > d_hexi","h_china","yes","mapped","contextual","yes","mod","c_fanhe"
"d_wuxin","d","h_china > k_dongchuan > d_wuxin","h_china","yes","mapped","exact","yes","vanilla","d_wuxin"
"b_xuancheng","b","h_china > k_jiangdong > d_xuanshe","h_china","yes","mapped","exact","yes","vanilla","b_xuancheng"
"c_xuanzhou","c","h_china > k_jiangdong > d_xuanshe","h_china","yes","mapped","contextual","yes","mod","c_xuanzhou_china"
"b_rangjiang","b","h_china > k_lingxi > d_yongguan","h_china","yes","mapped","exact","yes","vanilla","b_rangjiang"
"c_shengzhou","c","h_china > k_daibei > d_xinan","h_china","yes","mapped","contextual","yes","mod","c_shengzhou_china"
"b_fuyang_1","b","h_china > k_liangzhe > d_zhexi","h_china","yes","mapped","contextual","yes","mod","b_fuyang_china"
"b_xucheng","b","h_china > k_qingxu > d_xusi","h_china","yes","mapped","exact","yes","vanilla","b_xucheng"
"b_anfu_2","b","h_china > k_jiangxi > d_jiangxi","h_china","yes","mapped","exact","yes","vanilla","b_anfu_2"
"b_lingchuan","b","h_china > k_lingxi > d_guiguan","h_china","yes","mapped","exact","yes","vanilla","b_lingchuan"
"b_shidai","b","h_china > k_jiangdong > d_xuanshe","h_china","yes","mapped","exact","yes","vanilla","b_shidai"
"c_yazhou_1","c","h_china > k_lingnan > d_qiongguan","h_china","yes","mapped","exact","yes","vanilla","c_yazhou_1"
"b_shan_1","b","h_china > k_liangzhe > d_zhedong","h_china","yes","mapped","exact","yes","vanilla","b_shan_1"
"c_quzhou","c","h_china > k_xingyuan > d_baqu","h_china","yes","mapped","exact","yes","vanilla","c_quzhou"
"b_mianyang","b","h_china > k_shannan > d_jingnan","h_china","yes","mapped","exact","yes","vanilla","b_mianyang"
"b_licheng","b","h_china > k_qingxu > d_yuncao","h_china","yes","mapped","exact","yes","vanilla","b_licheng"
"b_zichuan","b","h_china > k_qingxu > d_ziqing","h_china","yes","mapped","exact","yes","vanilla","b_zichuan"
"b_siqiong","b","h_china > k_kuizhou > d_qianzhong","h_china","yes","mapped","contextual","yes","mod","b_siqiong"
"c_yunyang","c","h_china > k_jiangxi > d_dingjiang","h_china","yes","mapped","exact","yes","vanilla","c_yunyang"
"b_wuyi","b","h_china > k_hebei > d_chengde","h_china","yes","mapped","exact","yes","vanilla","b_wuyi"
"c_chunzhou","c","h_china > k_lingnan > d_lingnan","h_china","yes","mapped","exact","yes","vanilla","c_chunzhou"
"b_changsong","b","h_china > k_hexi > d_hexi","h_china","yes","mapped","exact","yes","vanilla","b_changsong"
"b_maoming","b","h_china > k_lingnan > d_gaoliang","h_china","yes","mapped","exact","yes","vanilla","b_maoming"
"b_guixi","b","h_china > k_jiangxi > d_dingjiang","h_china","yes","mapped","exact","yes","vanilla","b_guixi"
"b_huaidao","b","h_china > k_guannei > d_qincheng","h_china","yes","mapped","exact","yes","vanilla","b_huaidao"
"b_yanle","b","h_china > k_youji > d_youzhou","h_china","yes","mapped","exact","yes","vanilla","b_yanle"
"b_limu","b","h_china > k_lingnan > d_qiongguan","h_china","yes","mapped","exact","yes","vanilla","b_limu"
"b_lulu","b","h_china > k_dali > d_tuodong","h_china","yes","mapped","exact","yes","vanilla","b_lulu"
"b_qingxi_2","b","h_china > k_qianzhong > d_luodian","h_china","yes","mapped","exact","yes","vanilla","b_qingxi_2"
"b_weixi","b","h_china > k_kuizhou > d_wuxi","h_china","yes","mapped","exact","yes","vanilla","b_weixi"
"d_chengde","d","h_china > k_hebei > d_chengde","h_china","yes","mapped","contextual","yes","mod","d_chengde_china"
"b_shikeng","b","h_china > k_lingnan > d_huixun","h_china","yes","mapped","exact","yes","vanilla","b_shikeng"
"b_feihu","b","h_china > k_daibei > d_yunshuo","h_china","yes","mapped","exact","yes","vanilla","b_feihu"
"b_jinshui","b","h_china > k_xichuan > d_xichuan","h_china","yes","mapped","exact","yes","vanilla","b_jinshui"
"b_xinning","b","h_china > k_hunan > d_lingling","h_china","yes","mapped","exact","yes","vanilla","b_xinning"
"b_nanfeng","b","h_china > k_jiangxi > d_jiangxi","h_china","yes","mapped","exact","yes","vanilla","b_nanfeng"
"c_bazhou","c","h_china > k_xingyuan > d_baqu","h_china","yes","mapped","exact","yes","vanilla","c_bazhou"
"c_jizhou_3","c","h_china > k_jiangxi > d_jiangxi","h_china","yes","mapped","contextual","yes","mod","c_jizhou_china"
"b_linhuan","b","h_china > k_qingxu > d_xusi","h_china","yes","mapped","exact","yes","vanilla","b_linhuan"
"d_rongguan","d","h_china > k_lingxi > d_rongguan","h_china","yes","mapped","contextual","yes","mod","d_rongguan_china"
"c_taizhou","c","h_china > k_liangzhe > d_zhedong","h_china","yes","mapped","exact","yes","vanilla","c_taizhou"
"b_dingan","b","h_china > k_guannei > d_binning","h_china","yes","mapped","exact","yes","vanilla","b_dingan"
"b_miyun","b","h_china > k_youji > d_youzhou","h_china","yes","mapped","exact","yes","vanilla","b_miyun"
"b_biyang_1","b","h_china > k_shannan > d_xiangdeng","h_china","yes","mapped","exact","yes","vanilla","b_biyang_1"
"b_ningbei","b","h_china > k_dali > d_dali","h_china","yes","mapped","exact","yes","vanilla","b_ningbei"
"c_yingzhou","c","h_china > k_henan > d_biansong","h_china","yes","mapped","contextual","yes","mod","c_yingzhou_song_china"
"c_pinzhou","c","h_china > k_youji > d_youzhou","h_china","yes","mapped","exact","yes","vanilla","c_pinzhou"
"c_bizhou","c","h_china > k_xingyuan > d_xingyuan","h_china","yes","mapped","exact","yes","vanilla","c_bizhou"
"b_guishan","b","h_china > k_lingnan > d_huixun","h_china","yes","mapped","exact","yes","vanilla","b_guishan"
"c_jiuquan","c","h_china > k_hexi > d_gansu","h_china","yes","mapped","exact","yes","vanilla","c_jiuquan"
"k_lingxi","k","h_china > k_lingxi","h_china","yes","mapped","exact","yes","vanilla","k_lingxi"
"c_xiazhou_1","c","h_china > k_shannan > d_jingnan","h_china","yes","mapped","contextual","yes","mod","c_xiazhou_china"
"b_nuodan","b","h_china > k_dali > d_huichuan","h_china","yes","mapped","exact","yes","vanilla","b_nuodan"
"c_weizhou_2","c","h_china > k_guannei > d_qincheng","h_china","yes","mapped","contextual","yes","mod","c_weizhou_china"
"b_shouchun","b","h_china > k_huainan > d_huaixi","h_china","yes","mapped","contextual","yes","mod","b_shouchun_china"
"b_pinglu","b","h_china > k_hedong > d_hezhong","h_china","yes","mapped","exact","yes","vanilla","b_pinglu"
"b_huichuan_1","b","h_china > k_dali > d_huichuan","h_china","yes","mapped","contextual","yes","mod","b_huichuan"
"c_lingzhou_1","c","h_china > k_xichuan > d_xichuan","h_china","yes","mapped","exact","yes","vanilla","c_lingzhou_1"
"c_fuzhou","c","h_china > k_daibei > d_xinan","h_china","yes","mapped","contextual","yes","mod","c_fuzhou_qin_china"
"c_bochuan","c","h_china > k_kuizhou > d_qianzhong","h_china","yes","mapped","exact","yes","vanilla","c_bochuan"
"b_jianping","b","h_china > k_jiangdong > d_xuanshe","h_china","yes","mapped","exact","yes","vanilla","b_jianping"
"b_jiangkun","b","h_china > k_qianzhong > d_luodian","h_china","yes","mapped","exact","yes","vanilla","b_jiangkun"
"b_heshun","b","h_china > k_hedong > d_hedong","h_china","yes","mapped","exact","yes","vanilla","b_heshun"
"b_lucheng_1","b","h_china > k_hedong > d_zelu","h_china","yes","mapped","exact","yes","vanilla","b_lucheng_1"
"b_liodong","b","h_china > k_lingnan > d_qiongguan","h_china","yes","mapped","exact","yes","vanilla","b_liodong"
"b_shaoyang","b","h_china > k_hunan > d_lingling","h_china","yes","mapped","exact","yes","vanilla","b_shaoyang"
"b_yongqing","b","h_china > k_shannan > d_xiangdeng","h_china","yes","mapped","exact","yes","vanilla","b_yongqing"
"c_bozhou","c","h_china > k_henan > d_biansong","h_china","yes","mapped","contextual","yes","mod","c_bozhou_song_china"
"c_yangcheng","c","h_china > k_hedong > d_zelu","h_china","yes","mapped","exact","yes","vanilla","c_yangcheng"
"b_xuande","b","h_china > k_daibei > d_yunshuo","h_china","yes","mapped","exact","yes","vanilla","b_xuande"
"b_taihe","b","h_china > k_jiangxi > d_jiangxi","h_china","yes","mapped","exact","yes","vanilla","b_taihe"
"b_ziting","b","h_china > k_hexi > d_guasha","h_china","yes","mapped","exact","yes","vanilla","b_ziting"
"b_zhuji","b","h_china > k_liangzhe > d_zhedong","h_china","yes","mapped","contextual","yes","mod","b_zhuji_china"
"b_tuolong","b","h_china > k_qianzhong > d_zangke","h_china","yes","mapped","exact","yes","vanilla","b_tuolong"
"c_shukunzhou","c","h_china > k_lingxi > d_yongguan","h_china","yes","mapped","contextual","yes","mod","c_shukunzhou_china"
"b_xiayi","b","h_china > k_henan > d_biansong","h_china","yes","mapped","exact","yes","vanilla","b_xiayi"
"b_yuyao","b","h_china > k_liangzhe > d_zhedong","h_china","yes","mapped","contextual","yes","mod","b_yuyao_china"
"b_temo","b","h_china > k_qianzhong > d_xiyuan","h_china","yes","mapped","exact","yes","vanilla","b_temo"
"c_yinzhou_1","c","h_china > k_qianzhong > d_shimen","h_china","yes","mapped","contextual","yes","mod","c_yinzhou_china"
"b_mianshui","b","h_china > k_dongchuan > d_wuxin","h_china","yes","mapped","exact","yes","vanilla","b_mianshui"
"b_haiyan","b","h_china > k_liangzhe > d_zhexi","h_china","yes","mapped","exact","yes","vanilla","b_haiyan"
"b_linhuai","b","h_china > k_qingxu > d_xusi","h_china","yes","mapped","exact","yes","vanilla","b_linhuai"
"b_yiling","b","h_china > k_shannan > d_jingnan","h_china","yes","mapped","exact","yes","vanilla","b_yiling"
"b_shanxi","b","h_china > k_kuizhou > d_wuxi","h_china","yes","mapped","exact","yes","vanilla","b_shanxi"
"c_qianzhou","c","h_china > k_jiangxi > d_zhaoxin","h_china","yes","mapped","exact","yes","vanilla","c_qianzhou"
"c_jizhou","c","h_china > k_hebei > d_chengde","h_china","yes","mapped","contextual","yes","mod","c_jizhou_china"
"b_liaocheng","b","h_china > k_hebei > d_weibo","h_china","yes","mapped","exact","yes","vanilla","b_liaocheng"
"d_jingnan","d","h_china > k_shannan > d_jingnan","h_china","yes","mapped","contextual","yes","mod","d_jingnan_china"
"b_chao","b","h_china > k_huainan > d_huaixi","h_china","yes","mapped","exact","yes","vanilla","b_chao"
"b_linxiang","b","h_china > k_shannan > d_eyue","h_china","yes","mapped","exact","yes","vanilla","b_linxiang"
"c_binh_nguyen","c","h_china > k_viet > d_hai_dong","h_china","yes","mapped","exact","yes","vanilla","c_binh_nguyen"
"b_zhaoyi","b","h_china > k_huainan > d_huaixi","h_china","yes","mapped","exact","yes","vanilla","b_zhaoyi"
"b_wei","b","h_china > k_hebei > d_heyang","h_china","yes","mapped","exact","yes","vanilla","b_wei"
"c_yanchuan","c","h_china > k_qianzhong > d_luodian","h_china","yes","mapped","exact","yes","vanilla","c_yanchuan"
"b_baqu","b","h_china > k_xingyuan > d_baqu","h_china","yes","mapped","exact","yes","vanilla","b_baqu"
"d_youzhou","d","h_china > k_youji > d_youzhou","h_china","yes","mapped","contextual","yes","mod","d_youzhou_china"
"b_hanyang","b","h_china > k_shannan > d_jingnan","h_china","yes","mapped","exact","yes","vanilla","b_hanyang"
"b_nanjiang","b","h_china > k_xingyuan > d_xingyuan","h_china","yes","mapped","exact","yes","vanilla","b_nanjiang"
"b_jinming","b","h_china > k_guannei > d_fufang","h_china","yes","mapped","contextual","yes","mod","b_jinming_china"
"b_xinhua","b","h_china > k_hunan > d_lingling","h_china","yes","mapped","exact","yes","vanilla","b_xinhua"
"b_lingui","b","h_china > k_lingxi > d_guiguan","h_china","yes","mapped","exact","yes","vanilla","b_lingui"
"b_yunyan","b","h_china > k_guannei > d_fufang","h_china","yes","mapped","exact","yes","vanilla","b_yunyan"
"c_long_hung","c","h_china > k_viet > d_thang_long","h_china","yes","mapped","exact","yes","vanilla","c_long_hung"
"c_guizhou","c","h_china > k_shannan > d_jingnan","h_china","yes","mapped","exact","yes","vanilla","c_guizhou"
"c_shizhou","c","h_china > k_hedong > d_hedong","h_china","yes","mapped","contextual","yes","mod","c_shizhou_china"
"k_lingnan","k","h_china > k_lingnan","h_china","yes","mapped","contextual","yes","mod","k_lingnan_china"
"b_yudu","b","h_china > k_jiangxi > d_zhaoxin","h_china","yes","mapped","exact","yes","vanilla","b_yudu"
"b_gongrao","b","h_china > k_lingxi > d_yongguan","h_china","yes","mapped","exact","yes","vanilla","b_gongrao"
"d_yanhai","d","h_china > k_qingxu > d_yanhai","h_china","yes","mapped","exact","yes","vanilla","d_yanhai"
"b_qingtian","b","h_china > k_liangzhe > d_zhedong","h_china","yes","mapped","contextual","yes","mod","b_qingtian_china"
"b_shanghang","b","h_china > k_fujian > d_jianning","h_china","yes","mapped","exact","yes","vanilla","b_shanghang"
"c_caizhou","c","h_china > k_henan > d_chenxu","h_china","yes","mapped","contextual","yes","mod","c_caizhou_china"
"d_zangke","d","h_china > k_qianzhong > d_zangke","h_china","yes","mapped","contextual","yes","mod","d_zangke_china"
"b_shouchang_1","b","h_china > k_liangzhe > d_zhexi","h_china","yes","mapped","exact","yes","vanilla","b_shouchang_1"
"c_jiezhou","c","h_china > k_guannei > d_qincheng","h_china","yes","mapped","exact","yes","vanilla","c_jiezhou"
"c_suining","c","h_china > k_dongchuan > d_wuxin","h_china","yes","mapped","exact","yes","vanilla","c_suining"
"c_dengzhou_1","c","h_china > k_shannan > d_xiangdeng","h_china","yes","mapped","contextual","yes","mod","c_dengzhou_china"
"c_xinzhou","c","h_china > k_hedong > d_yanmen","h_china","yes","mapped","exact","yes","vanilla","c_xinzhou"
"c_fuzhou_3","c","h_china > k_shannan > d_jingnan","h_china","yes","mapped","contextual","yes","mod","c_fuzhou_qin_china"
"d_biansong","d","h_china > k_henan > d_biansong","h_china","yes","mapped","contextual","yes","mod","d_biansong"
"b_jianpu","b","h_china > k_fujian > d_jianning","h_china","yes","mapped","exact","yes","vanilla","b_jianpu"
"b_dingxiang","b","h_china > k_hedong > d_yanmen","h_china","yes","mapped","contextual","yes","mod","b_dingxiang_china"
"b_yangan","b","h_china > k_xichuan > d_xichuan","h_china","yes","mapped","exact","yes","vanilla","b_yangan"
"b_xuanhua","b","h_china > k_lingxi > d_yongguan","h_china","yes","mapped","exact","yes","vanilla","b_xuanhua"
"b_yongyang","b","h_china > k_huainan > d_huainan","h_china","yes","mapped","exact","yes","vanilla","b_yongyang"
"b_xuwen","b","h_china > k_lingnan > d_gaoliang","h_china","yes","mapped","exact","yes","vanilla","b_xuwen"
"c_tingzhou","c","h_china > k_fujian > d_jianning","h_china","yes","mapped","exact","yes","vanilla","c_tingzhou"
"b_wande","b","h_china > k_lingxi > d_yongguan","h_china","yes","mapped","exact","yes","vanilla","b_wande"
"b_wulong_1","b","h_china > k_qianzhong > d_xiyuan","h_china","yes","mapped","contextual","yes","mod","b_wulong_china"
"b_rugao","b","h_china > k_huainan > d_huainan","h_china","yes","mapped","exact","yes","vanilla","b_rugao"
"b_qingyuan","b","h_china > k_youji > d_yingmo","h_china","yes","mapped","contextual","yes","mod","b_qingyuan_china"
"b_nanzhang","b","h_china > k_shannan > d_xiangdeng","h_china","yes","mapped","exact","yes","vanilla","b_nanzhang"
"b_cangxi","b","h_china > k_xingyuan > d_lilang","h_china","yes","mapped","exact","yes","vanilla","b_cangxi"
"b_nuozuo","b","h_china > k_xichuan > d_qiongnan","h_china","yes","mapped","exact","yes","vanilla","b_nuozuo"
"b_michuan","b","h_china > k_hexi > d_longyou","h_china","yes","mapped","exact","yes","vanilla","b_michuan"
"c_huangzhou","c","h_china > k_shannan > d_eyue","h_china","yes","mapped","contextual","yes","mod","c_huangzhou_china"
"b_wudang","b","h_china > k_shannan > d_xiangdeng","h_china","yes","mapped","contextual","yes","mod","b_wudang_china"
"b_tongbai","b","h_china > k_shannan > d_xiangdeng","h_china","yes","mapped","contextual","yes","mod","b_tongbai_china"
"b_mengcheng","b","h_china > k_henan > d_biansong","h_china","yes","mapped","exact","yes","vanilla","b_mengcheng"
"b_yunlong","b","h_china > k_dali > d_jianchuan","h_china","yes","mapped","exact","yes","vanilla","b_yunlong"
"c_binzhou_1","c","h_china > k_lingxi > d_yongguan","h_china","yes","mapped","exact","yes","vanilla","c_binzhou_1"
"c_xuzhou_1","c","h_china > k_qingxu > d_xusi","h_china","yes","mapped","exact","yes","vanilla","c_xuzhou_1"
"c_haizhou","c","h_china > k_qingxu > d_yanhai","h_china","yes","mapped","exact","yes","vanilla","c_haizhou"
"b_rongyi","b","h_china > k_kuizhou > d_qianzhong","h_china","yes","mapped","exact","yes","vanilla","b_rongyi"
"b_nanbin","b","h_china > k_kuizhou > d_kuizhong","h_china","yes","mapped","exact","yes","vanilla","b_nanbin"
"b_dudeng","b","h_china > k_hexi > d_gansu","h_china","yes","mapped","exact","yes","vanilla","b_dudeng"
"c_nanxi","c","h_china > k_dongchuan > d_wuxin","h_china","yes","mapped","exact","yes","vanilla","c_nanxi"
"b_muyang","b","h_china > k_qingxu > d_yanhai","h_china","yes","mapped","exact","yes","vanilla","b_muyang"
"b_zhangpu","b","h_china > k_fujian > d_pinghai","h_china","yes","mapped","exact","yes","vanilla","b_zhangpu"
"b_hongdao","b","h_china > k_hunan > d_lingling","h_china","yes","mapped","exact","yes","vanilla","b_hongdao"
"b_yunnan","b","h_china > k_dali > d_dali","h_china","yes","mapped","contextual","yes","mod","b_yunnan"
"b_ye_1","b","h_china > k_qingxu > d_ziqing","h_china","yes","mapped","exact","yes","vanilla","b_ye_1"
"b_pingyuan","b","h_china > k_hebei > d_cangjing","h_china","yes","mapped","contextual","yes","mod","b_pingyuan_china"
"d_huichuan","d","h_china > k_dali > d_huichuan","h_china","yes","mapped","contextual","yes","mod","d_huichuan"
"b_henei","b","h_china > k_hebei > d_heyang","h_china","yes","mapped","exact","yes","vanilla","b_henei"
"b_linzhang","b","h_china > k_hebei > d_xingming","h_china","yes","mapped","exact","yes","vanilla","b_linzhang"
"c_xin_an","c","h_china > k_liangzhe > d_zhedong","h_china","yes","mapped","exact","yes","vanilla","c_xin_an"
"b_langxi","b","h_china > k_kuizhou > d_wuxi","h_china","yes","mapped","contextual","yes","mod","b_langxi_china"
"b_qingxi_1","b","h_china > k_fujian > d_pinghai","h_china","yes","mapped","exact","yes","vanilla","b_qingxi_1"
"b_longxi","b","h_china > k_guannei > d_qincheng","h_china","yes","mapped","exact","yes","vanilla","b_longxi"
"b_shian","b","h_china > k_qianzhong > d_luodian","h_china","yes","mapped","exact","yes","vanilla","b_shian"
"c_fangzhou","c","h_china > k_guannei > d_fufang","h_china","yes","mapped","contextual","yes","mod","c_fangzhou_china"
"b_jiaxing","b","h_china > k_liangzhe > d_zhexi","h_china","yes","mapped","exact","yes","vanilla","b_jiaxing"
"b_yunyang","b","h_china > k_guannei > d_yongxing","h_china","yes","mapped","exact","yes","vanilla","b_yunyang"
"b_yongchuan","b","h_china > k_dongchuan > d_wuxin","h_china","yes","mapped","exact","yes","vanilla","b_yongchuan"
"b_xie","b","h_china > k_dali > d_tonghai","h_china","yes","mapped","exact","yes","vanilla","b_xie"
"b_dongan","b","h_china > k_hunan > d_lingling","h_china","yes","mapped","exact","yes","vanilla","b_dongan"
"b_jieyang","b","h_china > k_lingnan > d_huixun","h_china","yes","mapped","exact","yes","vanilla","b_jieyang"
"b_fengchuan","b","h_china > k_lingnan > d_lingnan","h_china","yes","mapped","exact","yes","vanilla","b_fengchuan"
"b_heyang_1","b","h_china > k_guannei > d_yongxing","h_china","yes","mapped","contextual","yes","mod","b_heyang_china"
"b_anfeng","b","h_china > k_huainan > d_huaixi","h_china","yes","mapped","exact","yes","vanilla","b_anfeng"
"d_zhenghua","d","h_china > k_henan > d_zhenghua","h_china","yes","mapped","contextual","yes","mod","d_zhenghua_china"
"b_jianmen","b","h_china > k_dongchuan > d_dongchuan","h_china","yes","mapped","exact","yes","vanilla","b_jianmen"
"b_jimo","b","h_china > k_qingxu > d_ziqing","h_china","yes","mapped","exact","yes","vanilla","b_jimo"
"b_yunmeng","b","h_china > k_shannan > d_eyue","h_china","yes","mapped","contextual","yes","mod","b_yunmeng_china"
"b_tongdao","b","h_china > k_kuizhou > d_wuxi","h_china","yes","mapped","exact","yes","vanilla","b_tongdao"
"b_rongcheng","b","h_china > k_youji > d_yideng","h_china","yes","mapped","exact","yes","vanilla","b_rongcheng"
"b_yinzhou","b","h_china > k_qianzhong > d_shimen","h_china","yes","mapped","contextual","yes","mod","b_yinzhou_china"
"b_fuyang_2","b","h_china > k_xingyuan > d_xingyuan","h_china","yes","mapped","contextual","yes","mod","b_fuyang_china"
"b_yande","b","h_china > k_lingnan > d_qiongguan","h_china","yes","mapped","exact","yes","vanilla","b_yande"
"c_wulong","c","h_china > k_qianzhong > d_xiyuan","h_china","yes","mapped","exact","yes","vanilla","c_wulong"
"b_lam_tay","b","h_china > k_viet > d_lam_tay","h_china","yes","mapped","exact","yes","vanilla","b_lam_tay"
"b_luogong","b","h_china > k_dali > d_jianchuan","h_china","yes","mapped","exact","yes","vanilla","b_luogong"
"c_jianchang","c","h_china > k_jiangxi > d_jiangxi","h_china","yes","mapped","contextual","yes","mod","c_jianchang"
"b_danling","b","h_china > k_xichuan > d_qiongnan","h_china","yes","mapped","exact","yes","vanilla","b_danling"
"b_qinghe","b","h_china > k_hebei > d_weibo","h_china","yes","mapped","exact","yes","vanilla","b_qinghe"
"b_zheng","b","h_china > k_guannei > d_yongxing","h_china","yes","mapped","exact","yes","vanilla","b_zheng"
"b_xinxing","b","h_china > k_lingnan > d_lingnan","h_china","yes","mapped","contextual","yes","mod","b_xinxing"
"b_qushui","b","h_china > k_xingyuan > d_lilang","h_china","yes","mapped","exact","yes","vanilla","b_qushui"
"b_jingchuan","b","h_china > k_qianzhong > d_shimen","h_china","yes","mapped","exact","yes","vanilla","b_jingchuan"
"b_maolong","b","h_china > k_qianzhong > d_zangke","h_china","yes","mapped","exact","yes","vanilla","b_maolong"
"b_baling","b","h_china > k_shannan > d_eyue","h_china","yes","mapped","exact","yes","vanilla","b_baling"
"b_jianyang","b","h_china > k_fujian > d_jianning","h_china","yes","mapped","exact","yes","vanilla","b_jianyang"
"b_guancheng","b","h_china > k_henan > d_zhenghua","h_china","yes","mapped","contextual","yes","mod","b_guancheng_china"
"b_zunyi","b","h_china > k_kuizhou > d_qianzhong","h_china","yes","mapped","exact","yes","vanilla","b_zunyi"
"b_haining","b","h_china > k_lingnan > d_huixun","h_china","yes","mapped","exact","yes","vanilla","b_haining"
"c_jinzhou","c","h_china > k_guannei > d_binning","h_china","yes","mapped","exact","yes","vanilla","c_jinzhou"
"c_zichuan","c","h_china > k_qingxu > d_ziqing","h_china","yes","mapped","exact","yes","vanilla","c_zichuan"
"c_ganzhou","c","h_china > k_hexi > d_gansu","h_china","yes","mapped","contextual","yes","mod","c_ganzhou"
"b_xiangyuan","b","h_china > k_hedong > d_zelu","h_china","yes","mapped","contextual","yes","mod","b_xiangyuan_china"
"b_yongmu","b","h_china > k_xingyuan > d_baqu","h_china","yes","mapped","exact","yes","vanilla","b_yongmu"
"b_ande","b","h_china > k_hebei > d_cangjing","h_china","yes","mapped","contextual","yes","mod","b_ande"
"c_cizhou","c","h_china > k_hedong > d_hezhong","h_china","yes","mapped","contextual","yes","mod","c_cizhou_china"
"b_shenwu","b","h_china > k_hexi > d_hexi","h_china","yes","mapped","contextual","yes","mod","b_shenwu_china"
"c_puzhou","c","h_china > k_dongchuan > d_dongchuan","h_china","yes","mapped","contextual","yes","mod","c_puzhou_china"
"c_shenzhou_1","c","h_china > k_hebei > d_chengde","h_china","yes","mapped","contextual","yes","mod","c_shenzhou_china"
"c_qinzhou_1","c","h_china > k_guannei > d_qincheng","h_china","yes","mapped","exact","yes","vanilla","c_qinzhou_1"
"b_fuan","b","h_china > k_fujian > d_weiwu","h_china","yes","mapped","exact","yes","vanilla","b_fuan"
"b_luchuan_1","b","h_china > k_lingxi > d_rongguan","h_china","yes","mapped","exact","yes","vanilla","b_luchuan_1"
"b_duanxi","b","h_china > k_lingnan > d_lingnan","h_china","yes","mapped","exact","yes","vanilla","b_duanxi"
"c_shangzhou","c","h_china > k_guannei > d_jinshang","h_china","yes","mapped","contextual","yes","mod","c_shangzhou_qin_china"
"b_maping","b","h_china > k_lingxi > d_guiguan","h_china","yes","mapped","exact","yes","vanilla","b_maping"
"b_wengyuan","b","h_china > k_lingnan > d_huixun","h_china","yes","mapped","exact","yes","vanilla","b_wengyuan"
"c_guangwu","c","h_china > k_hexi > d_hexi","h_china","yes","mapped","exact","yes","vanilla","c_guangwu"
"b_changle_1","b","h_china > k_lingnan > d_huixun","h_china","yes","mapped","contextual","yes","mod","b_changle_china"
