"source_title_id","source_tier","cluster_key","source_root_title","source_kingdom","source_duchy","source_county","source_file","source_title_path","source_province_count"
"b_jining","b","h_china > k_daibei > d_sanggan","h_china","k_daibei","d_sanggan","c_jiushijiuquan","02_china.txt","h_china > e_zhongyuan > k_daibei > d_sanggan > c_jiushijiuquan > b_jining","1"
"b_xiurong","b","h_china > k_hedong > d_yanmen","h_china","k_hedong","d_yanmen","c_xinzhou","02_china.txt","h_china > e_zhongyuan > k_hedong > d_yanmen > c_xinzhou > b_xiurong","1"
"b_shicheng","b","h_china > k_qianzhong > d_zangke","h_china","k_qianzhong","d_zangke","c_juzhou","02_china.txt","h_china > e_liangyi > k_qianzhong > d_zangke > c_juzhou > b_shicheng","1"
"b_fushui","b","h_china > k_shannan > d_xiangdeng","h_china","k_shannan","d_xiangdeng","c_yingzhou_2","02_china.txt","h_china > e_jingyang > k_shannan > d_xiangdeng > c_yingzhou_2 > b_fushui","1"
"b_linhai","b","h_china > k_liangzhe > d_zhedong","h_china","k_liangzhe","d_zhedong","c_taizhou","02_china.txt","h_china > e_jingyang > k_liangzhe > d_zhedong > c_taizhou > b_linhai","1"
"d_dingjiang","d","h_china > k_jiangxi > d_dingjiang","h_china","k_jiangxi","d_dingjiang","","02_china.txt","h_china > e_jingyang > k_jiangxi > d_dingjiang","16"
"b_huangshui","b","h_china > k_hexi > d_longyou","h_china","k_hexi","d_longyou","c_xiningzhou","02_china.txt","h_china > e_yongliang > k_hexi > d_longyou > c_xiningzhou > b_huangshui","0"
"c_zhuozhou","c","h_china > k_youji > d_youzhou","h_china","k_youji","d_youzhou","c_zhuozhou","02_china.txt","h_china > e_zhongyuan > k_youji > d_youzhou > c_zhuozhou","2"
"c_guzhou","c","h_china > k_qianzhong > d_zangke","h_china","k_qianzhong","d_zangke","c_guzhou","02_china.txt","h_china > e_liangyi > k_qianzhong > d_zangke > c_guzhou","3"
"c_nanzhou","c","h_china > k_kuizhou > d_qianzhong","h_china","k_kuizhou","d_qianzhong","c_nanzhou","02_china.txt","h_china > e_liangyi > k_kuizhou > d_qianzhong > c_nanzhou","2"
"b_xinghu","b","h_china > k_hexi > d_guasha","h_china","k_hexi","d_guasha","c_hehe","02_china.txt","h_china > e_yongliang > k_hexi > d_guasha > c_hehe > b_xinghu","0"
"c_tanzhou","c","h_china > k_hunan > d_hunan","h_china","k_hunan","d_hunan","c_tanzhou","02_china.txt","h_china > e_jingyang > k_hunan > d_hunan > c_tanzhou","5"
"b_shanglu","b","h_china > k_guannei > d_qincheng","h_china","k_guannei","d_qincheng","c_chengzhou","02_china.txt","h_china > e_yongliang > k_guannei > d_qincheng > c_chengzhou > b_shanglu","1"
"b_fangyi","b","h_china > k_dongchuan > d_wuxin","h_china","k_dongchuan","d_wuxin","c_suining","02_china.txt","h_china > e_liangyi > k_dongchuan > d_wuxin > c_suining > b_fangyi","1"
"b_pucheng","b","h_china > k_fujian > d_jianning","h_china","k_fujian","d_jianning","c_jian_an","02_china.txt","h_china > e_jingyang > k_fujian > d_jianning > c_jian_an > b_pucheng","1"
"b_longmen_2","b","h_china > k_hedong > d_hezhong","h_china","k_hedong","d_hezhong","c_jiangzhou_2","02_china.txt","h_china > e_zhongyuan > k_hedong > d_hezhong > c_jiangzhou_2 > b_longmen_2","1"
"d_jinshang","d","h_china > k_guannei > d_jinshang","h_china","k_guannei","d_jinshang","","02_china.txt","h_china > e_yongliang > k_guannei > d_jinshang","8"
"b_zhenyang","b","h_china > k_lingnan > d_lingnan","h_china","k_lingnan","d_lingnan","c_yingde","02_china.txt","h_china > e_lingnan > k_lingnan > d_lingnan > c_yingde > b_zhenyang","1"
"b_qichun","b","h_china > k_shannan > d_eyue","h_china","k_shannan","d_eyue","c_qizhou_1","02_china.txt","h_china > e_jingyang > k_shannan > d_eyue > c_qizhou_1 > b_qichun","1"
"c_zizhou_2","c","h_china > k_dongchuan > d_dongchuan","h_china","k_dongchuan","d_dongchuan","c_zizhou_2","02_china.txt","h_china > e_liangyi > k_dongchuan > d_dongchuan > c_zizhou_2","2"
"b_guiren","b","h_china > k_xingyuan > d_baqu","h_china","k_xingyuan","d_baqu","c_bazhou","02_china.txt","h_china > e_liangyi > k_xingyuan > d_baqu > c_bazhou > b_guiren","1"
"b_lingling","b","h_china > k_hunan > d_lingling","h_china","k_hunan","d_lingling","c_yongzhou","02_china.txt","h_china > e_jingyang > k_hunan > d_lingling > c_yongzhou > b_lingling","1"
"b_jing","b","h_china > k_jiangdong > d_xuanshe","h_china","k_jiangdong","d_xuanshe","c_xuanzhou","02_china.txt","h_china > e_jingyang > k_jiangdong > d_xuanshe > c_xuanzhou > b_jing","1"
"b_nghe_an","b","h_china > k_viet > d_nghe_an","h_china","k_viet","d_nghe_an","c_nghe_an","02_china.txt","h_china > e_lingnan > k_viet > d_nghe_an > c_nghe_an > b_nghe_an","1"
"b_yiyang_1","b","h_china > k_jiangxi > d_dingjiang","h_china","k_jiangxi","d_dingjiang","c_xinhzou","02_china.txt","h_china > e_jingyang > k_jiangxi > d_dingjiang > c_xinhzou > b_yiyang_1","1"
"b_luochuan","b","h_china > k_guannei > d_fufang","h_china","k_guannei","d_fufang","c_fuzhou_5","02_china.txt","h_china > e_yongliang > k_guannei > d_fufang > c_fuzhou_5 > b_luochuan","1"
"b_nongdong","b","h_china > k_dali > d_dali","h_china","k_dali","d_dali","c_nongdong","02_china.txt","h_china > e_liangyi > k_dali > d_dali > c_nongdong > b_nongdong","1"
"b_shiquan","b","h_china > k_guannei > d_jinshang","h_china","k_guannei","d_jinshang","c_jinzhou_1","02_china.txt","h_china > e_yongliang > k_guannei > d_jinshang > c_jinzhou_1 > b_shiquan","1"
"b_lu","b","h_china > k_youji > d_youzhou","h_china","k_youji","d_youzhou","c_youzhou","02_china.txt","h_china > e_zhongyuan > k_youji > d_youzhou > c_youzhou > b_lu","1"
"e_minister_of_personnel","e","h_china","h_china","","","","02_china.txt","h_china > e_minister_of_personnel","0"
"b_leping","b","h_china > k_hedong > d_hedong","h_china","k_hedong","d_hedong","c_taiyuan","02_china.txt","h_china > e_zhongyuan > k_hedong > d_hedong > c_taiyuan > b_leping","1"
"c_ningduzhou","c","h_china > k_jiangxi > d_zhaoxin","h_china","k_jiangxi","d_zhaoxin","c_ningduzhou","02_china.txt","h_china > e_jingyang > k_jiangxi > d_zhaoxin > c_ningduzhou","4"
"b_rongshui","b","h_china > k_lingxi > d_guiguan","h_china","k_lingxi","d_guiguan","c_rongshui","02_china.txt","h_china > e_lingnan > k_lingxi > d_guiguan > c_rongshui > b_rongshui","1"
"b_jishi","b","h_china > k_hedong > d_hezhong","h_china","k_hedong","d_hezhong","c_pingyang","02_china.txt","h_china > e_zhongyuan > k_hedong > d_hezhong > c_pingyang > b_jishi","1"
"c_daizhou","c","h_china > k_hedong > d_yanmen","h_china","k_hedong","d_yanmen","c_daizhou","02_china.txt","h_china > e_zhongyuan > k_hedong > d_yanmen > c_daizhou","5"
"c_zongzhou","c","h_china > k_qianzhong > d_luoshi","h_china","k_qianzhong","d_luoshi","c_zongzhou","02_china.txt","h_china > e_liangyi > k_qianzhong > d_luoshi > c_zongzhou","3"
"b_cheng","b","h_china > k_qingxu > d_yanhai","h_china","k_qingxu","d_yanhai","c_langya","02_china.txt","h_china > e_zhongyuan > k_qingxu > d_yanhai > c_langya > b_cheng","1"
"c_guangzhou","c","h_china > k_huainan > d_huaixi","h_china","k_huainan","d_huaixi","c_guangzhou","02_china.txt","h_china > e_jingyang > k_huainan > d_huaixi > c_guangzhou","4"
"b_fengyi","b","h_china > k_dali > d_yinsheng","h_china","k_dali","d_yinsheng","c_buri","02_china.txt","h_china > e_liangyi > k_dali > d_yinsheng > c_buri > b_fengyi","1"
"c_tanyang","c","h_china > k_kuizhou > d_wuxi","h_china","k_kuizhou","d_wuxi","c_tanyang","02_china.txt","h_china > e_liangyi > k_kuizhou > d_wuxi > c_tanyang","4"
"b_yunzhong","b","h_china > k_daibei > d_yunshuo","h_china","k_daibei","d_yunshuo","c_datong_2","02_china.txt","h_china > e_zhongyuan > k_daibei > d_yunshuo > c_datong_2 > b_yunzhong","1"
"b_xianyou","b","h_china > k_fujian > d_pinghai","h_china","k_fujian","d_pinghai","c_xinghua","02_china.txt","h_china > e_jingyang > k_fujian > d_pinghai > c_xinghua > b_xianyou","1"
"b_yongan","b","h_china > k_fujian > d_jianning","h_china","k_fujian","d_jianning","c_nanjian","02_china.txt","h_china > e_jingyang > k_fujian > d_jianning > c_nanjian > b_yongan","1"
"c_bozhou_1","c","h_china > k_hebei > d_weibo","h_china","k_hebei","d_weibo","c_bozhou_1","02_china.txt","h_china > e_zhongyuan > k_hebei > d_weibo > c_bozhou_1","2"
"b_yanzhi","b","h_china > k_hexi > d_gansu","h_china","k_hexi","d_gansu","c_ganzhou","02_china.txt","h_china > e_yongliang > k_hexi > d_gansu > c_ganzhou > b_yanzhi","0"
"b_jinghua","b","h_china > k_daibei > d_xinan","h_china","k_daibei","d_xinan","c_fuzhou","02_china.txt","h_china > e_zhongyuan > k_daibei > d_xinan > c_fuzhou > b_jinghua","1"
"b_wuchuan","b","h_china > k_kuizhou > d_qianzhong","h_china","k_kuizhou","d_qianzhong","c_sizhou","02_china.txt","h_china > e_liangyi > k_kuizhou > d_qianzhong > c_sizhou > b_wuchuan","1"
"b_luling","b","h_china > k_jiangxi > d_jiangxi","h_china","k_jiangxi","d_jiangxi","c_jizhou_3","02_china.txt","h_china > e_jingyang > k_jiangxi > d_jiangxi > c_jizhou_3 > b_luling","1"
"c_hanyuan","c","h_china > k_xichuan > d_qiongnan","h_china","k_xichuan","d_qiongnan","c_hanyuan","02_china.txt","h_china > e_liangyi > k_xichuan > d_qiongnan > c_hanyuan","2"
"b_jiangyou","b","h_china > k_dongchuan > d_dongchuan","h_china","k_dongchuan","d_dongchuan","c_longzhou","02_china.txt","h_china > e_liangyi > k_dongchuan > d_dongchuan > c_longzhou > b_jiangyou","1"
"b_linhe_1","b","h_china > k_lingxi > d_jingjiang","h_china","k_lingxi","d_jingjiang","c_wuzhou_1","02_china.txt","h_china > e_lingnan > k_lingxi > d_jingjiang > c_wuzhou_1 > b_linhe_1","1"
"b_liaoquan","b","h_china > k_hexi > d_gansu","h_china","k_hexi","d_gansu","c_liaoquan","02_china.txt","h_china > e_yongliang > k_hexi > d_gansu > c_liaoquan > b_liaoquan","0"
"b_xinyu","b","h_china > k_jiangxi > d_jiangxi","h_china","k_jiangxi","d_jiangxi","c_linjiang","02_china.txt","h_china > e_jingyang > k_jiangxi > d_jiangxi > c_linjiang > b_xinyu","1"
"b_buri_2","b","h_china > k_dali > d_yinsheng","h_china","k_dali","d_yinsheng","c_buri","02_china.txt","h_china > e_liangyi > k_dali > d_yinsheng > c_buri > b_buri_2","1"
"c_shaozhou_1","c","h_china > k_lingnan > d_huixun","h_china","k_lingnan","d_huixun","c_shaozhou_1","02_china.txt","h_china > e_lingnan > k_lingnan > d_huixun > c_shaozhou_1","5"
"c_sie","c","h_china > k_qianzhong > d_luoshi","h_china","k_qianzhong","d_luoshi","c_sie","02_china.txt","h_china > e_liangyi > k_qianzhong > d_luoshi > c_sie","4"
"b_songyang","b","h_china > k_liangzhe > d_zhedong","h_china","k_liangzhe","d_zhedong","c_chuzhou","02_china.txt","h_china > e_jingyang > k_liangzhe > d_zhedong > c_chuzhou > b_songyang","1"
"b_hongya","b","h_china > k_xichuan > d_qiongnan","h_china","k_xichuan","d_qiongnan","c_meizhou","02_china.txt","h_china > e_liangyi > k_xichuan > d_qiongnan > c_meizhou > b_hongya","1"
"c_jianchang_1","c","h_china > k_dali > d_huichuan","h_china","k_dali","d_huichuan","c_jianchang_1","02_china.txt","h_china > e_liangyi > k_dali > d_huichuan > c_jianchang_1","2"
"c_hai_dong","c","h_china > k_viet > d_hai_dong","h_china","k_viet","d_hai_dong","c_hai_dong","02_china.txt","h_china > e_lingnan > k_viet > d_hai_dong > c_hai_dong","3"
"c_dongguan","c","h_china > k_lingnan > d_huixun","h_china","k_lingnan","d_huixun","c_dongguan","02_china.txt","h_china > e_lingnan > k_lingnan > d_huixun > c_dongguan","3"
"b_macheng_2","b","h_china > k_youji > d_youzhou","h_china","k_youji","d_youzhou","c_pinzhou","02_china.txt","h_china > e_zhongyuan > k_youji > d_youzhou > c_pinzhou > b_macheng_2","1"
"b_fei","b","h_china > k_qingxu > d_yanhai","h_china","k_qingxu","d_yanhai","c_langya","02_china.txt","h_china > e_zhongyuan > k_qingxu > d_yanhai > c_langya > b_fei","1"
"b_ruhe","b","h_china > k_lingxi > d_yongguan","h_china","k_lingxi","d_yongguan","c_yongzhou_1","02_china.txt","h_china > e_lingnan > k_lingxi > d_yongguan > c_yongzhou_1 > b_ruhe","1"
"b_qiupu","b","h_china > k_jiangdong > d_xuanshe","h_china","k_jiangdong","d_xuanshe","c_chizhou","02_china.txt","h_china > e_jingyang > k_jiangdong > d_xuanshe > c_chizhou > b_qiupu","1"
"b_fuchuan_1","b","h_china > k_lingxi > d_jingjiang","h_china","k_lingxi","d_jingjiang","c_wuzhou_1","02_china.txt","h_china > e_lingnan > k_lingxi > d_jingjiang > c_wuzhou_1 > b_fuchuan_1","1"
"c_shaoqing","c","h_china > k_qianzhong > d_luoshi","h_china","k_qianzhong","d_luoshi","c_shaoqing","02_china.txt","h_china > e_liangyi > k_qianzhong > d_luoshi > c_shaoqing","4"
"b_dantu","b","h_china > k_jiangdong > d_jiangdong","h_china","k_jiangdong","d_jiangdong","c_runzhou","02_china.txt","h_china > e_jingyang > k_jiangdong > d_jiangdong > c_runzhou > b_dantu","1"
"c_yingde","c","h_china > k_lingnan > d_lingnan","h_china","k_lingnan","d_lingnan","c_yingde","02_china.txt","h_china > e_lingnan > k_lingnan > d_lingnan > c_yingde","2"
"c_nanping","c","h_china > k_qianzhong > d_zangke","h_china","k_qianzhong","d_zangke","c_nanping","02_china.txt","h_china > e_liangyi > k_qianzhong > d_zangke > c_nanping","4"
"b_xuangu","b","h_china > k_kuizhou > d_wuxi","h_china","k_kuizhou","d_wuxi","c_luxi","02_china.txt","h_china > e_liangyi > k_kuizhou > d_wuxi > c_luxi > b_xuangu","1"
"b_taideng","b","h_china > k_dali > d_huichuan","h_china","k_dali","d_huichuan","c_jianchang_1","02_china.txt","h_china > e_liangyi > k_dali > d_huichuan > c_jianchang_1 > b_taideng","1"
"c_chaozhou","c","h_china > k_lingnan > d_huixun","h_china","k_lingnan","d_huixun","c_chaozhou","02_china.txt","h_china > e_lingnan > k_lingnan > d_huixun > c_chaozhou","5"
"b_hepu_1","b","h_china > k_lingxi > d_rongguan","h_china","k_lingxi","d_rongguan","c_lianzhou_1","02_china.txt","h_china > e_lingnan > k_lingxi > d_rongguan > c_lianzhou_1 > b_hepu_1","1"
"b_cixi","b","h_china > k_liangzhe > d_zhedong","h_china","k_liangzhe","d_zhedong","c_mingzhou_1","02_china.txt","h_china > e_jingyang > k_liangzhe > d_zhedong > c_mingzhou_1 > b_cixi","1"
"b_liujiang","b","h_china > k_xingyuan > d_baqu","h_china","k_xingyuan","d_baqu","c_quzhou","02_china.txt","h_china > e_liangyi > k_xingyuan > d_baqu > c_quzhou > b_liujiang","1"
"b_xianchuan","b","h_china > k_lingxi > d_yongguan","h_china","k_lingxi","d_yongguan","c_rangzhou","02_china.txt","h_china > e_lingnan > k_lingxi > d_yongguan > c_rangzhou > b_xianchuan","1"
"b_huoyi","b","h_china > k_hedong > d_hezhong","h_china","k_hedong","d_hezhong","c_pingyang","02_china.txt","h_china > e_zhongyuan > k_hedong > d_hezhong > c_pingyang > b_huoyi","1"
"c_langzhou","c","h_china > k_shannan > d_jingnan","h_china","k_shannan","d_jingnan","c_langzhou","02_china.txt","h_china > e_jingyang > k_shannan > d_jingnan > c_langzhou","4"
"c_xincheng","c","h_china > k_hexi > d_guasha","h_china","k_hexi","d_guasha","c_xincheng","02_china.txt","h_china > e_yongliang > k_hexi > d_guasha > c_xincheng","0"
"d_zhexi","d","h_china > k_liangzhe > d_zhexi","h_china","k_liangzhe","d_zhexi","","02_china.txt","h_china > e_jingyang > k_liangzhe > d_zhexi","14"
"b_qianwei","b","h_china > k_xichuan > d_qiongnan","h_china","k_xichuan","d_qiongnan","c_jiazhou","02_china.txt","h_china > e_liangyi > k_xichuan > d_qiongnan > c_jiazhou > b_qianwei","1"
"b_jiangli","b","h_china > k_guannei > d_qincheng","h_china","k_guannei","d_qincheng","c_jiezhou","02_china.txt","h_china > e_yongliang > k_guannei > d_qincheng > c_jiezhou > b_jiangli","1"
"c_leizhou","c","h_china > k_lingnan > d_gaoliang","h_china","k_lingnan","d_gaoliang","c_leizhou","02_china.txt","h_china > e_lingnan > k_lingnan > d_gaoliang > c_leizhou","3"
"b_dengfeng","b","h_china > k_henan > d_dongji","h_china","k_henan","d_dongji","c_henan","02_china.txt","h_china > e_zhongyuan > k_henan > d_dongji > c_henan > b_dengfeng","1"
"b_shenwu_2","b","h_china > k_daibei > d_yunshuo","h_china","k_daibei","d_yunshuo","c_shuozhou","02_china.txt","h_china > e_zhongyuan > k_daibei > d_yunshuo > c_shuozhou > b_shenwu_2","1"
"b_quang_nguyen","b","h_china > k_viet > d_hai_dong","h_china","k_viet","d_hai_dong","c_binh_nguyen","02_china.txt","h_china > e_lingnan > k_viet > d_hai_dong > c_binh_nguyen > b_quang_nguyen","1"
"b_zanhuang","b","h_china > k_hebei > d_chengde","h_china","k_hebei","d_chengde","c_zhaozhou","02_china.txt","h_china > e_zhongyuan > k_hebei > d_chengde > c_zhaozhou > b_zanhuang","1"
"b_linqiong","b","h_china > k_xichuan > d_qiongnan","h_china","k_xichuan","d_qiongnan","c_qiongzhou","02_china.txt","h_china > e_liangyi > k_xichuan > d_qiongnan > c_qiongzhou > b_linqiong","1"
"b_shiniu","b","h_china > k_qianzhong > d_zangke","h_china","k_qianzhong","d_zangke","c_juzhou","02_china.txt","h_china > e_liangyi > k_qianzhong > d_zangke > c_juzhou > b_shiniu","1"
"b_baizhang_1","b","h_china > k_xichuan > d_qiongnan","h_china","k_xichuan","d_qiongnan","c_yazhou_2","02_china.txt","h_china > e_liangyi > k_xichuan > d_qiongnan > c_yazhou_2 > b_baizhang_1","1"
"b_mile","b","h_china > k_dali > d_tonghai","h_china","k_dali","d_tonghai","c_zuining","02_china.txt","h_china > e_liangyi > k_dali > d_tonghai > c_zuining > b_mile","1"
"c_yuanzhou","c","h_china > k_jiangxi > d_jiangxi","h_china","k_jiangxi","d_jiangxi","c_yuanzhou","02_china.txt","h_china > e_jingyang > k_jiangxi > d_jiangxi > c_yuanzhou","3"
"b_huaide","b","h_china > k_guannei > d_jingyuan","h_china","k_guannei","d_jingyuan","c_xiaoguan","02_china.txt","h_china > e_yongliang > k_guannei > d_jingyuan > c_xiaoguan > b_huaide","1"
"c_kuizhou","c","h_china > k_kuizhou > d_kuizhong","h_china","k_kuizhou","d_kuizhong","c_kuizhou","02_china.txt","h_china > e_liangyi > k_kuizhou > d_kuizhong > c_kuizhou","4"
"b_sui","b","h_china > k_shannan > d_xiangdeng","h_china","k_shannan","d_xiangdeng","c_suizhou_1","02_china.txt","h_china > e_jingyang > k_shannan > d_xiangdeng > c_suizhou_1 > b_sui","1"
"b_wugang","b","h_china > k_hunan > d_lingling","h_china","k_hunan","d_lingling","c_shaozhou","02_china.txt","h_china > e_jingyang > k_hunan > d_lingling > c_shaozhou > b_wugang","1"
"b_longcheng_2","b","h_china > k_guannei > d_qincheng","h_china","k_guannei","d_qincheng","c_qinzhou_1","02_china.txt","h_china > e_yongliang > k_guannei > d_qincheng > c_qinzhou_1 > b_longcheng_2","1"
"b_qingliu","b","h_china > k_huainan > d_huainan","h_china","k_huainan","d_huainan","c_chuzhou_2","02_china.txt","h_china > e_jingyang > k_huainan > d_huainan > c_chuzhou_2 > b_qingliu","1"
"b_fangling","b","h_china > k_shannan > d_xiangdeng","h_china","k_shannan","d_xiangdeng","c_fangzhou_1","02_china.txt","h_china > e_jingyang > k_shannan > d_xiangdeng > c_fangzhou_1 > b_fangling","1"
"b_shandan","b","h_china > k_hexi > d_gansu","h_china","k_hexi","d_gansu","c_ganzhou","02_china.txt","h_china > e_yongliang > k_hexi > d_gansu > c_ganzhou > b_shandan","0"
"b_zhongli","b","h_china > k_huainan > d_huaixi","h_china","k_huainan","d_huaixi","c_haozhou","02_china.txt","h_china > e_jingyang > k_huainan > d_huaixi > c_haozhou > b_zhongli","1"
"c_qingyang","c","h_china > k_guannei > d_binning","h_china","k_guannei","d_binning","c_qingyang","02_china.txt","h_china > e_yongliang > k_guannei > d_binning > c_qingyang","3"
"b_puning","b","h_china > k_qianzhong > d_luoshi","h_china","k_qianzhong","d_luoshi","c_shaoqing","02_china.txt","h_china > e_liangyi > k_qianzhong > d_luoshi > c_shaoqing > b_puning","1"
"b_wangjiang","b","h_china > k_huainan > d_huaixi","h_china","k_huainan","d_huaixi","c_shuzhou","02_china.txt","h_china > e_jingyang > k_huainan > d_huaixi > c_shuzhou > b_wangjiang","1"
"k_henan","k","h_china > k_henan","h_china","k_henan","","","02_china.txt","h_china > e_zhongyuan > k_henan","50"
"b_jianshui","b","h_china > k_dali > d_tonghai","h_china","k_dali","d_tonghai","c_tonghai","02_china.txt","h_china > e_liangyi > k_dali > d_tonghai > c_tonghai > b_jianshui","1"
"k_jiangdong","k","h_china > k_jiangdong","h_china","k_jiangdong","","","02_china.txt","h_china > e_jingyang > k_jiangdong","30"
"k_hedong","k","h_china > k_hedong","h_china","k_hedong","","","02_china.txt","h_china > e_zhongyuan > k_hedong","54"
"b_guangde","b","h_china > k_jiangdong > d_xuanshe","h_china","k_jiangdong","d_xuanshe","c_guangde","02_china.txt","h_china > e_jingyang > k_jiangdong > d_xuanshe > c_guangde > b_guangde","1"
"b_changqing","b","h_china > k_qingxu > d_yuncao","h_china","k_qingxu","d_yuncao","c_qizhou","02_china.txt","h_china > e_zhongyuan > k_qingxu > d_yuncao > c_qizhou > b_changqing","1"
"c_qinzhou_2","c","h_china > k_lingxi > d_yongguan","h_china","k_lingxi","d_yongguan","c_qinzhou_2","02_china.txt","h_china > e_lingnan > k_lingxi > d_yongguan > c_qinzhou_2","3"
"b_yilun","b","h_china > k_lingnan > d_qiongguan","h_china","k_lingnan","d_qiongguan","c_danzhou_1","02_china.txt","h_china > e_lingnan > k_lingnan > d_qiongguan > c_danzhou_1 > b_yilun","1"
"d_qianzhong","d","h_china > k_kuizhou > d_qianzhong","h_china","k_kuizhou","d_qianzhong","","02_china.txt","h_china > e_liangyi > k_kuizhou > d_qianzhong","22"
"b_baishui","b","h_china > k_daibei > d_sanggan","h_china","k_daibei","d_sanggan","c_huaian","02_china.txt","h_china > e_zhongyuan > k_daibei > d_sanggan > c_huaian > b_baishui","1"
"b_gaomi","b","h_china > k_qingxu > d_yanhai","h_china","k_qingxu","d_yanhai","c_mizhou","02_china.txt","h_china > e_zhongyuan > k_qingxu > d_yanhai > c_mizhou > b_gaomi","1"
"b_suqian","b","h_china > k_qingxu > d_xusi","h_china","k_qingxu","d_xusi","c_huaiyang","02_china.txt","h_china > e_zhongyuan > k_qingxu > d_xusi > c_huaiyang > b_suqian","1"
"b_shanggui","b","h_china > k_guannei > d_qincheng","h_china","k_guannei","d_qincheng","c_qinzhou_1","02_china.txt","h_china > e_yongliang > k_guannei > d_qincheng > c_qinzhou_1 > b_shanggui","1"
"b_fushi","b","h_china > k_guannei > d_fufang","h_china","k_guannei","d_fufang","c_yan_an","02_china.txt","h_china > e_yongliang > k_guannei > d_fufang > c_yan_an > b_fushi","1"
"b_panshi","b","h_china > k_dongchuan > d_dongchuan","h_china","k_dongchuan","d_dongchuan","c_zizhou_2","02_china.txt","h_china > e_liangyi > k_dongchuan > d_dongchuan > c_zizhou_2 > b_panshi","1"
"b_xupu","b","h_china > k_kuizhou > d_wuxi","h_china","k_kuizhou","d_wuxi","c_luxi","02_china.txt","h_china > e_liangyi > k_kuizhou > d_wuxi > c_luxi > b_xupu","1"
"b_zhiluo","b","h_china > k_guannei > d_fufang","h_china","k_guannei","d_fufang","c_fuzhou_5","02_china.txt","h_china > e_yongliang > k_guannei > d_fufang > c_fuzhou_5 > b_zhiluo","1"
"c_danzhou","c","h_china > k_guannei > d_fufang","h_china","k_guannei","d_fufang","c_danzhou","02_china.txt","h_china > e_yongliang > k_guannei > d_fufang > c_danzhou","2"
"b_tra_lan","b","h_china > k_viet > d_nghe_an","h_china","k_viet","d_nghe_an","c_nghe_an","02_china.txt","h_china > e_lingnan > k_viet > d_nghe_an > c_nghe_an > b_tra_lan","1"
"b_chengfu","b","h_china > k_henan > d_biansong","h_china","k_henan","d_biansong","c_bozhou","02_china.txt","h_china > e_zhongyuan > k_henan > d_biansong > c_bozhou > b_chengfu","1"
"b_xingning","b","h_china > k_lingnan > d_huixun","h_china","k_lingnan","d_huixun","c_xunzhou","02_china.txt","h_china > e_lingnan > k_lingnan > d_huixun > c_xunzhou > b_xingning","1"
"c_linjiang","c","h_china > k_jiangxi > d_jiangxi","h_china","k_jiangxi","d_jiangxi","c_linjiang","02_china.txt","h_china > e_jingyang > k_jiangxi > d_jiangxi > c_linjiang","3"
"b_huacheng","b","h_china > k_xingyuan > d_baqu","h_china","k_xingyuan","d_baqu","c_bazhou","02_china.txt","h_china > e_liangyi > k_xingyuan > d_baqu > c_bazhou > b_huacheng","1"
"b_yangshuo","b","h_china > k_lingxi > d_jingjiang","h_china","k_lingxi","d_jingjiang","c_zhaozhou_1","02_china.txt","h_china > e_lingnan > k_lingxi > d_jingjiang > c_zhaozhou_1 > b_yangshuo","1"
"b_wuling","b","h_china > k_shannan > d_jingnan","h_china","k_shannan","d_jingnan","c_langzhou","02_china.txt","h_china > e_jingyang > k_shannan > d_jingnan > c_langzhou > b_wuling","1"
"b_changan","b","h_china > k_guannei > d_yongxing","h_china","k_guannei","d_yongxing","c_jingzhao","02_china.txt","h_china > e_yongliang > k_guannei > d_yongxing > c_jingzhao > b_changan","1"
"b_luan","b","h_china > k_huainan > d_huaixi","h_china","k_huainan","d_huaixi","c_shouzhou","02_china.txt","h_china > e_jingyang > k_huainan > d_huaixi > c_shouzhou > b_luan","1"
"b_xiangshan","b","h_china > k_liangzhe > d_zhedong","h_china","k_liangzhe","d_zhedong","c_mingzhou_1","02_china.txt","h_china > e_jingyang > k_liangzhe > d_zhedong > c_mingzhou_1 > b_xiangshan","1"
"b_liuyang","b","h_china > k_hunan > d_hunan","h_china","k_hunan","d_hunan","c_tanzhou","02_china.txt","h_china > e_jingyang > k_hunan > d_hunan > c_tanzhou > b_liuyang","1"
"b_rouyuan","b","h_china > k_daibei > d_sanggan","h_china","k_daibei","d_sanggan","c_rouyuan","02_china.txt","h_china > e_zhongyuan > k_daibei > d_sanggan > c_rouyuan > b_rouyuan","1"
"b_huairou","b","h_china > k_youji > d_youzhou","h_china","k_youji","d_youzhou","c_tanzhou_2","02_china.txt","h_china > e_zhongyuan > k_youji > d_youzhou > c_tanzhou_2 > b_huairou","1"
"b_ha_bac","b","h_china > k_viet > d_thang_long","h_china","k_viet","d_thang_long","c_thang_long","02_china.txt","h_china > e_lingnan > k_viet > d_thang_long > c_thang_long > b_ha_bac","1"
"d_xingyuan","d","h_china > k_xingyuan > d_xingyuan","h_china","k_xingyuan","d_xingyuan","","02_china.txt","h_china > e_liangyi > k_xingyuan > d_xingyuan","13"
"e_minister_of_justice","e","h_china","h_china","","","","02_china.txt","h_china > e_minister_of_justice","0"
"b_pengcheng","b","h_china > k_qingxu > d_xusi","h_china","k_qingxu","d_xusi","c_xuzhou_1","02_china.txt","h_china > e_zhongyuan > k_qingxu > d_xusi > c_xuzhou_1 > b_pengcheng","1"
